Biomarker,Subtype,Age,Coefficient,p,t
IL1R1,2,64.0,0.076092427057725,0.026012420440957928,2.2271804015886265
IL12A_IL12B,2,64.0,0.07366807964337585,0.026037886651851132,2.2267998210365714
CALB2,2,49.0,0.08791943605230727,0.026238826418062185,2.224277804389133
THY1,2,49.0,0.07347012356087271,0.02632421314911738,2.223011799418967
IL33,2,49.0,0.09902954414908224,0.026725942400120585,2.2171027037737963
ARSA,2,49.0,0.09421489832302384,0.026761384178186277,2.2165850784537757
SCGN,2,49.0,0.09650734779507625,0.026775526542421355,2.216378695313839
DEFA1_DEFA1B,2,64.0,0.073028017773977,0.026765251317580313,2.216063282546886
IGFBP2,2,49.0,0.0910089505783513,0.02723979278757975,2.20965528259331
F3,2,64.0,0.07138107139895603,0.027450396067169716,2.206178096167626
PTPRK,2,49.0,0.09326061266890501,0.02776709090950155,2.2021380368689916
SEZ6,2,64.0,0.0761384857220986,0.02776784662602732,2.201669993206101
COL4A1,2,64.0,0.07714169738123222,0.027881510137376244,2.2000666695814535
SEMA3F,2,64.0,0.0677257957528588,0.027918750132863126,2.1995425929512447
NCAM1,2,49.0,0.08898332088624387,0.028135515567245476,2.1969584911890614
AHNAK2,2,64.0,0.07520092630685521,0.028111645121659166,2.19683760218087
REG1A,2,64.0,0.07150135190305888,0.02816663387844826,2.19606942002367
MANSC1,2,64.0,0.06717428776208954,0.02823081417845377,2.195174467477663
SMPD1,2,64.0,0.07640874892013085,0.028254781781046016,2.1948407046636484
SCRN1,2,49.0,0.0898408573302172,0.028291525333253513,2.1947828224766024
PREB,2,49.0,0.11350842846978296,0.02844573652063821,2.192642379389525
COL24A1,2,49.0,0.09909901921554809,0.028467233805708658,2.1923447931552764
MDK,2,49.0,0.08553859256330139,0.02847341498730967,2.192259263114492
IMMT,2,49.0,0.0880887055654591,0.028666061150850203,2.18960157522049
KLRF1,2,49.0,0.09351221062524498,0.028685406318686688,2.189335546411814
CEACAM1,2,49.0,0.10460039571678281,0.028690362675658106,2.189267412993591
PENK,2,49.0,0.08387110263455091,0.028845313937047923,2.187142446924542
SWAP70,2,49.0,0.08508333455062178,0.029103082602872178,2.1836291564028794
MCEMP1,2,49.0,0.09448020204320695,0.02930676158913536,2.180871993296445
SMAD5,2,64.0,0.0701340154834477,0.02946708759369035,2.17826870289479
FGFBP3,2,64.0,0.07790747538635845,0.029580928796919242,2.176742835138595
SPARCL1,2,49.0,0.07738216169942572,0.029755585890005307,2.1748541033762723
CHCHD6,2,49.0,0.09449295920757128,0.030136176958464923,2.1698119864097727
GNLY,2,64.0,0.0801923604653531,0.030135431867081622,2.1693820244495714
IMMT,2,64.0,0.0725173929886067,0.03021328810355186,2.168357857089086
HSD17B3,2,64.0,0.07918859484273837,0.030348524778668052,2.1665842543970317
PTS,2,49.0,0.0864883147141185,0.030434915404852325,2.165892485195104
ACY3,2,49.0,0.08733724968737007,0.03059953311732287,2.1637467853715115
TIMP2,2,64.0,0.07633191039433633,0.03067737958318518,2.162299565599401
OSCAR,2,49.0,0.08257948893691286,0.030816036767040717,2.1609398348035045
GNLY,2,49.0,0.08941301615314697,0.031161860953225602,2.1564912051656604
LBP,2,64.0,0.0745179243898987,0.031203548060778262,2.1555254329482154
HS3ST3B1,2,49.0,0.09397273102021426,0.0312684813394357,2.155128208576379
CD28,2,64.0,0.0771907154212603,0.031297827082089606,2.1543220186071705
ERI1,2,49.0,0.08773151826749696,0.03142972963883355,2.1530744305601277
TPK1,2,49.0,0.08302532064875326,0.03154549238304737,2.1516055612186666
SERPINA4,2,49.0,0.09504746629313147,0.03189723015353477,2.1471707029448535
PDCD1,2,49.0,0.07794451864376623,0.03208509299125979,2.1448192125086543
COL28A1,2,49.0,0.09423133259157132,0.032255314181352926,2.1426987194643283
LY6D,2,64.0,0.06993992155174317,0.03222207484395748,2.1426864271396244
MSMB,2,49.0,0.08594216859390061,0.03229370327307498,2.1422218223227367
MMP13,2,49.0,0.089141762600988,0.032495865977621746,2.1397184011948163
NEO1,2,49.0,0.08914958425720973,0.032510332150661535,2.1395397760441774
CEACAM19,2,64.0,0.07998254099420514,0.03282864122496453,2.1352048078908004
FTCD,2,49.0,0.08831870833063335,0.033154679728814855,2.131651767891474
INSL5,2,64.0,0.0752946026099526,0.03321852227333268,2.1304581592691627
NT5E,2,49.0,0.092004535158343,0.03356392731399567,2.126709740195042
LIFR,2,64.0,0.07291851886557826,0.03450441496439998,2.115133747366938
PRAP1,2,64.0,0.07230488636632035,0.034956546000630834,2.1098614874359765
GGH,2,49.0,0.08597905044042513,0.03504485952314995,2.1092465876293756
IL25,2,49.0,0.09559565008403914,0.0352784565401748,2.1065498454177827
POMC,2,49.0,0.08983399448763907,0.03553085829661172,2.1036531010504955
WFDC12,2,64.0,0.07770000391002088,0.035571504911056075,2.102783222511733
OSM,2,64.0,0.0699295600023781,0.03573723652644061,2.1008935070334025
KLK10,2,49.0,0.08178546360701788,0.035788133020172565,2.100718455942611
MCAM,2,64.0,0.06540193377941966,0.03616138088985816,2.0960911407011475
SEMA4C,2,64.0,0.0739185845181554,0.03646495875140505,2.092683300528697
BAMBI,2,64.0,0.07138906338762235,0.03668128299213035,2.090269662944492
SEMA4C,2,49.0,0.08374992916418172,0.03676955766057783,2.0896864584788757
LILRA5,2,49.0,0.08375306421661025,0.037115992356954106,2.085852171640297
TYRO3,2,49.0,0.0875306498241116,0.03722243144461515,2.084680244352808
VSTM1,2,49.0,0.09381636542210066,0.03732370121567107,2.0835678801971667
RARRES1,2,49.0,0.09085304393724669,0.03735875843340488,2.0831834048604585
SIGLEC5,2,64.0,0.0788924652974381,0.03761634332695405,2.079974243900732
HMOX1,2,64.0,0.07378033916872244,0.037740174801792224,2.0786271938240013
LAMP1,2,49.0,0.08367508957565523,0.0379017609637673,2.0772671462074266
CDSN,2,49.0,0.08695464600496378,0.03794627380378335,2.076785365379791
RPL14,2,49.0,0.08995635326894136,0.038034909178724534,2.0758274589454624
GKN1,2,49.0,0.08781728820795656,0.03831219692886815,2.072842953076923
PPP1R14D,2,64.0,0.07174768012158404,0.03831393921683716,2.0724343977512545
CCL8,2,49.0,0.08747897311670152,0.038376025035964094,2.0721585609362165
IL1RN,2,64.0,0.06707076423201633,0.0383863907616537,2.0716580284789847
TIMP2,2,49.0,0.0707215214860733,0.038686079055260635,2.06884774105224
BPIFA2,2,49.0,0.08831995929222863,0.03927614814836531,2.062608703739537
ANGPTL4,2,49.0,0.08278437299361587,0.03996256463767745,2.055450378975936
VIM,2,64.0,0.07608854498386805,0.040084414314012606,2.053809840482517
C7orf50,2,49.0,0.08428798409311916,0.040204180911077844,2.0529555067371406
P4HB,2,49.0,0.07808061971657725,0.04024401167879853,2.052545446302841
MPO,2,64.0,0.0708181405735846,0.0403310472725269,2.051271084069649
GDNF,2,49.0,0.08219386230577705,0.04038178800419907,2.051129680948235
PDCD1,2,64.0,0.06850340058171187,0.040475994169406414,2.049785188913871
FAM3D,2,49.0,0.08792101999230843,0.0405752998133484,2.0491480930039487
GPIHBP1,2,49.0,0.08616527971810053,0.04057819464851095,2.0491185104116134
CD6,2,49.0,0.08620439638127528,0.04066354043320959,2.048247157254533
PSAPL1,2,64.0,0.07255495975187269,0.04074749943484723,2.0470140088646684
TNFRSF17,2,49.0,0.08261951907440875,0.04096161211980159,2.045216060192507
ADAMTSL4,2,49.0,0.08537838879579081,0.041183479742356865,2.0429720028656373
ENPP7,2,49.0,0.08607241846937594,0.041203406681053906,2.042770955867854
ZBTB17,2,64.0,0.06464764389266447,0.04125572803354774,2.041868475232958
GZMA,2,49.0,0.0814735195189731,0.041466839683621075,2.0401208427820983
CD63,2,49.0,0.08396135289161588,0.041472744306720356,2.040061606468272
KITLG,2,64.0,0.06594313791131762,0.04156951818274649,2.0387182868205764
RASSF2,2,49.0,0.08465016009785524,0.0419697783940636,2.0351006948226606
DAG1,2,49.0,0.08116977637518685,0.04203022185650901,2.0345008055575082
CTSE,2,49.0,0.09255177343661677,0.04219119602882585,2.0329067253337794
S100G,2,64.0,0.07220298307534134,0.04222682501592866,2.0321842322867423
IL5RA,2,49.0,0.0840398705671076,0.0422665648586198,2.032162139186937
PLA2G15,2,49.0,0.07943951204564556,0.04259605179104194,2.028920199906574
PLXDC2,2,49.0,0.08226698707161623,0.04309978499585562,2.0240045753978384
PRRT3,2,64.0,0.0659051113302164,0.04321047662222899,2.0225651096606643
METAP1,2,49.0,0.08909983980873634,0.043455273774255954,2.020564742638624
CEP290,2,64.0,0.08097903230294194,0.04349461479175207,2.0198210099237977
SERPINA7,2,64.0,0.0759667556438699,0.04393509772276839,2.0155967915397546
PRTG,2,49.0,0.08063249189554747,0.044809481164505324,2.0076750519532847
SELP,2,49.0,0.08051109703185022,0.04499577398900538,2.0059276938494692
CD70,2,49.0,0.08427509708135522,0.04529500256919883,2.003133775624394
COQ7,2,49.0,0.08974832421572518,0.04531309210351665,2.002965372023807
RNF43,2,49.0,0.087236659599004,0.04553357742566992,2.0009173196108363
CD109,2,49.0,0.08042883568604998,0.045832839020781696,1.998150864860585
HLA-DRA,2,49.0,0.08584551817005777,0.04584117194099159,1.998074051292135
LEFTY2,2,49.0,0.08292291333898241,0.04586796262246942,1.997827172239705
JUN,2,64.0,0.07183777764405033,0.045917484796352166,1.9970172326966347
ICAM3,2,64.0,0.07201884455187045,0.04618114962605609,1.9945973047063554
DNAJA1,2,49.0,0.09031378636759915,0.04689699232086039,1.9884352817338675
VSNL1,2,49.0,0.08019074569909387,0.0471306424845024,1.986326980017553
DKKL1,2,49.0,0.08641736157782781,0.047504497692072885,1.9829717911816338
MYOC,2,64.0,0.06293141232653329,0.047495062683844194,1.982708830837142
CD164,2,49.0,0.07769206272289181,0.047733184962788985,1.980930358399675
CLEC1A,2,49.0,0.07363079972260939,0.04784289087141946,1.979953960503616
TGOLN2,2,49.0,0.07576844399990283,0.04794233323995728,1.97907053526382
LY75,2,49.0,0.08293491058898983,0.04795786791741713,1.9789326676341807
FUT1,2,49.0,0.0858883804088467,0.048048483771217766,1.9781292149073315
GPR158,2,49.0,0.0876710031657565,0.04813220903705098,1.9773879898133897
HMOX2,2,49.0,0.08036030033854351,0.048268935843450336,1.9761798660640544
GPR37,2,64.0,0.06895176469363892,0.04825411809862867,1.9759663498409052
LRP2BP,2,64.0,0.07970385335386412,0.04839201037106203,1.9747510733830433
USP28,2,64.0,0.07159447461644192,0.048637753937214465,1.9725924741473078
CASP4,2,64.0,0.07686928793395183,0.04869155331532214,1.9721211260884894
PGA4,2,49.0,0.07384616211216008,0.048863499048287906,1.9709594978170517
SPON2,2,49.0,0.07434929387974289,0.04888463468917857,1.9707749076808574
SERPINA5,2,49.0,0.09871609842950993,0.04897708901382609,1.9699682362235553
DPP7,2,49.0,0.08292020989664585,0.049053165190589804,1.9693054241378762
LUZP2,2,49.0,0.08791185031226201,0.04907544009871363,1.9691115178829455
CD163,2,64.0,0.06667848694431645,0.04912249295890798,1.9683612737319396
EDN1,2,64.0,0.06748096098933269,0.04929270410050833,1.966883846837015
DNM3,2,64.0,0.06768697467782381,0.04933065424823351,1.9665550248900125
LPCAT2,2,64.0,0.0749956044718717,0.0493906794843485,1.966035364954107
FCRLB,2,49.0,0.07924555343643847,0.049480840584981714,1.9655952980410778
ANXA5,2,49.0,0.08322917185914107,0.04950444348567609,1.9653913256127138
LILRA4,2,49.0,0.09032680453151484,0.04954552683093309,1.9650364846648132
STAB2,2,49.0,0.08221642952637143,0.04958578661079595,1.9646889964647911
CD58,2,49.0,0.07322021753448166,0.04964723194686741,1.9641591088099255
PEPD,2,49.0,0.08363007699156336,0.049685307801164987,1.9638310292965158
ACTN4,2,49.0,0.08333826553780549,0.04968633042634664,1.9638222207860123
LILRA6,2,49.0,0.08688818013461358,0.0505027417454941,1.9568380119537605
CD99,2,64.0,0.058238579243825334,0.0507371667730376,1.954515347768248
CLEC1A,2,64.0,0.06291411501325819,0.05080006825403695,1.9539834828282736
CCL8,2,64.0,0.07116785384491028,0.05100016539198025,1.952295219081621
SEZ6L,2,49.0,0.06991886630392874,0.05150531727042707,1.9483895665808497
CSF3,2,49.0,0.08441732054847001,0.05189572465508647,1.9451369435462582
ACY1,2,49.0,0.07757705362341663,0.05194359627642289,1.9447395194484294
CRYBB2,2,49.0,0.04908671159277564,0.051993508421505734,1.9443254815593074
VEGFB,2,64.0,0.06769798811250491,0.05205577089592971,1.9434796020029192
HEPH,2,49.0,0.08956428741056593,0.05213681113144261,1.9431385839489732
ADGRE1,2,64.0,0.07031530163792647,0.052727241225152544,1.9379495475097461
SNED1,2,49.0,0.08868948155857018,0.052856013004747605,1.937222737577509
FCGR2A,2,64.0,0.06977347626673909,0.052844856845597456,1.936986965258265
HYOU1,2,49.0,0.07108306080425117,0.05296369715232444,1.9363427777993953
CSRP3,2,49.0,0.08539137979504809,0.05313779360222174,1.9349232777526528
GFAP,2,64.0,0.0676991389274301,0.05327393156017755,1.9334904769752799
LY9,2,49.0,0.08140704819777869,0.05338911624962823,1.9328809541633976
CCN1,2,64.0,0.06771862715259587,0.053638545583002725,1.930537722355189
SEPTIN3,2,64.0,0.06889557450735043,0.05392767999810806,1.9282081219028508
VCAN,2,64.0,0.0661214022721153,0.05405400747832499,1.927193555283273
GIMAP8,2,49.0,0.07863901953715836,0.05443926536085868,1.9244330849797233
RARRES1,2,64.0,0.06893931049245439,0.054668578418918486,1.9222858459446819
IDI2,2,49.0,0.08428636637417511,0.05480071256998476,1.9215569127402274
TG,2,64.0,0.07592126700172665,0.054787974448966215,1.9213377450827256
TNN,2,49.0,0.08465781629356656,0.05495934151525055,1.920299638657873
PHLDB1,2,64.0,0.06298695644337116,0.05566788467986408,1.9144032055775069
CCL4,2,64.0,0.07249459063224009,0.05567950249232636,1.9143122591788224
JAM3,2,49.0,0.07414473600372619,0.05586726935820027,1.9131612064254004
PGLYRP2,2,49.0,0.08177115522771157,0.05595718116991186,1.9124595651259633
ERP44,2,49.0,0.07753223268045785,0.05604132165913824,1.911803811871029
TGFB1,2,64.0,0.060912518334612684,0.05605926120168926,1.9113481093565474
ADAM22,2,49.0,0.06925733828932835,0.05636920190338544,1.9092562625042782
BOLA1,2,49.0,0.07937420161224425,0.05649200219154414,1.9083053114912698
KCTD5,2,49.0,0.07328355472157103,0.05706701094965911,1.9038752838599504
ARHGAP5,2,49.0,0.08534306676728536,0.05709901501458739,1.9036298092817248
ACTN2,2,64.0,0.07085906547614063,0.057090226017268084,1.903384584783313
REG3G,2,49.0,0.08336640967360452,0.057174070313706145,1.903054576109358
FAM20A,2,64.0,0.06372957000534568,0.05734808251804696,1.9014115442812336
FLRT2,2,49.0,0.07498538371160425,0.05746254309253393,1.900849518352438
ABCA2,2,49.0,0.08324002058197222,0.05751741998407336,1.9004310880719322
CXCL11,2,49.0,0.07572014330052429,0.05760905037407059,1.899733156193519
ADIPOQ,2,49.0,0.0804700629994619,0.05773643837703359,1.8987643980536348
GHR,2,49.0,0.08490566169167323,0.05825945932069627,1.894805476725586
ACRV1,2,49.0,0.07635502024795066,0.05858555900543276,1.8923520500921232
CCL13,2,64.0,0.06946973212245015,0.05864773766350664,1.8915778588817047
TDP1,2,49.0,0.08427529105270021,0.059034775962298225,1.8889908639713393
CA3,2,64.0,0.06455720699646642,0.05919495520891164,1.887491513352297
BAG3,2,49.0,0.07670988022763672,0.05960948884052732,1.8847215177237768
CD86,2,49.0,0.08672870663588118,0.06016928365439349,1.880595721324203
GABRA4,2,49.0,0.07897178066498527,0.060236461582013776,1.8801027500861536
SPTBN2,2,49.0,0.08045957444085372,0.06095243871210834,1.874876833597213
SIRPB1,2,49.0,0.07019209621147762,0.06115014050167702,1.8734427792687784
CCL19,2,64.0,0.07177179324046715,0.06118625340179069,1.8728812919277513
ANGPT2,2,49.0,0.07784304219612706,0.061575036141182045,1.8703737031376633
LEPR,2,49.0,0.08151743183088042,0.061727148476298545,1.8692792408297834
KIAA0319,2,64.0,0.06310593750947269,0.061734918957683606,1.8689250545935336
IZUMO1,2,49.0,0.08015565512023749,0.061918785886178024,1.8679035677176783
DMD,2,64.0,0.06741887426653698,0.0623854178634812,1.8642720829447161
DDC,2,49.0,0.076865961205524,0.06251385004179749,1.863654241049904
CTSO,2,64.0,0.06342323709776071,0.06247345056301271,1.86364548031375
TNFRSF13B,2,49.0,0.06827897395619151,0.06258485605415905,1.863149429042453
CDA,2,49.0,0.07900801673677366,0.06263669130336248,1.8627812093928324
APOBR,2,49.0,0.07926825276465847,0.06306466181830464,1.859750651611842
PADI4,2,64.0,0.0684569038123752,0.06368966691977032,1.855062542189413
LRRC25,2,49.0,0.07296266065102747,0.063923063011275,1.853723034574212
LBP,2,49.0,0.077957658806821,0.06428171046690002,1.851224445533559
VAT1,2,64.0,0.06619631649474997,0.06434343066735795,1.850504728327427
ADAM8,2,49.0,0.07295986171562449,0.06518378238499405,1.8449905089905214
TNFRSF10C,2,64.0,0.06666584879728855,0.06519191004279828,1.8446461119313946
GZMB,2,49.0,0.08307684089766487,0.06525618761996065,1.8444932333380637
PLXDC1,2,49.0,0.07811224194928373,0.06541405641476158,1.8434105748869978
MMP10,2,64.0,0.0628866040957252,0.06549688921798533,1.84255565018993
CD38,2,64.0,0.059882540699430636,0.06565179889584102,1.8414969046666814
DHODH,2,49.0,0.08073270709942355,0.06575401574568107,1.8410864466829577
VSIR,2,49.0,0.07098240005030013,0.06655414222483011,1.8356552544261762
TGFBR1,2,49.0,0.08405240122479855,0.0669598979729544,1.8329215587741248
RASGRF1,2,64.0,0.07103509249878562,0.06694281884600224,1.8327525040042185
EPS8L2,2,64.0,0.05778310932631692,0.06715202487201012,1.831348607881267
FCER2,2,64.0,0.06169545679532758,0.06765158230133363,1.8280107932782763
CXCL16,2,64.0,0.061399151461194484,0.06768453241256674,1.8277913498150418
FURIN,2,64.0,0.05813176840625193,0.06813358940139037,1.8248094178031284
ITGB2,2,49.0,0.07168159777270787,0.06853102317782431,1.822463453210898
THOP1,2,49.0,0.07397602135509565,0.06881236404217213,1.8206115949111277
ACAA1,2,49.0,0.07526170528434872,0.06927917799284442,1.8175525942463548
CBLN1,2,64.0,0.07278823044148428,0.0694040423714648,1.8164597521500723
KIR2DL2,2,49.0,0.07719173493928234,0.06953945174450185,1.815854387365339
ENAH,2,49.0,0.07174127028581402,0.0696710673260039,1.8149976234002179
CD5L,2,64.0,0.06611111987986794,0.06970061874818283,1.8145286984020277
CSF2RA,2,64.0,0.06571016585168063,0.0697952210189818,1.8139141485665744
NOS3,2,64.0,0.06311458019205063,0.06994244447831958,1.8129591233727669
TLR3,2,49.0,0.07882695980633947,0.07000250394856596,1.8128459810574242
LGALS3,2,64.0,0.05907527285108727,0.07036354577237282,1.8102365610384359
SIAE,2,49.0,0.07315955627197628,0.07045147357966386,1.809944633903391
SCPEP1,2,49.0,0.07166634213547454,0.07061426034543021,1.808896416936108
CLPP,2,49.0,0.07407611670558942,0.07067892702116674,1.8084805655315344
CPE,2,49.0,0.07255915332584108,0.07155177972901848,1.8028978442238779
ANKRA2,2,49.0,0.082960751286735,0.07209799574855145,1.7994326239057805
MEP1A,2,64.0,0.06846394133793857,0.07228626505510043,1.7979728253316878
SERPINA3,2,49.0,0.07860746115948052,0.07251225165731684,1.796818884051786
CTSB,2,49.0,0.07414122873167833,0.07273616278641297,1.7954112105955236
THBS4,2,49.0,0.06762419780314406,0.07332637760146478,1.7917176106970678
CLEC11A,2,49.0,0.07642686442384088,0.07340886616418936,1.7912033327294345
OLFM4,2,64.0,0.06485941256006453,0.07358185334799448,1.7898590473839644
ANXA1,2,49.0,0.07430658992480602,0.07365614479507392,1.7896644940527013
NMNAT1,2,49.0,0.07428167818321885,0.07372784716899583,1.7892190740493605
SEZ6L2,2,64.0,0.055321485951792856,0.07383746687247728,1.7882720668203178
