biom,subtype,t_statistic,p_value,corrected_p_value,significant
CRHR1,5,1.1314954512047315,0.2578554647426131,1.0,False
CRIM1,1,-15.139906343181648,1.3578770167009987e-51,1.9845372599085095e-47,True
CRIM1,2,48.92969796926117,0.0,0.0,True
CRIM1,3,-66.86022221355981,0.0,0.0,True
CRIM1,4,-12.60973341978286,2.2976721578246612e-36,3.358047858660742e-32,True
CRIM1,5,57.266634633871284,0.0,0.0,True
CRIP2,1,-27.99820694427473,2.383954183452668e-170,3.484149039116074e-166,True
CRIP2,2,16.616688454190168,9.83154310511741e-62,1.4368800248129094e-57,True
CRIP2,3,-35.216356299869055,2.302230450751749e-266,3.3647098037736814e-262,True
CRIP2,4,19.960499820022385,4.4108901550125065e-88,6.446515961550778e-84,True
CRIP2,5,36.95464144989154,1.6231782231844588e-292,2.3722749731840866e-288,True
CRISP2,1,6.970787778303581,3.215420957669395e-12,4.699337729633821e-08,True
CRISP2,2,10.680671177937242,1.396136695950823e-26,2.0404537811321275e-22,True
CRISP2,3,-7.060029550721328,1.7000614944859064e-12,2.484639874191152e-08,True
CRISP2,4,-10.65221652757717,1.8940357470004152e-26,2.7681332442411066e-22,True
CRISP2,5,-2.0986374393604397,0.035857030122139075,1.0,False
CRISP3,1,2.0828673311353283,0.037271582877521636,1.0,False
CRISP3,2,9.407720724094883,5.4115292584940876e-21,7.908950011289108e-17,True
CRISP3,3,-7.636010527290992,2.305620133686083e-14,3.36966382538221e-10,True
CRISP3,4,-5.619055504200005,1.9366820385814888e-08,0.0002830460799386846,True
CRISP3,5,1.0120509149797177,0.3115216945480711,1.0,False
CRKL,1,-24.644575157006408,8.265614873964473e-133,1.2080196138299077e-128,True
CRKL,2,2.4937268542224795,0.012646204003846426,1.0,False
CRKL,3,-15.517738122736635,4.228090561099236e-54,6.179354355046533e-50,True
CRKL,4,30.703913243506992,6.209340582670009e-204,9.074951261572218e-200,True
CRKL,5,11.936580378887538,9.018965189024735e-33,1.318121762375965e-28,True
CRLF1,1,-21.11963614069493,2.635621261369491e-98,3.851960473491511e-94,True
CRLF1,2,23.594732616736657,5.346548861955236e-122,7.813981161747577e-118,True
CRLF1,3,-41.53900386369192,0.0,0.0,True
CRLF1,4,11.7332759924053,1.006194818476968e-31,1.4705537272040887e-27,True
CRLF1,5,35.71963763723301,8.117176435017592e-274,1.186325335977821e-269,True
CRNN,1,-0.46403870969756106,0.6426233059091833,1.0,False
CRNN,2,15.724149026884614,1.7031053367722363e-55,2.4890884496926233e-51,True
CRNN,3,-15.896171619188888,1.1349805735795732e-56,1.6587741082865462e-52,True
CRNN,4,-5.023418303773812,5.104453924709909e-07,0.007460159410963532,True
CRNN,5,5.762352802316447,8.374250385929893e-09,0.00012238966939036539,True
CRTAC1,1,9.626830240948484,6.615795451284419e-22,9.668985052052179e-18,True
CRTAC1,2,27.308963372696756,2.9112968807588977e-162,4.254860391229129e-158,True
CRTAC1,3,-25.5399307340338,2.1949084310488605e-142,3.2078586719779095e-138,True
CRTAC1,4,-15.747605357134404,1.1792007488366648e-55,1.7234018944247857e-51,True
CRTAC1,5,1.031610797700411,0.3022626155552171,1.0,False
CRTAM,1,-14.319892795200822,2.320037758201537e-46,3.390735183611546e-42,True
CRTAM,2,24.044325315503762,1.424448873425275e-126,2.0818320285110394e-122,True
CRTAM,3,-34.884849867258566,1.6519650472236825e-261,2.414346916517412e-257,True
CRTAM,4,1.5086586560047999,0.13139633788929383,1.0,False
CRTAM,5,30.672129009193757,1.6012851115698037e-203,2.340278190559268e-199,True
CRTAP,1,-3.8956356671264225,9.814927839823944e-05,1.0,False
CRTAP,2,4.913619458466906,8.987068397688417e-07,0.013134600463221622,True
CRTAP,3,-5.222155633376246,1.7800503336401283e-07,0.0026015435626150474,True
CRTAP,4,3.221620492030271,0.0012760082943504454,1.0,False
CRTAP,5,1.207909032026156,0.22709156993210372,1.0,False
CRX,1,0.273427183109694,0.7845267008265104,1.0,False
CRX,2,3.4771410134975143,0.0005074929101668383,1.0,False
CRX,3,-5.025236421856881,5.056369929572198e-07,0.007389884652069767,True
CRX,4,-0.3768348047474174,0.7062989810662841,1.0,False
CRX,5,1.6278716697084854,0.10356237235727973,1.0,False
CRYBB1,1,-26.988380239595983,1.4461273607668133e-158,2.1135151377606976e-154,True
CRYBB1,2,2.2910886505860617,0.021965036282962168,1.0,False
CRYBB1,3,-15.865947024790712,1.8304679041829079e-56,2.67522884196332e-52,True
CRYBB1,4,29.963714770850867,1.8640155743922527e-194,2.724258761974277e-190,True
CRYBB1,5,17.26142279014075,1.893759479252055e-66,2.7677294789268783e-62,True
CRYBB2,1,-9.638921194573635,5.883283655356908e-22,8.59841906230412e-18,True
CRYBB2,2,-3.459416034891716,0.0005420834465723945,1.0,False
CRYBB2,3,-5.1305537503055065,2.9064934928651593e-07,0.00424784023982243,True
CRYBB2,4,14.234110994660654,7.878322884360163e-46,1.1514168895492377e-41,True
CRYBB2,5,6.702802337703219,2.079995691887008e-11,3.039913703692862e-07,True
CRYGD,1,-14.104037626425402,4.960929886634747e-45,7.250399029316683e-41,True
CRYGD,2,-1.8389256916309578,0.06593577905380027,1.0,False
CRYGD,3,-4.243802077221528,2.204092932327417e-05,0.322128182059652,False
CRYGD,4,16.012405120239865,1.7911787346732643e-57,2.617807720724976e-53,True
CRYGD,5,7.606301873142468,2.901137326177767e-14,4.240012202208807e-10,True
CRYM,1,-15.740761304629695,1.3127900603605629e-55,1.9186426732169627e-51,True
CRYM,2,0.882689872834329,0.3774107741836442,1.0,False
CRYM,3,-8.374217427231143,5.792821874090368e-17,8.466209168983073e-13,True
CRYM,4,16.838847869685697,2.441189324440831e-63,3.567798197670274e-59,True
CRYM,5,10.42387817466275,2.1273967034139105e-25,3.10919028203943e-21,True
CRYZL1,1,-22.14668872183636,7.878624144753556e-108,1.1514609187557323e-103,True
CRYZL1,2,0.23631383006365142,0.8131907342057889,1.0,False
CRYZL1,3,-10.76559064937199,5.5919908187491524e-27,8.172694581601887e-23,True
CRYZL1,4,27.5525900993431,4.241366998805187e-165,6.198757868753781e-161,True
CRYZL1,5,9.51970952901382,1.85937294203425e-21,2.717473554783056e-17,True
CSDE1,1,-12.923677198920537,4.1622769327879234e-38,6.08316773726955e-34,True
CSDE1,2,4.881951250351088,1.0556886953782579e-06,0.01542889028295324,True
CSDE1,3,-9.894906034809019,4.7429809892085944e-23,6.931866715728361e-19,True
CSDE1,4,13.572300544823614,7.723184726292848e-42,1.1287434477476997e-37,True
CSDE1,5,6.802472778364518,1.047256830595588e-11,1.530565857915452e-07,True
CSF1,1,-41.377029316303805,0.0,0.0,True
CSF1,2,32.66401067746926,4.481976349559083e-230,6.5504084348805996e-226,True
CSF1,3,-61.24841226880375,0.0,0.0,True
CSF1,4,17.13498077835343,1.6438051264554125e-65,2.4024211923145853e-61,True
CSF1,5,73.20819313791368,0.0,0.0,True
CSF1R,1,-17.333242767392527,5.511151358109969e-67,8.05454770987772e-63,True
CSF1R,2,22.67806000984778,6.274566444680633e-113,9.170278858900745e-109,True
CSF1R,3,-35.78875152140376,7.557122159163869e-275,1.1044734035617994e-270,True
CSF1R,4,4.704511842637327,2.5558247272419276e-06,0.03735337838864077,True
CSF1R,5,34.007357815796745,7.356085423710056e-249,1.0750918846752247e-244,True
CSF2,1,-8.80036484660776,1.4337366344147078e-18,2.0954060911970954e-14,True
CSF2,2,10.72762579135371,8.425466969020632e-27,1.2313819975223654e-22,True
CSF2,3,-16.475452639518345,1.0050575222595639e-60,1.4688915687823526e-56,True
CSF2,4,4.538814597117132,5.678605126771914e-06,0.08299281392777152,False
CSF2,5,13.208850917971697,1.001668518699781e-39,1.4639385400797298e-35,True
CSF2RA,1,-11.740360596780604,9.257087371314937e-32,1.3529233193176781e-27,True
CSF2RA,2,9.835474183516736,8.559185657171256e-23,1.250924983795579e-18,True
CSF2RA,3,-19.737556709257575,3.5219393998788244e-86,5.1473144329229016e-82,True
CSF2RA,4,5.812367737126953,6.220451981843287e-09,9.091190571463964e-05,True
CSF2RA,5,21.575801601087786,1.7559549829443575e-102,2.5663282075731784e-98,True
CSF2RB,1,-6.2637046910499565,3.8092109398274826e-10,5.567161788557866e-06,True
CSF2RB,2,10.694896474882293,1.1983343175871508e-26,1.7513656051536208e-22,True
CSF2RB,3,-16.064588527713063,7.785598662214919e-58,1.1378652444827103e-53,True
CSF2RB,4,-0.02126263050850509,0.9830362919609557,1.0,False
CSF2RB,5,15.238153083328266,3.0679586238540775e-52,4.483821528762734e-48,True
CSF3,1,-16.2591093704112,3.4067291083056558e-59,4.9789345917887156e-55,True
CSF3,2,-0.45356102519041613,0.6501480203695712,1.0,False
CSF3,3,-8.625272918056773,6.696668917994346e-18,9.787181623648736e-14,True
CSF3,4,14.36663099012215,1.1882321968880152e-46,1.7366013557518344e-42,True
CSF3,5,16.9915721165955,1.871433859451048e-64,2.735100585587707e-60,True
CSF3R,1,-18.578181637052182,1.2723892103994506e-76,1.859596830998797e-72,True
CSF3R,2,8.597620359399885,8.518893300297227e-18,1.2450362558384396e-13,True
CSF3R,3,-21.691896201438947,1.4718443614537625e-103,2.151100534264674e-99,True
CSF3R,4,13.995771359277843,2.2659416009038964e-44,3.3116736497210446e-40,True
CSF3R,5,24.99188802721017,1.74406634891555e-136,2.5489529689400765e-132,True
CSH1,1,-1.7914415408509146,0.07323232458989365,1.0,False
CSH1,2,3.810176604802553,0.00013913847650783218,1.0,False
CSH1,3,-6.281610660391393,3.395756246218605e-10,4.962897753848492e-06,True
CSH1,4,-0.7354903270407286,0.46204655364587144,1.0,False
CSH1,5,6.504327471877634,7.924176028823558e-11,1.158118326612563e-06,True
CSNK1D,1,-8.958594294794793,3.469909906080559e-19,5.071273327736737e-15,True
CSNK1D,2,4.445518967416479,8.798726256588466e-06,0.12859338424004044,False
CSNK1D,3,-9.788848937625781,1.3567953749058728e-22,1.982956440424933e-18,True
CSNK1D,4,10.629044780551464,2.4266160033644838e-26,3.546499288917193e-22,True
CSNK1D,5,5.286923111414082,1.2524144560584614e-07,0.0018304037275294414,True
CSNK2A1,1,-6.329676175471867,2.4907021318516954e-10,3.6401611657012526e-06,True
CSNK2A1,2,1.2283387413507296,0.21932926012505335,1.0,False
CSNK2A1,3,-4.719608937526775,2.3734044869052444e-06,0.034687306576120146,True
CSNK2A1,4,8.287864599464044,1.199472099153119e-16,1.7530284729122834e-12,True
CSNK2A1,5,2.5526857095895417,0.0106943908990298,1.0,False
CSPG4,1,9.251627850910456,2.3500580770500427e-20,3.434609879608637e-16,True
CSPG4,2,49.2518532043564,0.0,0.0,True
CSPG4,3,-45.92116694674067,0.0,0.0,True
CSPG4,4,-32.98481453004483,1.695872656707656e-234,2.478517887778239e-230,True
CSPG4,5,20.705611644472665,1.369981044442561e-94,2.002227296452803e-90,True
CSPG5,1,0.6469087737008014,0.5176958288612961,1.0,False
CSPG5,2,9.450022361737346,3.619913777002924e-21,5.290503985089774e-17,True
CSPG5,3,-8.439440954760402,3.326837363587126e-17,4.862172806882584e-13,True
CSPG5,4,-5.632663023131093,1.790004229211747e-08,0.0002616091180992968,True
CSPG5,5,4.250517181807797,2.1390730973504894e-05,0.31262553317777403,False
CSRP3,1,-2.9241587839358107,0.0034564119082443816,1.0,False
CSRP3,2,6.360526079692088,2.038951914368038e-10,2.9799282228488877e-06,True
CSRP3,3,-9.897788955466474,4.6086803590543954e-23,6.735586344757999e-19,True
CSRP3,4,-0.99990763235616,0.31736309992955747,1.0,False
CSRP3,5,9.662756621129706,4.666306191408385e-22,6.819806498743354e-18,True
CST1,1,4.118636020082933,3.82119862477335e-05,0.5584681790106252,False
CST1,2,17.23694446516834,2.8809901376481273e-66,4.210567086172738e-62,True
CST1,3,-17.461483219851267,6.006643095256008e-68,8.778708883716655e-64,True
CST1,4,-12.005164900997558,3.9610388888876494e-33,5.7890583361093e-29,True
CST1,5,8.301986518269864,1.0654008065430304e-16,1.557083278762639e-12,True
CST3,1,-47.740053444369934,0.0,0.0,True
CST3,2,32.57635615292501,7.124167891599572e-229,1.0411971373572774e-224,True
CST3,3,-67.71684380629729,0.0,0.0,True
CST3,4,26.545865655368768,1.5628047873386962e-153,2.2840391966955044e-149,True
CST3,5,77.28157768831242,0.0,0.0,True
CST5,1,-1.6323970701630703,0.10260613279842339,1.0,False
CST5,2,21.415559647656472,5.265206790466974e-101,7.695099724267482e-97,True
CST5,3,-24.805859299132933,1.6462032295957683e-134,2.4059260200542152e-130,True
CST5,4,-7.468389323806063,8.334013461820105e-14,1.2180160674450084e-09,True
CST5,5,14.353542547118899,1.4334142275681842e-46,2.094934893590901e-42,True
CST6,1,-1.744439260574565,0.08109254206845337,1.0,False
CST6,2,26.615736203964314,2.537336813208629e-154,3.708317752504411e-150,True
CST6,3,-31.14543541779272,1.0878124987261861e-209,1.589837966888321e-205,True
CST6,4,-10.425685087089992,2.087483371587437e-25,3.050856947575039e-21,True
CST6,5,19.38871188586644,3.0317814580440075e-83,4.4309486009313167e-79,True
CST7,1,-24.138546941050613,1.5292437115975688e-127,2.2349896844998467e-123,True
CST7,2,-1.6335662886716726,0.10236021646724835,1.0,False
CST7,3,-11.064938559515712,2.100611108959298e-28,3.070043135744014e-24,True
CST7,4,22.8138032698676,2.9947575477637156e-114,4.3768381560566705e-110,True
CST7,5,22.28116965953671,4.1402776144622327e-109,6.051015733536553e-105,True
CSTB,1,-34.31661535946566,2.7721614988897025e-253,4.0515140306273004e-249,True
CSTB,2,7.287838237449151,3.2256306546141836e-13,4.714259201718629e-09,True
CSTB,3,-32.083798674403354,3.524105573830099e-222,5.15048029615269e-218,True
CSTB,4,28.98592769965498,2.857196554648554e-182,4.1757927646188615e-178,True
CSTB,5,44.0815076646102,0.0,0.0,True
CTAG1A_CTAG1B,1,0.6635293054602592,0.5069966048234456,1.0,False
CTAG1A_CTAG1B,2,3.3883063484038702,0.0007041410137650314,1.0,False
CTAG1A_CTAG1B,3,-5.302571600279729,1.1497242019755146e-07,0.0016803219211872146,True
CTAG1A_CTAG1B,4,-0.4378210498528891,0.6615190940200759,1.0,False
CTAG1A_CTAG1B,5,1.5988559643255094,0.10986291244844884,1.0,False
CTBS,1,-20.435665392023434,3.3197686414546275e-92,4.851841869485938e-88,True
CTBS,2,3.6340740275465824,0.00027943634432070464,1.0,False
CTBS,3,-13.03441842544465,9.882807419885116e-39,1.4443723044162096e-34,True
CTBS,4,17.980780714311855,6.456857330814484e-72,9.436696988985367e-68,True
CTBS,5,18.164184212323995,2.4063744810147216e-73,3.5169163040030157e-69,True
CTF1,1,-20.710682623178293,1.2349050782596732e-94,1.8048137718765125e-90,True
CTF1,2,1.2276034153770465,0.2196053018069062,1.0,False
CTF1,3,-12.765946619021355,3.1604812503356145e-37,4.619043347365501e-33,True
CTF1,4,25.51296126882927,4.311487704452078e-142,6.301239280056712e-138,True
CTF1,5,11.283944853022218,1.8008298873484836e-29,2.631912880359809e-25,True
CTHRC1,1,-22.25583064208886,7.222210364419672e-109,1.0555260447599351e-104,True
CTHRC1,2,26.181735240855847,1.8902455195787836e-149,2.7625938268643922e-145,True
CTHRC1,3,-41.4126037606416,0.0,0.0,True
CTHRC1,4,7.025568017870338,2.1764247430087947e-12,3.1808447619073534e-08,True
CTHRC1,5,40.57848295305789,0.0,0.0,True
CTLA4,1,-1.873767592953769,0.06097196648881862,1.0,False
CTLA4,2,9.435756131454381,4.146432640022243e-21,6.060011303392509e-17,True
CTLA4,3,-10.975672984751183,5.640776599547982e-28,8.243995000239376e-24,True
CTLA4,4,-0.9520653658504932,0.3410713359572688,1.0,False
CTLA4,5,4.899926609469704,9.636092441169046e-07,0.01408314910276856,True
CTNNA1,1,0.8787328374536376,0.37955303443816,1.0,False
CTNNA1,2,4.976846306667467,6.497828723235918e-07,0.009496576679009295,True
CTNNA1,3,-7.277257444504056,3.4884263727013963e-13,5.0983351437030906e-09,True
CTNNA1,4,-1.146502159069252,0.251596379748536,1.0,False
CTNNA1,5,2.536120794288659,0.011213724987051287,1.0,False
CTRB1,1,-6.475825684930591,9.571995014245035e-11,1.398947071331912e-06,True
CTRB1,2,9.804049394227768,1.1678490146411728e-22,1.7068113348980741e-18,True
CTRB1,3,-16.313539159642524,1.4100204395290462e-59,2.060744872371701e-55,True
CTRB1,4,1.098983036701471,0.27178409260411635,1.0,False
CTRB1,5,15.60167698588644,1.1509731518539195e-54,1.6821472614345035e-50,True
CTRC,1,2.6383125538567707,0.008336182502465147,1.0,False
CTRC,2,19.983750964685633,2.7857603326765975e-88,4.071388726206847e-84,True
CTRC,3,-18.094227764175532,8.471627343276258e-73,1.2381283362198252e-68,True
CTRC,4,-12.231679197296222,2.5315259485703633e-34,3.699825173835586e-30,True
CTRC,5,7.808630761664052,5.964803828069903e-15,8.717560794724163e-11,True
CTRL,1,4.6790854147155985,2.8938659243008284e-06,0.04229385048365661,True
CTRL,2,17.762028135952868,3.1303038405123244e-70,4.574939062908762e-66,True
CTRL,3,-13.229212580468095,7.653027438457324e-40,1.1184899601305379e-35,True
CTRL,4,-14.972961842214227,1.6642790918472154e-50,2.4323438927347055e-46,True
CTRL,5,5.345388207539486,9.086731208056347e-08,0.0013280257660574352,True
CTSB,1,7.397482050361309,1.4234255026881432e-13,2.0803363721787214e-09,True
CTSB,2,31.12588920209225,1.9634667794068432e-209,2.8696066981031014e-205,True
CTSB,3,-36.47079561190379,4.032262744037586e-285,5.893152000410932e-281,True
CTSB,4,-23.281014660404697,7.428175799927707e-119,1.0856278931594343e-114,True
CTSB,5,23.437996496845287,2.0104874784756952e-120,2.9383274497922286e-116,True
CTSC,1,-18.015132506434462,3.495462942694948e-72,5.1086190907486665e-68,True
CTSC,2,6.789106250832151,1.1488488773544954e-11,1.679042634253595e-07,True
CTSC,3,-19.52493077066411,2.196332199238937e-84,3.2099395091877066e-80,True
CTSC,4,14.632303333159307,2.5439835662264466e-48,3.7180319820399514e-44,True
CTSC,5,23.031213873425852,2.2102356947788705e-116,3.2302594679193193e-112,True
CTSD,1,-34.81067155679046,1.9895556339017846e-260,2.9077355589474584e-256,True
CTSD,2,-1.2062161081871874,0.22774347990338756,1.0,False
CTSD,3,-22.973371690138816,8.194788157149632e-116,1.1976682891674188e-111,True
CTSD,4,31.442056306028537,1.3367144565292278e-213,1.9536081782174664e-209,True
CTSD,5,42.175558394344975,0.0,0.0,True
CTSE,1,-5.001941693149278,5.706887713221327e-07,0.008340616392872969,True
CTSE,2,14.593633281200312,4.4705508323248406e-48,6.533710041442754e-44,True
CTSE,3,-19.756088194699586,2.4516137623496744e-86,3.5830335136740493e-82,True
CTSE,4,-0.31405377766147113,0.7534823309629485,1.0,False
CTSE,5,12.804993388884252,1.9177228803834475e-37,2.8027519896804085e-33,True
CTSF,1,0.253104845965698,0.8001888907777643,1.0,False
CTSF,2,13.65688163896849,2.443663176197562e-42,3.5714137320127367e-38,True
CTSF,3,-13.526956206153292,1.427144321804256e-41,2.08577142631692e-37,True
CTSF,4,-6.661667632537539,2.7531226076447125e-11,4.0236886910727476e-07,True
CTSF,5,6.859226068688333,7.054758006713079e-12,1.0310528826811165e-07,True
CTSH,1,-11.532850650680386,1.0427014970079218e-30,1.5239082378770777e-26,True
CTSH,2,4.7309739220627565,2.2443968481322846e-06,0.03280185993545334,True
CTSH,3,-12.658738689194836,1.2363294018271437e-36,1.8068954207703705e-32,True
CTSH,4,7.453841658090461,9.305187883289562e-14,1.3599532091427694e-09,True
CTSH,5,17.119769842903317,2.129617638899008e-65,3.1124361792509e-61,True
CTSL,1,-23.396154260582634,5.273722468193576e-120,7.707545387264912e-116,True
CTSL,2,25.341602321137383,3.0954036728324364e-140,4.523932467844606e-136,True
CTSL,3,-41.255593625829846,0.0,0.0,True
CTSL,4,6.48114832261615,9.240729511630672e-11,1.3505326181248226e-06,True
CTSL,5,44.376724953969706,0.0,0.0,True
CTSO,1,-29.984258414338136,1.0241064550502729e-194,1.4967315840559738e-190,True
CTSO,2,10.658365246417615,1.7733491876015533e-26,2.59174983767967e-22,True
CTSO,3,-32.138421456742996,6.447083302924011e-223,9.422412247223443e-219,True
CTSO,4,23.834625905083865,1.9841333232922986e-124,2.8998108519916943e-120,True
CTSO,5,39.5206773603523,0.0,0.0,True
CTSS,1,-28.564535204333048,3.8884192797377514e-177,5.682924777336723e-173,True
CTSS,2,14.072521455294778,7.728751315853721e-45,1.1295570048120214e-40,True
CTSS,3,-33.251065437628306,3.37902204073774e-238,4.938440712538207e-234,True
CTSS,4,21.664177531366057,2.663357816301422e-103,3.892497448524528e-99,True
CTSS,5,36.654731559224665,6.378827406428547e-288,9.322656254495321e-284,True
CTSV,1,7.92014722931288,2.4520055053922566e-15,3.583606046130783e-11,True
CTSV,2,2.221748820617204,0.026307555482967676,1.0,False
CTSV,3,2.4733625798370897,0.01339020287453831,1.0,False
CTSV,4,-7.790446664531077,6.887297431440744e-15,1.0065785196050647e-10,True
CTSV,5,-7.7991385386150425,6.430051151343175e-15,9.39751975768805e-11,True
CTSZ,1,-36.66395012717266,4.613492080051784e-288,6.742618674995682e-284,True
CTSZ,2,22.17919115981241,3.87181051144578e-108,5.658651062478008e-104,True
CTSZ,3,-46.831145517933805,0.0,0.0,True
CTSZ,4,21.42598299488791,4.2234757904648864e-101,6.172609867764431e-97,True
CTSZ,5,55.63897705764409,0.0,0.0,True
CUZD1,1,-0.4135182632945679,0.6792298360015497,1.0,False
CUZD1,2,7.520875652482177,5.589768276767132e-14,8.169446336495163e-10,True
CUZD1,3,-7.11405983382377,1.1514721356527215e-12,1.6828765262564523e-08,True
CUZD1,4,-3.044172734433088,0.002335187925438389,1.0,False
CUZD1,5,3.317174108199559,0.0009103862010881443,1.0,False
CWC15,1,-17.954778661852913,1.0266621439945289e-71,1.500466723448004e-67,True
CWC15,2,3.946335322528665,7.953322457602581e-05,1.0,False
CWC15,3,-13.150176515032802,2.1705680148151334e-39,3.172285153652317e-35,True
CWC15,4,15.635035266715288,6.849673885408865e-55,1.0010798383525056e-50,True
CWC15,5,17.32160831535038,6.733362541460217e-67,9.840809354344106e-63,True
CX3CL1,1,-4.833843931522514,1.3456910072455802e-06,0.019667274070894154,True
CX3CL1,2,44.29564203323352,0.0,0.0,True
CX3CL1,3,-52.234103297217466,0.0,0.0,True
CX3CL1,4,-20.158914896871792,8.592874998387608e-90,1.255848681014349e-85,True
CX3CL1,5,39.829312134113636,0.0,0.0,True
CXADR,1,-19.322746377561174,1.0739192467005895e-82,1.5695329790529115e-78,True
CXADR,2,15.854367233306483,2.197792029084801e-56,3.212073050507437e-52,True
CXADR,3,-24.382282432143437,4.5764904852838106e-130,6.68854084424229e-126,True
CXADR,4,5.819561287814507,5.9588643106855195e-09,8.708880190066886e-05,True
CXADR,5,30.774691974605737,7.506394216225268e-205,1.097059514701323e-200,True
CXCL1,1,-16.92822514784045,5.445310121541639e-64,7.958320742633106e-60,True
CXCL1,2,4.035382974483079,5.464544342956937e-05,0.7986431557231564,False
CXCL1,3,-14.317613014373308,2.396877693723586e-46,3.5030367493770204e-42,True
CXCL1,4,18.549762624966498,2.1470795113391685e-76,3.137956705822195e-72,True
CXCL1,5,13.036155650768299,9.66146372156963e-39,1.4120229229074016e-34,True
CXCL10,1,-30.62068513355192,7.404979233563857e-203,1.0822377149853577e-198,True
CXCL10,2,10.611205082637914,2.935589764886888e-26,4.290364441382186e-22,True
CXCL10,3,-27.753967169335773,1.8399110769978273e-167,2.6890300390323247e-163,True
CXCL10,4,21.945285417749293,6.288991383012319e-106,9.191360906272504e-102,True
CXCL10,5,37.4996130835784,5.948591464333083e-301,8.6938664251228e-297,True
CXCL11,1,-28.793231482332192,6.491988524285308e-180,9.488041228242977e-176,True
CXCL11,2,2.8203690893852142,0.004799922551711791,1.0,False
CXCL11,3,-19.279803670724434,2.440986462004334e-82,3.5675017142193343e-78,True
CXCL11,4,26.896900246781133,1.611768292684574e-157,2.3555993597585048e-153,True
CXCL11,5,28.018735284798133,1.3599138571271502e-170,1.98751410219133e-166,True
CXCL12,1,-6.292428775136458,3.167553642706862e-10,4.629379648816079e-06,True
CXCL12,2,10.602388145540166,3.224893931651346e-26,4.713182481108443e-22,True
CXCL12,3,-18.25909878795059,4.3298178413286636e-74,6.328028775101842e-70,True
CXCL12,4,3.5506252160207663,0.0003848926051188226,1.0,False
CXCL12,5,13.193731763736464,1.2229398607602037e-39,1.7873266065010378e-35,True
CXCL13,1,-30.34074371566221,2.952378811557714e-199,4.314901633091599e-195,True
CXCL13,2,4.752765541851651,2.015619356406341e-06,0.02945827689387867,True
CXCL13,3,-21.15230229096278,1.332537289607426e-98,1.947503248761253e-94,True
CXCL13,4,21.755729692540037,3.74540288395389e-104,5.47390631489861e-100,True
CXCL13,5,37.43597074329584,5.8261173581211494e-300,8.51487051889406e-296,True
CXCL14,1,-4.538186460145455,5.695530981134319e-06,0.08324018528927807,False
CXCL14,2,9.108400420502338,8.854059094574598e-20,1.2940207366720776e-15,True
CXCL14,3,-9.84209853779352,8.015495439500222e-23,1.1714646584829575e-18,True
CXCL14,4,-0.5570922984584502,0.5774684348844437,1.0,False
CXCL14,5,7.485328856532968,7.328231811205398e-14,1.071021079207669e-09,True
CXCL16,1,-27.21719492935305,3.3601236027100357e-161,4.910820645360717e-157,True
CXCL16,2,19.42733374778668,1.4429880868680399e-83,2.1089270889576404e-79,True
CXCL16,3,-40.38816376394028,0.0,0.0,True
CXCL16,4,15.196474162805872,5.77302125626235e-52,8.437270566027424e-48,True
CXCL16,5,45.34953420869969,0.0,0.0,True
CXCL17,1,-24.230277419711605,1.7275780349514143e-128,2.524855298081492e-124,True
CXCL17,2,8.843409697496368,9.770275054924091e-19,1.427925699277156e-14,True
CXCL17,3,-32.02103457027835,2.473079182293977e-221,3.6144052249226473e-217,True
CXCL17,4,20.138390901764062,1.2936616871284988e-89,1.8906865557383008e-85,True
CXCL17,5,38.377029964176415,0.0,0.0,True
CXCL3,1,-19.911394978644864,1.162226429910755e-87,1.6985939273145686e-83,True
CXCL3,2,4.319502710494424,1.5687225129176027e-05,0.22926879526290764,False
CXCL3,3,-13.904610273858204,8.069679088617722e-44,1.1793835988014801e-39,True
CXCL3,4,23.812036451496922,3.3685664744540675e-124,4.9231599024146194e-120,True
CXCL3,5,9.371178996749531,7.648058909582395e-21,1.117763809635467e-16,True
CXCL5,1,-20.92101816451688,1.6305786647048474e-96,2.3830907184661346e-92,True
CXCL5,2,3.7457350740457414,0.0001801954065867834,1.0,False
CXCL5,3,-16.84628380819492,2.155361669492217e-63,3.150061079962875e-59,True
CXCL5,4,25.034737515688803,6.090639998324954e-137,8.901470357551921e-133,True
CXCL5,5,13.902110889448887,8.354687179330907e-44,1.221037531259212e-39,True
CXCL6,1,-24.79621399731095,2.082067649453873e-134,3.0429418696768355e-130,True
CXCL6,2,5.663374549483295,1.497510593190005e-08,0.00021886117319471924,True
CXCL6,3,-20.051989483401716,7.209407476033192e-89,1.053654902622251e-84,True
CXCL6,4,26.859338838947764,4.32770639052997e-157,6.324942889759552e-153,True
CXCL6,5,18.689186925734468,1.6361473266682324e-77,2.3912293179256215e-73,True
CXCL8,1,-20.118120849860443,1.9370120887615965e-89,2.8309431677250734e-85,True
CXCL8,2,3.1838072378728226,0.0014549694591204667,1.0,False
CXCL8,3,-16.949596376659688,3.799477843938956e-64,5.552936868916784e-60,True
CXCL8,4,15.98926841456496,2.58943151417423e-57,3.7844541579656377e-53,True
CXCL8,5,26.36425375194719,1.7252218984147982e-151,2.5214118045332273e-147,True
CXCL9,1,-25.603025442445368,4.511259252450812e-143,6.593205397456862e-139,True
CXCL9,2,9.069752012058734,1.262089976545569e-19,1.844544500721349e-15,True
CXCL9,3,-21.822835807454922,8.848006323364814e-105,1.2931361241597675e-100,True
