"Description",".sign","p.adjust","GeneRatio","Subtype"
"cellular response to nerve growth factor stimulus","suppressed",0.00802068490711999,0.545454545454545,5
"axonal transport of mitochondrion","activated",0.00906285543798833,0.25,5
"extracellular matrix organization","activated",0.00936983463232795,0.354838709677419,5
"extracellular structure organization","activated",0.00936983463232795,0.354838709677419,5
"external encapsulating structure organization","activated",0.00936983463232795,0.354838709677419,5
"detoxification","suppressed",0.00984698175324412,0.405405405405405,5
"double-strand break repair","suppressed",0.0111190416316856,0.777777777777778,5
"alcohol metabolic process","suppressed",0.0116004584915073,0.308641975308642,5
"regulation of keratinocyte proliferation","activated",0.0118167704133374,0.5,5
"negative regulation of metabolic process","suppressed",0.0119230189071141,0.411992263056093,5
"response to cadmium ion","suppressed",0.0120041288833045,0.416666666666667,5
"ketone catabolic process","suppressed",0.0121578062798262,0.8,5
"purine nucleotide metabolic process","suppressed",0.0122071908473694,0.521739130434783,5
"nucleoside triphosphate metabolic process","suppressed",0.0125032355040852,0.5,5
"regulation of protein metabolic process","suppressed",0.0125918483526866,0.363431151241535,5
"positive regulation of cell population proliferation","activated",0.0127179867257943,0.304985337243402,5
"ADP metabolic process","suppressed",0.0129177491825229,0.48,5
"nucleotide catabolic process","suppressed",0.0131071341418649,0.452380952380952,5
"regulation of the force of heart contraction","activated",0.0134313050008559,0.625,5
"regulation of multicellular organismal process","activated",0.0136613702533038,0.255244755244755,5
"connective tissue development","activated",0.0136769354259686,0.328947368421053,5
"alpha-amino acid catabolic process","suppressed",0.0137134668611454,0.551724137931034,5
"protein modification by small protein conjugation","suppressed",0.0137134668611454,0.620253164556962,5
"organophosphate catabolic process","suppressed",0.0137134668611454,0.378787878787879,5
"negative regulation of BMP signaling pathway","activated",0.0142103053568491,0.45,5
"multivesicular body organization","suppressed",0.0150509172317172,0.888888888888889,5
"multivesicular body assembly","suppressed",0.0150509172317172,0.888888888888889,5
"mitotic cytokinesis","suppressed",0.0158420672302319,0.631578947368421,5
"alpha-amino acid biosynthetic process","suppressed",0.016044243690106,0.5,5
"cell migration","activated",0.0160676622917449,0.286282306163022,5
"microtubule-based process","suppressed",0.0163584190894166,0.559701492537313,5
"nucleoside phosphate catabolic process","suppressed",0.0167422529558472,0.434782608695652,5
"regulation of translation","suppressed",0.0174750191117072,0.442622950819672,5
"antimicrobial humoral immune response mediated by antimicrobial peptide","activated",0.0179541644802501,0.422535211267606,5
"porphyrin-containing compound biosynthetic process","suppressed",0.0180430397054285,0.833333333333333,5
"heme biosynthetic process","suppressed",0.0180430397054285,0.833333333333333,5
"tetrapyrrole biosynthetic process","suppressed",0.0180430397054285,0.833333333333333,5
"cell motility","activated",0.0189517804305385,0.281070745697897,5
"ribonucleoside triphosphate metabolic process","suppressed",0.0191668479516156,0.489795918367347,5
"purine ribonucleoside triphosphate metabolic process","suppressed",0.0191668479516156,0.489795918367347,5
"negative regulation of protein metabolic process","suppressed",0.0195355589754908,0.457142857142857,5
"nucleoside diphosphate metabolic process","suppressed",0.0195384560928657,0.454545454545455,5
"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","activated",0.0196133844733885,0.319148936170213,5
"RNA processing","suppressed",0.0198432256442483,0.604938271604938,5
"small molecule biosynthetic process","suppressed",0.0198432256442483,0.335616438356164,5
"protein-containing complex organization","suppressed",0.0198432256442483,0.408227848101266,5
"response to toxic substance","suppressed",0.0204405698899802,0.338028169014085,5
"establishment of localization in cell","suppressed",0.0208498825537429,0.417142857142857,5
"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","activated",0.0220896720203725,0.3,5
"tetrahydrobiopterin biosynthetic process","suppressed",0.0220896720203725,0.666666666666667,5
"pteridine-containing compound biosynthetic process","suppressed",0.0220896720203725,0.666666666666667,5
"tetrahydrobiopterin metabolic process","suppressed",0.0220896720203725,0.666666666666667,5
"recognition of apoptotic cell","suppressed",0.022354723049159,0.6,5
"multivesicular body sorting pathway","suppressed",0.0224679021967355,0.916666666666667,5
"neuron projection regeneration","activated",0.0224679021967355,0.5,5
"endosomal transport","suppressed",0.0224679021967355,0.696428571428571,5
"transforming growth factor beta receptor superfamily signaling pathway","activated",0.0224679021967355,0.317307692307692,5
"protein localization to organelle","suppressed",0.0224679021967355,0.584269662921348,5
"pyridine nucleotide metabolic process","suppressed",0.022787074972451,0.463414634146341,5
"nicotinamide nucleotide metabolic process","suppressed",0.022787074972451,0.463414634146341,5
"cellular component assembly","suppressed",0.022787074972451,0.376344086021505,5
"regulation of lymphocyte mediated immunity","activated",0.0230672369347473,0.439024390243902,5
"purine nucleoside triphosphate metabolic process","suppressed",0.0234283907511616,0.490566037735849,5
"response to BMP","activated",0.0237970271538744,0.471698113207547,5
"cellular response to BMP stimulus","activated",0.0237970271538744,0.471698113207547,5
"response to endogenous stimulus","activated",0.0238176518183049,0.232967032967033,5
"pigment biosynthetic process","suppressed",0.0241839802961746,0.8,5
"BMP signaling pathway","activated",0.0247604475963956,0.5,5
"ATP metabolic process","suppressed",0.0247604475963956,0.511111111111111,5
"membrane biogenesis","suppressed",0.0251741253815989,0.642857142857143,5
"membrane assembly","suppressed",0.0251741253815989,0.642857142857143,5
"regulation of proteasomal ubiquitin-dependent protein catabolic process","suppressed",0.0251849773617486,0.551724137931034,5
"defense response to bacterium","activated",0.0252580740854536,0.25,5
"protein ubiquitination","suppressed",0.0253629951084773,0.638888888888889,5
"osteoblast differentiation","activated",0.0256814306543645,0.292307692307692,5
"regulation of mitotic cell cycle phase transition","suppressed",0.0258044252461058,0.592592592592593,5
"aldehyde catabolic process","suppressed",0.0268780651437969,0.8,5
"proteolysis","suppressed",0.0270691913113894,0.387640449438202,5
"nucleic acid biosynthetic process","suppressed",0.0276520340949589,0.465069860279441,5
"aldehyde metabolic process","suppressed",0.0278471814322023,0.5,5
"lymphocyte mediated immunity","activated",0.0279432884792085,0.384615384615385,5
"negative regulation of proteasomal protein catabolic process","suppressed",0.0280948448973958,0.615384615384615,5
"immune system process","activated",0.0299344590394264,0.259615384615385,5
"immunological memory process","activated",0.0304037746457287,0.75,5
"L-amino acid catabolic process","suppressed",0.0306754497719904,0.583333333333333,5
"interleukin-10 production","activated",0.0313604448377024,0.516129032258065,5
"regulation of interleukin-10 production","activated",0.0313604448377024,0.516129032258065,5
"RNA biosynthetic process","suppressed",0.0314499140231918,0.460905349794239,5
"post-transcriptional regulation of gene expression","suppressed",0.031885411457042,0.430232558139535,5
"telomere maintenance","suppressed",0.0319080371396821,0.772727272727273,5
"telomere organization","suppressed",0.0319080371396821,0.772727272727273,5
"cellular component assembly involved in morphogenesis","activated",0.0319080371396821,0.459459459459459,5
"cellular anatomical entity morphogenesis","activated",0.0319080371396821,0.459459459459459,5
"negative regulation of immune system process","activated",0.0333977906316099,0.322115384615385,5
"microtubule cytoskeleton organization","suppressed",0.0337629459864314,0.701030927835051,5
"response to bacterium","activated",0.0337629459864314,0.213991769547325,5
"cellular component biogenesis","suppressed",0.0350747927583726,0.382198952879581,5
"neutrophil mediated cytotoxicity","suppressed",0.0351987958693994,0.8,5
"neutrophil-mediated killing of symbiont cell","suppressed",0.0351987958693994,0.8,5
"establishment of protein localization","suppressed",0.0351987958693994,0.352409638554217,5
"post-Golgi vesicle-mediated transport","suppressed",0.0356164986294608,0.789473684210526,5
"proteinogenic amino acid biosynthetic process","suppressed",0.0360467920904123,0.5,5
"purine nucleoside diphosphate metabolic process","suppressed",0.036126247090281,0.444444444444444,5
"purine ribonucleoside diphosphate metabolic process","suppressed",0.036126247090281,0.444444444444444,5
"nuclear chromosome segregation","suppressed",0.0362619686645239,0.790697674418605,5
"negative regulation of macromolecule metabolic process","suppressed",0.0380775156842552,0.346153846153846,5
"energy derivation by oxidation of organic compounds","suppressed",0.0381670240460217,0.5,5
"negative regulation of cellular response to growth factor stimulus","activated",0.0383061927987451,0.263157894736842,5
"nucleobase-containing compound catabolic process","suppressed",0.0393719685496667,0.397959183673469,5
"establishment of protein localization to membrane","suppressed",0.0396363699311825,0.666666666666667,5
"vesicle-mediated transport in synapse","suppressed",0.0399086140327625,0.535714285714286,5
"tissue development","activated",0.0399086140327625,0.210989010989011,5
"positive regulation of leukocyte activation","activated",0.0400416196577907,0.236111111111111,5
"synaptic vesicle cycle","suppressed",0.0400679309484663,0.551020408163265,5
"regulation of adaptive immune response","activated",0.0400679309484663,0.395348837209302,5
"cytokinetic process","suppressed",0.0402013392132696,0.933333333333333,5
"regulation of DNA repair","suppressed",0.0407198010287129,0.733333333333333,5
"endosome transport via multivesicular body sorting pathway","suppressed",0.0414575588429559,0.9,5
"translational initiation","suppressed",0.0414575588429559,0.774193548387097,5
"keratinocyte proliferation","activated",0.0414923349302681,0.571428571428571,5
"chondrocyte differentiation","activated",0.0415016679223441,0.393939393939394,5
"tongue development","suppressed",0.0415461874993882,0.666666666666667,5
"ribonucleoside diphosphate metabolic process","suppressed",0.0418422303907782,0.4375,5
"protein-containing complex assembly","suppressed",0.0422582443562951,0.411347517730496,5
"negative regulation of developmental process","activated",0.0427963224457024,0.290196078431373,5
"glycolytic process","suppressed",0.0439097658804999,0.454545454545455,5
"pyridine nucleotide catabolic process","suppressed",0.0439097658804999,0.454545454545455,5
"pyridine-containing compound catabolic process","suppressed",0.0439097658804999,0.454545454545455,5
"regulation of acrosome reaction","activated",0.0445219597036797,0.375,5
"positive regulation of peptidyl-serine phosphorylation","suppressed",0.0445219597036797,0.631578947368421,5
"multi-multicellular organism process","activated",0.0445219597036797,0.324324324324324,5
"regeneration","activated",0.0445219597036797,0.307692307692308,5
"regulation of leukocyte activation","activated",0.0445219597036797,0.316964285714286,5
"regulation of developmental process","activated",0.0445219597036797,0.262057877813505,5
"myofibril assembly","activated",0.0448946861647048,0.545454545454545,5
"regulation of T cell activation","activated",0.0450594648760913,0.326797385620915,5
"electron transport chain","suppressed",0.0452925161300189,0.666666666666667,5
"pyruvate metabolic process","suppressed",0.0478771801351992,0.416666666666667,5
"ribonucleoprotein complex biogenesis","suppressed",0.0478839331997067,0.612903225806452,5
"methylglyoxal metabolic process","suppressed",0.0482471767304972,0.666666666666667,5
"aromatic amino acid metabolic process","suppressed",0.0487211175628203,0.75,5
"Golgi to plasma membrane transport","suppressed",0.0487211175628203,0.9,5
"glycine biosynthetic process","suppressed",0.0487211175628203,0.666666666666667,5
