protein,subtype,beta,pvalue,qvalue,p_corrected
HSPG2,4,0.02642970069990362,3.439995945785239e-113,1.0929465379924187e-111,1.0055108149530253e-109
HSPG2,5,0.049615720774348296,8.750367530139876e-72,5.01516162560762e-70,2.5577324290598856e-68
HTR1A,1,-0.0021924868591433537,0.08803263401517723,0.11901914395298938,1.0
HTR1A,2,-0.002761103195532478,0.06198179136224039,0.1040076915607448,1.0
HTR1A,3,-0.0009752329070792699,0.5632076292568589,0.6323077157482493,1.0
HTR1A,4,-0.0009735260674250636,0.5251744500211534,0.5781864095713112,1.0
HTR1A,5,-0.004639773586459018,0.034871564650864065,0.06257187444719194,1.0
HTR1B,1,-1.934068595545654e-05,0.9878553923099412,0.9898873197538424,1.0
HTR1B,2,-0.0006592945249782958,0.6594590472909729,0.7422405834545682,1.0
HTR1B,3,0.0012136112432333858,0.4502967070171018,0.5238361960615463,1.0
HTR1B,4,0.000347846120741033,0.8247984622982739,0.8537131392697785,1.0
HTR1B,5,-0.0040636346428786435,0.07032475467116282,0.11275878107724022,1.0
HTRA2,1,0.005038952499330949,1.1689207171075755e-05,2.6161985115661892e-05,0.03416755256105443
HTRA2,2,-0.0004282174801138156,0.7487602237531004,0.8133133162505806,1.0
HTRA2,3,0.005354894720619735,0.001191027114904071,0.0024673084740358606,1.0
HTRA2,4,-0.019973971663610313,1.0158828933542537e-34,8.294485187917553e-34,2.969425697274484e-31
HTRA2,5,-0.00929130762687201,0.0001361174331920294,0.0004567982287259494,0.3978712572203019
HYAL1,1,0.01619280983339206,3.942983677473446e-45,2.8042192917895093e-44,1.1525341289254884e-41
HYAL1,2,0.012994771801946041,4.876064763816893e-25,2.6442926353686043e-24,1.4252737304636777e-21
HYAL1,3,0.013072979798584523,4.224499358697567e-14,1.9055882138075597e-13,1.2348211625472988e-10
HYAL1,4,0.01663322057507186,7.771648574456208e-29,4.393912724010735e-28,2.27165287831355e-25
HYAL1,5,0.018110039706491107,3.3709808864273717e-12,2.119005834629507e-11,9.853377131027207e-09
HYOU1,1,0.012195763395211908,5.702053721065989e-29,2.9138292004678123e-28,1.6667103026675886e-25
HYOU1,2,0.012175581248546308,2.7939524207154565e-23,1.4277487632432307e-22,8.16672292575128e-20
HYOU1,3,0.000854614039521762,0.5885196654174458,0.6558303400744163,1.0
HYOU1,4,0.00029070791126847183,0.8378283399007082,0.8638350044196719,1.0
HYOU1,5,0.010445727509408522,3.517269055396641e-05,0.00012599237069760272,0.1028097744892438
ICA1,1,0.003581946759624141,0.0026094098723885087,0.004608643538967741,1.0
ICA1,2,-0.0023171155062623305,0.09170046935911337,0.14623048114385617,1.0
ICA1,3,0.00200744640320887,0.22140718110549798,0.28359911935642884,1.0
ICA1,4,-0.018911299442022845,1.5519855975920433e-31,1.0749890762468109e-30,4.536453901761542e-28
ICA1,5,-0.006835536393230918,0.0038249759737596823,0.009324774621600961,1.0
ICAM1,1,0.01802537210730423,4.306589751835429e-68,4.5775133980418026e-67,1.2588161844614957e-64
ICAM1,2,0.015931638659643248,1.0715074992306172e-41,8.156292761070557e-41,3.132016420251094e-38
ICAM1,3,0.01641583348204157,1.4458675484434e-28,1.1300189422727427e-27,4.226270844100058e-25
ICAM1,4,0.007639550703628241,4.119523850470971e-08,8.049042924416209e-08,0.00012041368214926649
ICAM1,5,0.0030688297742435464,0.24873759006272017,0.3215656681792707,1.0
ICAM2,1,-0.0010204452904794444,0.40955387606714844,0.4742971393598553,1.0
ICAM2,2,-0.0006754362661182245,0.6213604967910709,0.7074634075182185,1.0
ICAM2,3,-0.0012033192257209164,0.4567808687248053,0.5300398885599864,1.0
ICAM2,4,0.0008406846104997307,0.5712262240802706,0.6223236127419423,1.0
ICAM2,5,0.007153740061172952,0.0020471145409522223,0.005424946331100041,1.0
ICAM3,1,0.006206201819533784,1.0653581347297758e-07,2.7196871858647463e-07,0.00031140418278151344
ICAM3,2,0.007359918465113066,4.699727141524162e-08,1.462971505290216e-07,0.00013737302434675125
ICAM3,3,0.007791265994017506,6.337743618203229e-07,1.8961335308094203e-06,0.0018525224596008037
ICAM3,4,0.006907908504708651,1.4098117071204392e-06,2.5771604877504966e-06,0.004120879619913044
ICAM3,5,0.0047778249615466045,0.07237469447997137,0.11534963574970356,1.0
ICAM4,1,0.008666981514376811,2.283096980181149e-11,6.858676745189618e-11,6.6734924730695e-08
ICAM4,2,0.00906725698144296,1.7964288231270576e-10,6.127142882147479e-10,5.250961450000389e-07
ICAM4,3,0.011462572417986224,2.4903756054425585e-12,1.0340011214074714e-11,7.2793678947085984e-09
ICAM4,4,0.014339631905229085,1.2913297270516563e-21,4.509625797099153e-21,3.7745567921719916e-18
ICAM4,5,0.017314497608579685,4.406464360541957e-14,3.1338431449791097e-13,1.288009532586414e-10
ICAM5,1,0.00322113488962659,0.008943134664023744,0.014555001460435079,1.0
ICAM5,2,0.004251274536943253,0.0015964693891060298,0.003545957465316812,1.0
ICAM5,3,0.004933356762590591,0.002427814163227484,0.004756367827824353,1.0
ICAM5,4,0.0030960386937085083,0.04364862754610081,0.058552059805990216,1.0
ICAM5,5,0.006688101523918904,0.007545582729396967,0.01681077615703303,1.0
ICOSLG,1,0.00115247996184517,0.3310469848272366,0.3941549232790275,1.0
ICOSLG,2,0.0003217142187463691,0.8036801126606169,0.8538452127800467,1.0
ICOSLG,3,-0.003171164439987193,0.05966484077771198,0.08893438531017446,1.0
ICOSLG,4,0.0023236667012579543,0.10928563862972672,0.13919037983210947,1.0
ICOSLG,5,0.005360075219685843,0.026443416456326047,0.049231914841936966,1.0
ID4,1,-0.0005545907634451844,0.6747685559407842,0.7224719739981363,1.0
ID4,2,-0.0026362347528401985,0.07678160357967394,0.12545144061676183,1.0
ID4,3,-0.004545711980019117,0.005324542301389469,0.009862887925831064,1.0
ID4,4,-0.0017097393858338254,0.2571209950313162,0.30764006077631484,1.0
ID4,5,-0.005129950201242863,0.01820305709675818,0.035902520846035194,1.0
IDI2,1,0.007640335062799228,6.144179355105776e-10,1.7402554510633898e-09,1.7959436254974182e-06
IDI2,2,0.010768749083569966,3.002331259147372e-14,1.1639010968816668e-13,8.775814270487768e-11
IDI2,3,0.008302224175238217,1.7101034777691308e-07,5.278386975205037e-07,0.0004998632465519169
IDI2,4,0.008920964877348737,2.604720203138002e-08,5.130456303081118e-08,7.61359715377238e-05
IDI2,5,0.019283933758694617,5.654025648805273e-16,4.4546406931153135e-15,1.6526716971457814e-12
IDO1,1,0.016073381942698785,5.29894962068262e-42,3.5936959956508815e-41,1.5488829741255298e-38
IDO1,2,0.01861461241907095,9.76165189272224e-46,8.060256633453985e-45,2.8533308482427108e-42
IDO1,3,0.019522166070184373,1.5245717055734325e-32,1.3106832633503362e-31,4.456323095391143e-29
IDO1,4,0.015849833426321784,3.617801876469935e-26,1.6785452198288286e-25,1.057483488492162e-22
IDO1,5,0.014728603489254262,5.078392584236788e-08,2.3562129402736716e-07,0.00014844141523724132
IDS,1,-0.0017391960815239926,0.16845508626600922,0.21539554556235563,1.0
IDS,2,-0.0029370706438756307,0.03315037029727205,0.05944695237970933,1.0
IDS,3,-0.0013084488488006442,0.47714265268983647,0.5490897534694457,1.0
IDS,4,-0.005595393180935566,0.00026548239640047634,0.00042991969234271047,0.7760050446785923
IDS,5,-0.0077454786926191305,0.0003705001481946654,0.0011520978012478798,1.0
IDUA,1,0.005686495780185875,6.731385972453486e-06,1.5347770044837395e-05,0.01967584119748154
IDUA,2,0.005452561757523843,0.00013194394066840497,0.0003296343064732887,0.3856721385737477
IDUA,3,0.005602292678183186,0.000788270057717234,0.0016684383625687725,1.0
IDUA,4,0.001192215191063281,0.41199772367154275,0.4684050355083312,1.0
IDUA,5,-0.0003815800325238151,0.8700741804391741,0.8958178335412842,1.0
IFI30,1,0.029597962491294257,1.1401095016858067e-154,3.662131948821553e-153,3.332540073427613e-151
IFI30,2,0.030761282921948047,1.6958593702417327e-141,5.27340099916658e-140,4.9569969392165845e-138
IFI30,3,0.02501673369584611,2.494303985525581e-59,4.445640579080045e-58,7.290850549691273e-56
IFI30,4,0.022187486738830607,3.6280929751498844e-57,4.887057956849361e-56,1.0604915766363111e-53
IFI30,5,0.015635412667424943,1.7698468507986266e-09,9.172450966107068e-09,5.173262344884385e-06
IFIT1,1,0.0010990543645206163,0.4039168093820106,0.4681399023884286,1.0
IFIT1,2,0.0028455146432384035,0.05564684965451974,0.09462230456088493,1.0
IFIT1,3,0.0029883408895020735,0.05623961848738794,0.08447502818018239,1.0
IFIT1,4,0.0012077889812674917,0.43093245880440756,0.48671390150126864,1.0
IFIT1,5,-0.0014683620700595415,0.5225870180365519,0.5950611039037169,1.0
IFIT3,1,0.002177549401194902,0.058252090243735954,0.08221673577133762,1.0
IFIT3,2,0.0006288257685959503,0.6384072445073712,0.7217705214163105,1.0
IFIT3,3,0.002955117494365194,0.07530203278682107,0.10983425241311276,1.0
IFIT3,4,-0.004941938773912013,0.0038636242981133144,0.005785539868537509,1.0
IFIT3,5,-0.004398780719640956,0.08231951585406629,0.1280574480263096,1.0
IFNAR1,1,0.00530774024874324,4.829111215334728e-05,0.00010288259535294031,0.14115492082423411
IFNAR1,2,0.0021701706697438753,0.12684611529360576,0.19371535789091412,1.0
IFNAR1,3,0.0013545700006607874,0.4259683261255376,0.5000423362509825,1.0
IFNAR1,4,-0.0025913601153579133,0.08538729433016341,0.11033910757164794,1.0
IFNAR1,5,-0.0035348279979518977,0.10638717100856081,0.15793280896801587,1.0
IFNG,1,0.009640066572792056,1.8160820130996032e-14,6.179752880430896e-14,5.30840772429014e-11
IFNG,2,0.009807218681975947,9.642529808401596e-13,3.5996314980789103e-12,2.8185114629957867e-09
IFNG,3,0.010451208221762842,7.080094107124226e-10,2.56127661820843e-09,2.0695115075124115e-06
IFNG,4,0.010968636383444108,3.136849938068644e-12,7.305985951374221e-12,9.169012368974647e-09
IFNG,5,0.006824444636856531,0.0046361336233838495,0.011030778273656491,1.0
IFNGR1,1,0.013621160623922553,3.2361571761738632e-52,2.5428192005258607e-51,9.459287425956202e-49
IFNGR1,2,0.018062758246858285,5.709707537963525e-70,6.839948825191551e-69,1.6689475133467384e-66
IFNGR1,3,0.012858654038648836,7.900474948847893e-25,5.39558137277626e-24,2.3093088275482393e-21
IFNGR1,4,0.01964414428063923,4.0305242773697066e-63,5.950112354925077e-62,1.1781222462751653e-59
IFNGR1,5,0.02750556655893408,1.6933723699683296e-31,2.4625509638892678e-30,4.949727437417427e-28
IFNGR2,1,0.007558979143725596,1.5668203324660518e-09,4.349302784233874e-09,4.579815831798269e-06
IFNGR2,2,0.004058314106630737,0.0038226090899895803,0.008079165849630907,1.0
IFNGR2,3,0.0027189785997966997,0.09972500706992589,0.14088747978027713,1.0
IFNGR2,4,0.0009955758732375212,0.5215020188201396,0.574576102906622,1.0
IFNGR2,5,-0.00015555066189533768,0.9478412902406701,0.9576702700910745,1.0
IFNL1,1,0.001118423984031704,0.3496548797740725,0.41277916541987636,1.0
IFNL1,2,0.005576701071868018,3.602820423635774e-05,9.402717944899436e-05,0.10531044098287368
IFNL1,3,-0.0013735607328723169,0.42547186960955086,0.4996602148930161,1.0
IFNL1,4,0.003321622717586241,0.03102864802386115,0.04244115029187934,1.0
IFNL1,5,0.004707703079037828,0.07867064858394218,0.12329989587713833,1.0
IFNL2,1,-0.0023845630639969806,0.06457633187335188,0.09001269340286483,1.0
IFNL2,2,-0.003242661649311483,0.025504044652288775,0.046974368316723435,1.0
IFNL2,3,-0.0019525429085298065,0.23454204454639985,0.298982292284835,1.0
IFNL2,4,-0.002692783568274027,0.0900576511574954,0.11606636434451457,1.0
IFNL2,5,-0.004978742003115785,0.023741331283034437,0.0450915603250875,1.0
IFNLR1,1,0.001142235194041983,0.3594291820826667,0.42261122253726263,1.0
IFNLR1,2,0.0029722636286475587,0.03618547517002191,0.06425889667191617,1.0
IFNLR1,3,0.0033231574561099794,0.0443136623457691,0.0682089705301122,1.0
IFNLR1,4,-0.008597340520854336,5.996468245206847e-10,1.2609839338661593e-09,1.7527676680739614e-06
IFNLR1,5,-0.006285737654330044,0.0034976784203422364,0.00862033222821278,1.0
IFNW1,1,-0.0028651654191035806,0.02583694386240556,0.03897211380269175,1.0
IFNW1,2,-3.0285443394374936e-05,0.9834989487538899,0.9875532213011405,1.0
IFNW1,3,-0.002932066396322826,0.08661864309834565,0.12423272511112086,1.0
IFNW1,4,-0.0036364748362538515,0.018558368579828035,0.026218516848157247,1.0
IFNW1,5,-0.003778149903314931,0.07904732636518921,0.12382386654096897,1.0
IFT20,1,-0.00017978130100170474,0.8870844647700716,0.9078949196508822,1.0
IFT20,2,3.946027039868076e-05,0.9783753044893684,0.9830838827852951,1.0
IFT20,3,0.0037971818213675974,0.020689927447740255,0.034033009527149556,1.0
IFT20,4,-0.009268758667444848,1.9715889473117324e-09,4.055562627017729e-09,5.7629544929921934e-06
IFT20,5,-0.005599307569874359,0.01211709762730271,0.0253894454226565,1.0
IGBP1,1,0.002848422284855682,0.020177898069128935,0.031107592856573774,1.0
IGBP1,2,-0.00031055635774189,0.8224629544484389,0.867082874922398,1.0
IGBP1,3,0.0026261575245590018,0.1155542060422886,0.16045840582499268,1.0
IGBP1,4,-0.015731034550618403,2.3330888176291044e-23,9.068641773842917e-23,6.819618613929873e-20
IGBP1,5,-0.007429115037848016,0.0012702500780337827,0.003587382587529224,1.0
IGDCC3,1,-0.0011663359733585035,0.37230298623689195,0.43599424229584743,1.0
IGDCC3,2,0.00014568065473708516,0.9177371112149133,0.9382810689336102,1.0
IGDCC3,3,-0.0021964619883617104,0.1918697347336452,0.2493709358054446,1.0
IGDCC3,4,-0.00170933582477596,0.285624603964526,0.3375983491258833,1.0
IGDCC3,5,-0.005975794113176981,0.005033117865831216,0.011854797358440486,1.0
IGDCC4,1,-0.02844730441832085,4.693772386576262e-138,1.1930344944315142e-136,1.3719896685962414e-134
IGDCC4,2,-0.030901772117916778,1.5575297219099897e-120,3.6132217278911903e-119,4.5526593771428994e-117
IGDCC4,3,-0.03563151786420467,2.5235604086371964e-108,1.209240504007627e-106,7.376367074446524e-105
IGDCC4,4,-0.029532086677816413,1.3982662271614454e-90,3.005244251465371e-89,4.087132181992905e-87
IGDCC4,5,-0.02617180519582077,2.4250648209301695e-24,2.7689314342105025e-23,7.088464471578885e-21
IGF1R,1,0.02477422064278231,6.969169714298782e-107,1.281187614773292e-105,2.037088307489534e-103
IGF1R,2,0.021859199764255918,9.292289162196832e-75,1.2346073282318792e-73,2.7161361221101342e-71
IGF1R,3,0.026466694061491783,1.0456339157450272e-62,1.997639173674977e-61,3.0563879357227143e-59
IGF1R,4,0.018911479501226427,4.13073347875664e-44,4.3588931257782155e-43,1.2074133958405658e-40
IGF1R,5,0.031902957982022064,7.19411974270972e-42,1.6175701544569625e-40,2.1028412007940513e-38
IGF2BP3,1,-0.0036420169687840305,0.005700017974255563,0.009569875094054573,1.0
IGF2BP3,2,-0.00207063295798336,0.18645216362024522,0.2674188784406167,1.0
IGF2BP3,3,-0.0006939846762919729,0.6571064281227479,0.7182373813062329,1.0
IGF2BP3,4,-0.0023125448792531847,0.11982074022031611,0.15194621417092583,1.0
IGF2BP3,5,-0.0023479957358928044,0.27140270888619505,0.34642363234687695,1.0
IGF2R,1,0.021486302554525282,5.646591992359372e-77,6.820243137878697e-76,1.6504988393666443e-73
IGF2R,2,0.017404488149245147,2.8504212053414152e-39,2.0920482901124044e-38,8.331781183212956e-36
IGF2R,3,0.01773741665566051,1.0377949039319265e-26,7.602692992964965e-26,3.0334745041930214e-23
IGF2R,4,0.00705765081502622,1.1295919321068794e-06,2.0713909771320003e-06,0.0033017972175484085
IGF2R,5,0.014709430271175168,1.5553767406150487e-09,8.089619595761189e-09,4.5463662128177875e-06
IGFBP1,1,0.0049671457962652205,3.6649194813634043e-05,7.900117731582028e-05,0.10712559644025231
IGFBP1,2,0.006782827051845856,9.286116511266264e-07,2.6566740848583937e-06,0.002714331856243129
IGFBP1,3,0.0023761133611295256,0.15551641187044973,0.20890370951163814,1.0
IGFBP1,4,0.01409768796867155,6.907005123397194e-21,2.3020725171824398e-20,2.018917597569e-17
IGFBP1,5,0.013496860976987348,1.5355604388491808e-08,7.431197289331384e-08,4.488443162756156e-05
IGFBP2,1,0.019812836271916344,7.15983950879747e-70,7.809033912020525e-69,2.0928210884215005e-66
IGFBP2,2,0.020195236481610226,1.70038198453538e-54,1.6403354920121834e-53,4.970216540796916e-51
IGFBP2,3,0.026467909886245172,4.6154371357897766e-58,8.030311159472332e-57,1.3490922747913516e-54
IGFBP2,4,0.0344349614317419,1.4817354227514359e-115,4.978290391612008e-114,4.331112640702447e-112
IGFBP2,5,0.030309014985571946,2.715551156207297e-35,4.588182676065855e-34,7.93755602959393e-32
IGFBP3,1,-0.002290704898785,0.0393532951762381,0.057263927703286345,1.0
IGFBP3,2,-0.009749360842050662,4.07913057917846e-14,1.5709220926137864e-13,1.1923298682938638e-10
IGFBP3,3,-0.003365350630051853,0.02769297746074466,0.044427317847286846,1.0
IGFBP3,4,-0.024259297029409568,1.4522824630767756e-47,1.664714368460163e-46,4.245021639573415e-44
IGFBP3,5,-0.02646970542808316,7.490851158950648e-17,6.099096918555083e-16,2.1895757937612746e-13
IGFBP4,1,0.028414374575960605,5.06573221218328e-217,2.793799104945609e-215,1.4807135256211728e-213
IGFBP4,2,0.038200981026370935,2.935512895433293e-304,4.516054838606061e-302,8.580504193351515e-301
IGFBP4,3,0.024180718552725952,8.161839159706247e-68,1.8351581433708737e-66,2.385705586382136e-64
IGFBP4,4,0.0377722317316359,4.3260799219748247e-221,7.438312712901419e-219,1.2645131611932412e-217
IGFBP4,5,0.057669909686860046,6.784401734754203e-97,1.1017114594825852e-94,1.9830806270686534e-93
IGFBP6,1,0.013880631574940865,3.1541550219924685e-51,2.445515949412198e-50,9.219595129283986e-48
IGFBP6,2,0.024129535909439698,3.224774118351951e-108,6.591618704855071e-107,9.426014747942753e-105
IGFBP6,3,0.010746639760379373,7.456764178343382e-16,3.644836403561489e-15,2.1796121693297705e-12
IGFBP6,4,0.029567642702144684,1.6409526085920303e-127,6.951455760745659e-126,4.796504474914504e-124
IGFBP6,5,0.04932448468070665,5.147789267455618e-63,2.1807229027206915e-61,1.5046988028772772e-59
IGFBP7,1,0.0257212079168984,4.290357598564785e-145,1.1943538343433205e-143,1.2540715260604867e-141
IGFBP7,2,0.027896265575598413,5.101700852598846e-127,1.2426892993455358e-125,1.4912271592146426e-123
IGFBP7,3,0.03291577720380536,1.1182225075231268e-102,4.9523702871062115e-101,3.2685643894900997e-99
IGFBP7,4,0.029374055974008734,1.519540985740949e-112,4.725125852468931e-111,4.441618301320794e-109
IGFBP7,5,0.04373085939346838,9.967634618738576e-61,3.991150135694912e-59,2.9135395990572857e-57
IGFBPL1,1,0.03141319759052739,2.87143453023269e-193,1.2716974442227503e-191,8.393203131870153e-190
IGFBPL1,2,0.03541668797898254,6.073334104461144e-194,3.6984074140291505e-192,1.7752355587339922e-190
IGFBPL1,3,0.03229812123895318,3.317052830253299e-100,1.3655979468775202e-98,9.695745422830394e-97
IGFBPL1,4,0.03595233193017931,8.809131682073578e-130,3.843148045776279e-128,2.5749091906701067e-126
IGFBPL1,5,0.05049248987668959,2.9664284744608957e-86,2.989955320982482e-84,8.670870430849198e-83
IGFL4,1,-0.0025979325961511847,0.04271559253722203,0.06178014695017318,1.0
IGFL4,2,0.00014208061835585875,0.9210014482000768,0.9401713678462265,1.0
IGFL4,3,-0.0031114242792562967,0.06275668166820236,0.0932576413401909,1.0
IGFL4,4,-0.0025318941684399927,0.10796238681982495,0.13774511421839736,1.0
IGFL4,5,-0.0031325076577045597,0.17184139476649335,0.2367070673432894,1.0
IGHMBP2,1,-0.0029512802869968388,0.02168835100230226,0.033173757184578496,1.0
IGHMBP2,2,-0.0034956704100246702,0.017607439882536914,0.03337648947902425,1.0
IGHMBP2,3,0.00046049308471931183,0.7743932244938296,0.8180525461494268,1.0
IGHMBP2,4,-0.007249304818199631,2.8136310620697907e-06,5.064189405437191e-06,0.008224243594429997
IGHMBP2,5,-0.009599290933513846,2.0684891116668835e-05,7.721831000513794e-05,0.060461936734023
IGLC2,1,0.005220150581627755,0.000122484867971516,0.0002501909637181979,0.3580232690807412
IGLC2,2,0.007149817594421421,1.3677029800625443e-06,3.866340242478546e-06,0.003997795810722817
IGLC2,3,0.006565000175142201,3.8872452393459165e-06,1.1031473625833121e-05,0.011362417834608113
IGLC2,4,0.011043457972030846,2.220945939690376e-15,5.8696428406102785e-15,6.491824981714969e-12
IGLC2,5,0.012023114375487785,1.0754273939012882e-06,4.465162318712309e-06,0.0031434742723734656
IGLON5,1,-0.0014950313599440754,0.2617755681957903,0.3189537248171301,1.0
IGLON5,2,-0.0004992637391932856,0.7332495829972592,0.803030547433866,1.0
IGLON5,3,0.0016769297658415722,0.2826756941514109,0.3516004485125847,1.0
IGLON5,4,-0.0020182435575647,0.18709552331204002,0.22958867113396011,1.0
IGLON5,5,-0.0008442082373237775,0.7182974023963407,0.7719056276487146,1.0
IGSF21,1,-0.004894697442086501,7.752967439979782e-05,0.00016175534494690153,0.226619238270609
IGSF21,2,-0.008849770057329585,1.2073826634278314e-10,4.171607003781975e-10,3.529179525199551e-07
IGSF21,3,-0.0037857463704491783,0.01737015877747301,0.028980008051685848,1.0
IGSF21,4,-0.008859002638107828,9.317462049053088e-09,1.876977365222755e-08,2.7234941569382176e-05
IGSF21,5,-0.014529000488416325,7.26102712268687e-09,3.5670558453132306e-08,2.122398227961372e-05
IGSF3,1,0.018509316468824703,3.78839039670533e-87,5.375468509499845e-86,1.107346512956968e-83
IGSF3,2,0.01465089489172727,9.822063276339895e-38,6.9180460136726535e-37,2.870989095674151e-34
IGSF3,3,0.019360204648655538,2.0286975025086204e-45,2.623841946828627e-44,5.929882799832698e-42
IGSF3,4,0.005088326222773129,0.0005064432219734684,0.0008036555579959003,1.0
IGSF3,5,0.0014648587821442238,0.6576307482506786,0.7199455719613234,1.0
IGSF8,1,0.01415020756961734,8.783367335668544e-38,5.43936074622016e-37,2.5673782722159154e-34
IGSF8,2,0.012396044631780716,1.4450803711272336e-24,7.764650597067838e-24,4.223969924804904e-21
IGSF8,3,0.01258097664506706,2.70063414666203e-16,1.3402298150582536e-15,7.893953610693114e-13
IGSF8,4,-0.0037947884112618404,0.008458828519720936,0.012276641391829343,1.0
IGSF8,5,0.0145030925598372,8.773888629147452e-10,4.688496611151371e-09,2.5646076462998e-06
IGSF9,1,0.017936903288455423,6.017497255274311e-64,5.843569593743126e-63,1.758914447716681e-60
IGSF9,2,0.019309548458595012,2.4392620871974453e-52,2.2281134627744165e-51,7.129963080878133e-49
IGSF9,3,0.014197806762409065,7.759494149408683e-19,4.3037953318257265e-18,2.2681001398721583e-15
IGSF9,4,0.004040802330506771,0.009185835766320065,0.0132797930619443,1.0
IGSF9,5,0.006550533279043132,0.01628978062147866,0.03263538639930235,1.0
IKBKG,1,0.0035841539829518437,0.004226634116534514,0.007216385235181299,1.0
IKBKG,2,-0.0009036563248758433,0.514467794148296,0.614669542709573,1.0
IKBKG,3,0.005307636181252326,0.0019571792159501916,0.003902343006972995,1.0
IKBKG,4,-0.014887238231494258,2.224766147525512e-22,8.078250247474624e-22,6.502991449217072e-19
IKBKG,5,-0.004999345721135273,0.02531290750287761,0.0474901339094424,1.0
IKZF2,1,-0.004462620762536056,0.0009785237229279846,0.0018206396194261612,1.0
IKZF2,2,-0.003497134177406245,0.01935173898570255,0.03635291327455563,1.0
IKZF2,3,-0.0034705843675479314,0.032680830183525605,0.051775645867992055,1.0
IKZF2,4,-0.004299417458410021,0.002126570369820118,0.0032510278195524082,1.0
IKZF2,5,-0.006936389762440957,0.0032398782469979766,0.00806657931514062,1.0
IL10,1,0.002338657249326526,0.06327595146196167,0.08853786793839825,1.0
IL10,2,0.0011718651885272578,0.38365124605290957,0.4827989969554526,1.0
IL10,3,0.00025781098560756575,0.8774258191918373,0.9017987586138327,1.0
IL10,4,0.0027502327360654014,0.08653681499814543,0.11167642836184508,1.0
IL10,5,-0.0017215358343271715,0.4879185959734933,0.5615114091779878,1.0
IL10RA,1,0.0007378071898423159,0.5662038458174117,0.6264246182151001,1.0
IL10RA,2,0.0031027246890068063,0.02690088884889168,0.04932954711750965,1.0
IL10RA,3,0.0007762449749591407,0.6484992536397839,0.7106837057708401,1.0
IL10RA,4,0.0017924750608037286,0.24352593900562602,0.2928121430330913,1.0
IL10RA,5,0.005760496673257032,0.014062042518377157,0.02879549058545728,1.0
IL10RB,1,0.014684261069422088,4.890932652773546e-48,3.5740490360142687e-47,1.4296196144057076e-44
IL10RB,2,0.02237563591729444,5.654772095451852e-84,8.305979314073247e-83,1.6528898835005763e-80
IL10RB,3,0.009369937005716646,1.210692904770208e-10,4.6502698562987095e-10,3.5388553606433184e-07
IL10RB,4,0.01383060831634195,1.1466255469496815e-29,6.939102430090931e-29,3.351586473733919e-26
IL10RB,5,0.02110312522418777,2.6892381404780538e-18,2.3256340487033584e-17,7.860643084617351e-15
IL11,1,0.0030376407272845536,0.024974270728988737,0.037765025008191455,1.0
IL11,2,0.004297799369695402,0.00315616363354682,0.006773470118103785,1.0
IL11,3,0.0034755693270089676,0.031139281208970884,0.0495752281992494,1.0
IL11,4,0.00667703768267997,1.0479585464626133e-05,1.82332311387513e-05,0.030631828313102186
IL11,5,0.0018913643421794028,0.38317705731938534,0.4612690450519397,1.0
IL12A_IL12B,1,0.004118021982589822,0.0002658256685911541,0.0005257161226603135,0.7770084292919434
IL12A_IL12B,2,0.007883913374925196,6.214272231344964e-10,2.085455537568465e-09,1.816431773222133e-06
IL12A_IL12B,3,0.0020583488390486654,0.18092884817022686,0.23694221469604532,1.0
IL12A_IL12B,4,0.01295489838123081,1.1906387156468373e-17,3.432186356839946e-17,3.4802369658357055e-14
IL12A_IL12B,5,0.025878372769250972,5.370088556840473e-21,5.3209385937778655e-20,1.5696768851644704e-17
IL12B,1,0.003990491952821809,0.0005233621465304969,0.0010044567001369943,1.0
IL12B,2,0.00827395602595108,5.767899047997719e-11,2.0191100499757288e-10,1.6859568917297333e-07
IL12B,3,0.0010751997574452365,0.499575609210005,0.5706367744122096,1.0
IL12B,4,0.013713183238360554,1.6705764501702468e-19,5.172770088821643e-19,4.883094963847631e-16
IL12B,5,0.026436647678837306,2.1587317005584352e-23,2.358033145465251e-22,6.309972760732306e-20
IL12RB1,1,0.009448698649854446,4.8846215744241223e-14,1.6339923248606148e-13,1.427774886204171e-10
IL12RB1,2,0.012632854176863235,5.657808480383975e-21,2.75629569802706e-20,1.653777418816236e-17
IL12RB1,3,0.010165039567607346,4.057121199082826e-10,1.5011348436606454e-09,1.18589652649191e-06
IL12RB1,4,0.013745231739717473,3.450490620996093e-21,1.1741308597405796e-20,1.008578408517158e-17
IL12RB1,5,0.019159831080233974,2.4949767547222203e-15,1.8844488511764988e-14,7.29281705405305e-12
IL12RB2,1,-0.0012333114038185497,0.34999831353490996,0.41301779187022275,1.0
IL12RB2,2,9.112061406702062e-05,0.9518845130749064,0.9637542195074303,1.0
IL12RB2,3,-0.002780909513638685,0.09205630788116302,0.1311308908073292,1.0
IL12RB2,4,-0.0029147540269459757,0.05262963318976848,0.06995744329863268,1.0
IL12RB2,5,-0.0012856550393781662,0.5347109515409472,0.6069748005258985,1.0
IL13,1,-0.00303928824389916,0.020624653933960856,0.0317294018152461,1.0
IL13,2,-0.0009005844256997512,0.5568013851136919,0.6520554682240871,1.0
IL13,3,-0.0022244129986010537,0.18218598014349416,0.2384816927718018,1.0
IL13,4,-0.0018736983003311506,0.19043181847799864,0.23329094945984497,1.0
IL13,5,-0.005952813644178882,0.007601475662497746,0.016896664153217424,1.0
