protein,subtype,beta,pvalue,qvalue,p_corrected
DKKL1,2,0.015980287615771017,3.920978639486645e-28,2.3060403547725278e-27,1.1461020563219463e-24
DKKL1,3,0.01441224177144996,3.0586246537585314e-19,1.7192999736415745e-18,8.940359862936186e-16
DKKL1,4,0.014477029539068615,2.7343975759842834e-22,9.85529483921339e-22,7.99264411460206e-19
DKKL1,5,0.016583323633667536,4.008093455997124e-14,2.8574773589950227e-13,1.1715657171879594e-10
DLG4,1,-6.833111377210028e-05,0.9549504395457943,0.9635209302010206,1.0
DLG4,2,-0.003601029617807285,0.010690148352178123,0.021085535909997073,1.0
DLG4,3,0.0030995371070163674,0.06311970876248546,0.09365426838210407,1.0
DLG4,4,-0.01616466043595078,1.043183788579678e-23,4.1656095819923484e-23,3.049226214018399e-20
DLG4,5,-0.009039820343182044,7.356763652409883e-05,0.00025358278485842085,0.21503820155994088
DLGAP5,1,-0.0005572639297702312,0.6801836883534174,0.7269385451762482,1.0
DLGAP5,2,0.000396891548273127,0.784646360841759,0.838888556232795,1.0
DLGAP5,3,-0.001946081295158431,0.23470915831133568,0.29906489526766966,1.0
DLGAP5,4,-0.0010425712796251947,0.4910540189278533,0.5449320035406663,1.0
DLGAP5,5,-0.0031919607128614884,0.1381568921801141,0.19660788502554696,1.0
DLK1,1,0.02618236855309467,4.927149541695839e-122,1.0668191192871805e-120,1.4402058110376936e-118
DLK1,2,0.028581842189138937,1.3027582574879808e-109,2.681663652561527e-108,3.8079623866373677e-106
DLK1,3,0.02568448331920596,2.6527622406844725e-66,5.538588592514795e-65,7.754024029520713e-63
DLK1,4,0.02082911949872257,9.533067973622894e-49,1.1281440359068712e-47,2.786515768689972e-45
DLK1,5,0.028216382332945576,1.6120501302205264e-30,2.243820252683142e-29,4.712022530634599e-27
DLL1,1,0.01514855607294204,4.767366838671505e-60,4.354691646699003e-59,1.393501326943681e-56
DLL1,2,0.021646610403162583,2.0328879178097946e-93,3.454727548696529e-92,5.94213138375803e-90
DLL1,3,0.013570933180297312,3.655667649690279e-23,2.348465173636195e-22,1.0685516540044685e-19
DLL1,4,0.02133345080285436,1.2082525321479271e-65,1.878575612483187e-64,3.531722151468391e-62
DLL1,5,0.026749455620966735,1.0275245661474563e-22,1.1042111422239026e-21,3.0034543068490147e-19
DLL4,1,0.002820251719484717,0.033868098366980424,0.050201040327932954,1.0
DLL4,2,0.0024956050991603797,0.08717443320042993,0.1396989409237153,1.0
DLL4,3,0.0024019339564431614,0.1238526709092576,0.17067592307701632,1.0
DLL4,4,-0.003062516324762531,0.05330137418423541,0.0707538223163125,1.0
DLL4,5,-0.0038852609957913454,0.07515663480173311,0.11881170553026818,1.0
DMD,1,0.007631684975235085,3.809233474205085e-10,1.0905376537807505e-09,1.1134389445101464e-06
DMD,2,0.010043393161987145,3.968726060740783e-13,1.494920911797076e-12,1.1600586275545308e-09
DMD,3,0.009492442497558757,1.4624594177624045e-08,4.891039906315227e-08,4.274768878119508e-05
DMD,4,-0.0029073519659334455,0.06923259799459601,0.09078819378115933,1.0
DMD,5,0.008067915539638242,0.00039807274696722166,0.0012338988752759162,1.0
DMP1,1,0.0004946747801499165,0.6628680639183286,0.7126014530464415,1.0
DMP1,2,-0.0037581970440688905,0.002515808885364016,0.005471509949344508,1.0
DMP1,3,0.000741503953324516,0.7085654923402305,0.7617274491027928,1.0
DMP1,4,0.0012040266448188643,0.41424433892447177,0.4705931607758379,1.0
DMP1,5,-0.0003778924942778271,0.8715181284342627,0.8966957984753307,1.0
DNAJA1,1,-0.0012889748617122502,0.331031405753366,0.3941549232790275,1.0
DNAJA1,2,-0.003357872585600532,0.019143095467965023,0.036053652095916086,1.0
DNAJA1,3,-0.000983138190342321,0.5633011603860558,0.6323077157482493,1.0
DNAJA1,4,-0.001396572707479,0.3536940188106583,0.40976917042550703,1.0
DNAJA1,5,0.0011203741923999193,0.6160189365371729,0.6792241989808209,1.0
DNAJA2,1,0.005241189431333323,1.834184541931902e-05,4.0616071333840526e-05,0.0536132141606695
DNAJA2,2,0.000648186053719797,0.6362291144923116,0.7202547256626749,1.0
DNAJA2,3,0.00633219582545571,0.00019364449509087295,0.00045065514263584525,0.5660228591506217
DNAJA2,4,-0.017287408372719398,4.590619561699567e-30,2.8489131589910475e-29,1.3418380978847834e-26
DNAJA2,5,-0.004639167795822508,0.039171810762731255,0.06935142511172833,1.0
DNAJA4,1,0.0038497935442530183,0.0034373984487622174,0.005938248029392412,1.0
DNAJA4,2,0.0036717022836591814,0.00896240195508784,0.017967833274843456,1.0
DNAJA4,3,0.0019484014245799179,0.2584327624611745,0.32532255153919604,1.0
DNAJA4,4,0.00531225604064181,0.0004828775614047749,0.0007679276996660266,1.0
DNAJA4,5,0.0015178708116983923,0.5008489529748462,0.5738853349845062,1.0
DNAJB1,1,0.007250455718251373,1.438609800009879e-09,4.0086334084164696e-09,4.2050564454288766e-06
DNAJB1,2,0.000771688868587326,0.5726951388503736,0.6648085348926299,1.0
DNAJB1,3,0.006902248839089374,4.531188149284183e-05,0.00011467240658318326,0.13244662960357667
DNAJB1,4,-0.015167964886486324,6.631819431877417e-23,2.4916205911796517e-22,1.938480819937769e-19
DNAJB1,5,-0.004991720430758487,0.027373275577010837,0.05067263110297826,1.0
DNAJB14,1,0.001927541460539663,0.10778227059080747,0.1426845910040445,1.0
DNAJB14,2,-0.001172874959024385,0.39083995111744063,0.49031123481385364,1.0
DNAJB14,3,0.0023298475617370964,0.16119065848579048,0.2151416871022674,1.0
DNAJB14,4,-0.018180245613721047,4.1439859011310044e-30,2.599328495494834e-29,1.2112870789005925e-26
DNAJB14,5,-0.007643681152120902,0.0010247367636695148,0.0029539502566134045,1.0
DNAJB2,1,0.0025906674228005815,0.03937752127389858,0.057263927703286345,1.0
DNAJB2,2,-0.00014592190777129756,0.9164843897701229,0.9377851439068308,1.0
DNAJB2,3,0.002391477385063749,0.15148399899971698,0.20404964473556347,1.0
DNAJB2,4,-0.012669061080850124,6.829745683397219e-16,1.8518874427244967e-15,1.9963346632570073e-12
DNAJB2,5,-0.0039956194104489124,0.08062640226111778,0.1259599004859686,1.0
DNAJB6,1,0.003928684910955269,0.0012502540891042794,0.0022984230833030246,1.0
DNAJB6,2,3.4198671712164996e-06,0.9980302868411473,0.9980302868411473,1.0
DNAJB6,3,0.0055422647300334416,0.0007135253035717552,0.0015179290118924604,1.0
DNAJB6,4,-0.018192000938304878,3.471299489615867e-30,2.2009996546957004e-29,1.0146608408147179e-26
DNAJB6,5,-0.004216493296911515,0.0670749750700665,0.10826071348967663,1.0
DNAJB8,1,4.293718782848047e-05,0.9746667375658973,0.9790209188677381,1.0
DNAJB8,2,-0.002877379685837598,0.0449320941065041,0.07831634530310762,1.0
DNAJB8,3,-0.0005143854139010855,0.7516426117246486,0.7974778054704711,1.0
DNAJB8,4,-0.010021686952705446,3.700999684546572e-11,8.170711539221775e-11,1.081802207792963e-07
DNAJB8,5,-0.007891323918468413,0.00025941302210052557,0.0008277994144103016,0.7582642635998362
DNAJC21,1,0.0014808790885972795,0.22543218946606516,0.2789747204950501,1.0
DNAJC21,2,-0.0019059831753678168,0.1859539339418519,0.266835222833595,1.0
DNAJC21,3,0.002120604634021389,0.19120333304503587,0.24894759130986185,1.0
DNAJC21,4,-0.012014104322721549,1.7996357087574968e-13,4.4093337608534477e-13,5.260335176698164e-10
DNAJC21,5,-0.008196749631746719,0.00028852113538465485,0.0009137023604868322,0.8433472787293461
DNAJC6,1,0.00665795230215162,1.6400583340824573e-08,4.362047780275726e-08,4.7938905105230227e-05
DNAJC6,2,0.003657215368934913,0.008446204350735594,0.016979542859147278,1.0
DNAJC6,3,0.006782165183437296,2.91090706756094e-05,7.52306044074326e-05,0.08508581358480627
DNAJC6,4,-0.01477160340871795,2.273421851010913e-20,7.400013441542203e-20,6.6452120705049e-17
DNAJC6,5,-0.0040077850791772444,0.09519373621708625,0.14454612517534707,1.0
DNAJC9,1,0.007291737941394433,7.016450307345991e-09,1.891981941731765e-08,2.0509084248372333e-05
DNAJC9,2,0.004588068799672292,0.0009934262065120127,0.002263277320058155,1.0
DNAJC9,3,0.006375539644578024,0.00015520510986415426,0.00036585849688138943,0.4536645361329229
DNAJC9,4,-0.008246290807312326,5.68188203894479e-08,1.1035309767332639e-07,0.00016608141199835622
DNAJC9,5,-7.911720409861509e-05,0.9725372106025149,0.9795748678811685,1.0
DNER,1,0.0021405872861644274,0.06567541522336735,0.0912113207961989,1.0
DNER,2,-0.006110757925747119,4.582187422766823e-06,1.2564478270870003e-05,0.013393733836747423
DNER,3,0.0001950581575164206,0.9039335012303884,0.9225550363465173,1.0
DNER,4,-0.01432256541860392,3.333747621740841e-22,1.198590934606209e-21,9.744544298348478e-19
DNER,5,-0.014691131941989052,3.204709176370971e-08,1.5108653100858627e-07,9.367364922532348e-05
DNLZ,1,-0.004219202950889113,0.0022260658898696937,0.003969975958565659,1.0
DNLZ,2,0.000786254829915751,0.609248512962197,0.6972722801051299,1.0
DNLZ,3,-0.00031430286336510686,0.8400216678864492,0.8725598206226336,1.0
DNLZ,4,-0.0006034869472750945,0.6796578859248751,0.7229403204361026,1.0
DNLZ,5,-4.756844685271972e-05,0.981053618864664,0.9843697474254499,1.0
DNM1,1,0.0006419898687203831,0.6148327748912328,0.6713321632450778,1.0
DNM1,2,-0.0016218423653964545,0.24772980959478308,0.33868766765460756,1.0
DNM1,3,0.002102213767457015,0.21188203535369765,0.27259295305407494,1.0
DNM1,4,-0.014297210811415124,6.373107546519144e-21,2.126551753250623e-20,1.8628593358475456e-17
DNM1,5,-0.004247138335870223,0.06473160860819893,0.1053510534308271,1.0
DNM3,1,0.00995110251722496,1.1546035815763652e-16,4.245165118173227e-16,3.3749062689477156e-13
DNM3,2,0.011355502851052036,2.5576631452693118e-18,1.139641672808262e-17,7.476049373622198e-15
DNM3,3,0.011443638469134041,6.128801987460645e-12,2.4985339204110833e-11,1.7914488209347466e-08
DNM3,4,-0.005288337947689891,0.0009633100772722277,0.0015041428183048726,1.0
DNM3,5,0.005216140843878585,0.02628252465351424,0.048994782884070234,1.0
DNMBP,1,0.005895948569295309,3.652002468050131e-07,9.015881092998761e-07,0.0010674803214110531
DNMBP,2,0.0050050236333938555,0.0001366873337644202,0.00034061131849394736,0.39953707659340026
DNMBP,3,0.009476093754490768,3.29719466506813e-08,1.0672978965663505e-07,9.637700005994145e-05
DNMBP,4,-0.01061543084181517,5.874480430381834e-11,1.2852624474555463e-10,1.71711062980061e-07
DNMBP,5,0.003299346309566063,0.1423825078561075,0.2019330764014567,1.0
DNPEP,1,0.014163210275685114,8.53889041075919e-29,4.340726377504193e-28,2.495917667064911e-25
DNPEP,2,0.01241266928135611,1.592509169601525e-19,7.353719277638637e-19,4.654904302745258e-16
DNPEP,3,0.011100371464387488,2.4875781956602503e-11,9.759988007939479e-11,7.271191065914912e-08
DNPEP,4,0.007153908881399527,3.309957302798779e-06,5.942877884570535e-06,0.00967500519608083
DNPEP,5,0.009624411638104093,0.00013977225838490652,0.0004685255863062864,0.40855431125908176
DNPH1,1,0.003613592867081644,0.004606449182455776,0.00784196328498441,1.0
DNPH1,2,-0.00034232288486266225,0.8038939533255861,0.8538452127800467,1.0
DNPH1,3,0.001457133846038801,0.3907929044901972,0.46453341188485014,1.0
DNPH1,4,-0.0102522678931883,8.720675796292193e-12,1.9852441863366105e-11,2.549053535256208e-08
DNPH1,5,-0.009247850041245629,5.918689378409503e-05,0.00020498020205084096,0.1730032905309098
DOC2B,1,-9.378786158402175e-06,0.9942656059491557,0.9952871117086924,1.0
DOC2B,2,-0.0002345091610443927,0.8706433277296195,0.9075928840776312,1.0
DOC2B,3,0.000242923104610996,0.8715264570390537,0.8976292579017456,1.0
DOC2B,4,-0.004196790234825553,0.009087753326253582,0.013156762244992183,1.0
DOC2B,5,-0.001819248118965579,0.44841511385518085,0.525970055296426,1.0
DOCK9,1,0.003043534067367021,0.02182733240578363,0.033368876894406665,1.0
DOCK9,2,0.0031251045644438537,0.03201551646309386,0.057695039840704905,1.0
DOCK9,3,0.0011947647369126924,0.46636726900245284,0.5396641042336381,1.0
DOCK9,4,0.0004636909078103975,0.7615290029295225,0.7968064995663737,1.0
DOCK9,5,0.0005927986920376991,0.7887408159152722,0.8296952337985596,1.0
DOK1,1,0.002336643244670518,0.06719235971182097,0.09303802341906807,1.0
DOK1,2,-0.002222890889859913,0.10846462080442751,0.16936008900178504,1.0
DOK1,3,0.0038098113365067406,0.026890659904473868,0.04325888767241449,1.0
DOK1,4,-0.015086961169589687,1.1921196210956683e-23,4.734464201715541e-23,3.484565652462638e-20
DOK1,5,-0.005706416157282185,0.01121740689724929,0.02372538376314014,1.0
DOK2,1,0.00385849284689171,0.0015863153428618694,0.0028764266421744695,1.0
DOK2,2,-0.0007930362028405651,0.5611563926301832,0.6553176730555436,1.0
DOK2,3,0.004826385947550075,0.003996467183104906,0.007551178782298411,1.0
DOK2,4,-0.0183732095082126,2.716539906531631e-32,1.960603986862212e-31,7.940446146791957e-29
DOK2,5,-0.006411591131778361,0.005681519077386552,0.01319069123367823,1.0
DPEP1,1,-0.0037461422278448346,0.0033308485483235146,0.005764399234310026,1.0
DPEP1,2,-0.005911597714433561,2.734889106619086e-05,7.182462586385974e-05,0.07994080858647588
DPEP1,3,-0.00043032493889124475,0.7981119006754889,0.8385625757276973,1.0
DPEP1,4,-0.0013080764687330637,0.391298807489446,0.4488879176968802,1.0
DPEP1,5,-0.0021581774602046676,0.35178140676861147,0.42933488600611747,1.0
DPEP2,1,0.004317070649711887,0.0005466978982268882,0.001045126197852972,1.0
DPEP2,2,0.003083801891374815,0.027930387245143906,0.05102532619847227,1.0
DPEP2,3,0.004469093588732997,0.006909306809722443,0.012488559452780896,1.0
DPEP2,4,-0.000354872002823205,0.8137791536537099,0.8444005914553759,1.0
DPEP2,5,6.204071931409388e-05,0.9797315330699059,0.9837702752192837,1.0
DPP10,1,0.005766122097398682,3.836197173581749e-07,9.454641094755019e-07,0.0011213204338379453
DPP10,2,0.004272596720946353,0.000923320788221074,0.0021134429631716515,1.0
DPP10,3,0.008624221777665331,2.623893614695195e-08,8.55986722740408e-08,7.669641035754055e-05
DPP10,4,0.004982533856367641,0.00126416821432515,0.0019561480627170004,1.0
DPP10,5,0.0018084305117729597,0.5380566572148779,0.6095889957515845,1.0
DPP4,1,0.02087639516094777,1.5547733244474118e-76,1.8625419784261413e-75,4.5446024273597845e-73
DPP4,2,0.00992919555518273,4.015654454004745e-15,1.6101176912285144e-14,1.173775796905587e-11
DPP4,3,0.019531025575565658,5.016440038762652e-35,4.766579844943707e-34,1.4663054233303233e-31
DPP4,4,-0.0014554348411518112,0.3102309832989432,0.364032582971823,1.0
DPP4,5,-0.0032103394362796942,0.23786289897445506,0.31094510451803764,1.0
DPP6,1,0.014908157002710368,2.5727066728677234e-40,1.660048919380211e-39,7.5200216047923555e-37
DPP6,2,0.010738746788021196,1.0664102321943461e-16,4.498004485864464e-16,3.1171171087040736e-13
DPP6,3,0.018814766531145097,2.5628512914755726e-33,2.249613911406336e-32,7.491214324983098e-30
DPP6,4,0.01597209093645867,5.06138358550754e-27,2.4822859430266005e-26,1.479442422043854e-23
DPP6,5,0.018051058703385733,1.7205859336699773e-11,1.0348297703945152e-10,5.0292726841173436e-08
DPP7,1,0.005277650408783634,1.4309433283371456e-05,3.1928605715492185e-05,0.04182647348729477
DPP7,2,0.002804963491293141,0.03749854225497403,0.06634881296082874,1.0
DPP7,3,0.0056955126099610415,0.0004703915693248493,0.0010315188522030047,1.0
DPP7,4,-0.010238744707190394,7.063779587061987e-11,1.5385564629643957e-10,2.064742773298219e-07
DPP7,5,-0.00444132622738644,0.06642613764193728,0.10761990486586084,1.0
DPT,1,0.0394134757202789,1.3192626804254534e-277,1.2050640046511251e-275,3.8562048148836003e-274
DPT,2,0.03704705663036161,5.517125611795209e-235,4.6075880466506845e-233,1.6126558163277397e-231
DPT,3,0.045546757262755866,4.242008961303556e-177,6.199696096945148e-175,1.2399392193890295e-173
DPT,4,0.03841747580309866,1.5255696889132606e-194,1.3935125627167065e-192,4.4592402006934607e-191
DPT,5,0.04813186625474472,7.813954502874977e-112,1.9033490843252967e-109,2.284018901190356e-108
DPY30,1,0.012041239937322023,1.7225957867061587e-28,8.71132782792751e-28,5.035147484542102e-25
DPY30,2,0.011967271095866186,9.628652927275225e-21,4.675174834954399e-20,2.814455250642548e-17
DPY30,3,0.011557177084398577,2.986584987603677e-13,1.291388745379519e-12,8.729787918765549e-10
DPY30,4,-0.008743936840445613,5.091094725750464e-09,1.034858823600042e-08,1.4881269883368605e-05
DPY30,5,0.007088141462633434,0.0027036252732498323,0.006907951637857745,1.0
DRAXIN,1,0.011902559788211892,7.696247986344759e-26,3.64605070730725e-25,2.249613286408573e-22
DRAXIN,2,0.017482663562698772,5.617867366567291e-42,4.321322713809524e-41,1.642102631247619e-38
DRAXIN,3,0.015623336393267889,5.824218670112442e-23,3.692883117730731e-22,1.702419117273867e-19
DRAXIN,4,0.020137032809919245,1.9737599777362144e-46,2.152724035419013e-45,5.7693004149229545e-43
DRAXIN,5,0.027239966992737404,1.0384992742080941e-27,1.337239373793066e-26,3.0355333785102592e-24
DRG2,1,0.005365563979020921,4.047980235021124e-06,9.324071100840618e-06,0.011832246226966745
DRG2,2,-0.0006890100430743908,0.6205085117067237,0.7068380279496311,1.0
DRG2,3,0.0061584169309148225,0.00016299573089658594,0.0003820661759508586,0.4764365214107207
DRG2,4,-0.01747954669763295,1.155257062553861e-26,5.57230428027217e-26,3.3768163938449355e-23
DRG2,5,-0.004402071308386208,0.06298730981775462,0.1031289741368929,1.0
DSC2,1,0.021029115803870298,3.2764802731134957e-108,6.178807637619837e-107,9.577151838310747e-105
DSC2,2,0.027430699126747404,2.0682410568488337e-136,5.985612484325882e-135,6.0454686091691405e-133
DSC2,3,0.021359106550440318,2.0827430519576987e-51,2.9989447984592876e-50,6.087857940872353e-48
DSC2,4,0.0292297300475738,5.907944015647627e-113,1.856873156746023e-111,1.7268920357738013e-109
DSC2,5,0.03653660001259201,2.6995222587156884e-51,8.306003749711535e-50,7.890703562225958e-48
DSCAM,1,0.009641031592796835,1.0006207288255482e-14,3.436914677270361e-14,2.924814390357078e-11
DSCAM,2,0.006865476851701298,6.670083186708879e-07,1.9303616984901046e-06,0.0019496653154750054
DSCAM,3,0.003386899473859552,0.03926386815542558,0.06096606392012398,1.0
DSCAM,4,0.0031357525441314316,0.03729414545475554,0.0506555702436108,1.0
DSCAM,5,0.001930090749470162,0.44536638121968286,0.5230236771012989,1.0
DSG2,1,0.000363033080843836,0.7438405832312937,0.7843600378012523,1.0
DSG2,2,0.0015369935334780481,0.2354279929318616,0.3232296962610763,1.0
DSG2,3,0.0017453751112960778,0.2518409903913501,0.31770876776604073,1.0
DSG2,4,0.011251995798293902,5.3202743563014e-16,1.446619715671534e-15,1.5551161943468992e-12
DSG2,5,0.011486307235073033,6.025698067125131e-06,2.3673542271783275e-05,0.01761311545020676
DSG3,1,-0.018919588132469262,8.036741352335225e-61,7.481335978622886e-60,2.3491394972875862e-57
DSG3,2,-0.014858832077593804,4.13611902989605e-31,2.5777987045599472e-30,1.2089875924386153e-27
DSG3,3,-0.01921846170867031,3.0659643130560284e-37,3.048235947980534e-36,8.96181368706277e-34
DSG3,4,-0.01470988479209702,1.433344067593968e-26,6.845857368590145e-26,4.1896647095771687e-23
DSG3,5,-0.007244535266315636,0.0037806806605825095,0.00922448211258988,1.0
DSG4,1,-0.02013091524963992,5.702141447045304e-59,5.066066702040554e-58,1.6667359449713423e-55
DSG4,2,-0.02215983363474426,1.3879931803427241e-56,1.403842237419302e-55,4.0571040661417827e-53
DSG4,3,-0.01900774623364001,5.379539253771604e-32,4.544622323345201e-31,1.5724393238774398e-28
DSG4,4,-0.019083748218373255,5.430965565257092e-38,4.914771624534514e-37,1.587471234724648e-34
DSG4,5,-0.01731607184068985,1.6203560581880429e-12,1.031873803504063e-11,4.736300758083649e-09
DTD1,1,0.00106788220963302,0.38006561698267627,0.44384011124265393,1.0
DTD1,2,-0.0034077403912570066,0.014101962980463208,0.027225916639295876,1.0
DTD1,3,0.0026964269614026416,0.10241504652649068,0.1442694848177987,1.0
DTD1,4,-0.017879729206040064,1.670536790411918e-28,9.265614873575021e-28,4.882979038374037e-25
DTD1,5,-0.008379408978770026,0.00031652349088445925,0.0009937681674063096,0.9251981638552744
DTNB,1,0.023927602602758526,2.5458164046667013e-95,3.9165375530740885e-94,7.441421350840768e-92
DTNB,2,0.02292719332493183,6.468482315217432e-71,7.780812266411751e-70,1.890737380738055e-67
DTNB,3,0.024105966700490047,1.3110114055245332e-49,1.833534133180962e-48,3.8320863383482106e-46
DTNB,4,0.011002858030810742,2.3437360087349086e-14,5.962350177138502e-14,6.850740353532138e-11
DTNB,5,0.024935736080820035,8.003641496140626e-22,8.179945487139528e-21,2.339464409321905e-18
DTX2,1,-0.004304086409900654,0.001767304793422789,0.003192581499141069,1.0
DTX2,2,-0.003341612656814919,0.017211338598000947,0.03266801475451738,1.0
DTX2,3,-0.005162053426073664,0.0027349900498172897,0.005276815785885107,1.0
DTX2,4,-0.0021234017080233782,0.13883213385599968,0.17431543267228825,1.0
DTX2,5,-0.004262667141290151,0.05590855355474496,0.09359719475402033,1.0
DTX3,1,0.03865617443859931,7.350183544639906e-281,6.930511774510465e-279,2.1484586500982445e-277
DTX3,2,0.03955623882927656,1.7668300301746314e-224,1.3242164559488327e-222,5.164444178200447e-221
DTX3,3,0.04077399495059577,3.8969577195320166e-175,5.424194006758135e-173,1.1390807414192085e-171
DTX3,4,0.03350826413948179,4.010706961051944e-136,1.860840705897592e-134,1.1723296447154832e-132
DTX3,5,0.05109704079511296,1.460930259323635e-95,2.1351495740014925e-93,4.270299148002985e-92
DTYMK,1,0.008054443718423709,1.825138336610233e-11,5.5226494388319995e-11,5.3348793579117115e-08
DTYMK,2,0.0025754939954024756,0.059479304223468234,0.10049595736716627,1.0
DTYMK,3,0.006749671776634804,3.9226932419884616e-05,9.992339566942057e-05,0.11466032346332274
DTYMK,4,-0.01642452099555386,9.161556737189552e-26,4.126229636795849e-25,2.677923034280506e-22
DTYMK,5,-0.005219490718156034,0.025699859825167686,0.04806186197630528,1.0
DUOX2,1,-0.004227996068204542,0.001264450033232693,0.0023216001552381666,1.0
DUOX2,2,-0.0007985600662005,0.5765084703540018,0.6676220731751341,1.0
DUOX2,3,-0.004137687118345291,0.013436059266280597,0.02310211837372834,1.0
DUOX2,4,-0.005237465116674099,0.0007540746567353241,0.001184395605393526,1.0
DUOX2,5,-0.005654087875845876,0.01067017194325384,0.022779241787968914,1.0
DUSP13,1,-0.003964087935709479,0.0016723104448695494,0.003030479498049407,1.0
DUSP13,2,-0.005550387914468943,8.15762968971469e-05,0.00020698569082496562,0.2384475158303604
DUSP13,3,-0.005774338613274679,0.0003585102056881004,0.0008011661553718023,1.0
DUSP13,4,-0.007433823760468677,1.1423616196592604e-06,2.0934940528301054e-06,0.003339123014264018
DUSP13,5,-0.0006917430752950229,0.7720646570046217,0.8158875605294682,1.0
DUSP29,1,0.006461664759733238,5.287188731422433e-07,1.2846594066457e-06,0.001545445266194777
DUSP29,2,0.00754792156150498,7.680234460312013e-08,2.3581224083500012e-07,0.00022449325327492014
DUSP29,3,0.005606802450688555,0.0006090937646808976,0.0013110317188234637,1.0
DUSP29,4,0.009095313563556258,1.193530064942962e-08,2.3797328648214724e-08,3.488688379828278e-05
DUSP29,5,0.011442373046972053,6.872539914539781e-07,2.9198305479941545e-06,0.002008843417019978
DUSP3,1,0.0014351053033584342,0.2768218539015599,0.335329581000522,1.0
DUSP3,2,-0.0012243350564135232,0.3667345425904919,0.46613359700328433,1.0
DUSP3,3,0.0016021894136439025,0.3516273729703612,0.4236848839702695,1.0
DUSP3,4,-0.009584871081591097,4.97762015745401e-10,1.049753515168692e-09,1.4549583720238072e-06
DUSP3,5,-0.0020630176937178656,0.36915789606458027,0.44681098558872384,1.0
DUT,1,-0.0016828761214454663,0.15777829521482295,0.20334477818030314,1.0
DUT,2,-0.002062533993322355,0.13009214356269727,0.19794863905974186,1.0
DUT,3,-0.0007726414669305168,0.6359818691160234,0.7007822311170211,1.0
DUT,4,-0.015737251997379936,1.5668165460922794e-23,6.168935216048966e-23,4.579804764227733e-20
DUT,5,-0.007476509946169119,0.0018985212446206174,0.0050540779581293846,1.0
DXO,1,0.004135806430751864,0.0005715181398130071,0.0010904357197607179,1.0
DXO,2,0.00018932372060119493,0.8872416990117146,0.9196480447557595,1.0
DXO,3,0.006227222217085918,0.0002163713571164986,0.000501947203850417,0.6324534768515254
DXO,4,-0.01608359625208773,5.69256161633303e-23,2.1581527372946104e-22,1.6639357604541447e-19
DXO,5,-0.007372093228023235,0.0016627138290772133,0.004508453174761312,1.0
DYNC1H1,1,-0.0019008185564470036,0.149690761170375,0.19386180545015777,1.0
DYNC1H1,2,-0.0012128096016950241,0.37874141415172513,0.47800567943242334,1.0
DYNC1H1,3,0.001492882526538594,0.3863781650356266,0.45984665162831295,1.0
DYNC1H1,4,-0.003783787361796204,0.016541520151363648,0.02343716112575664,1.0
DYNC1H1,5,-0.003873148277560076,0.06384658504973514,0.10423977442526956,1.0
DYNLT1,1,0.005856336742195148,8.781990998811868e-07,2.0937813776123238e-06,0.0025669759689527093
DYNLT1,2,0.0036053618341558734,0.010582376396280072,0.020942644689456096,1.0
DYNLT1,3,0.006119919848194094,0.00017638767745777422,0.00041213523677783697,0.515581181209074
DYNLT1,4,-0.00786464191922964,1.8141794825829122e-06,3.289607089075591e-06,0.005302846627589852
DYNLT1,5,-0.0010757803187793175,0.6453274459984519,0.7078019229468949,1.0
DYNLT3,1,0.0037124989854988443,0.002487508390058539,0.004412006689406014,1.0
DYNLT3,2,-0.0014416602664562273,0.2948064904031383,0.3932995761973406,1.0
DYNLT3,3,0.005285540504497171,0.0015798110200564445,0.003209025442407913,1.0
DYNLT3,4,-0.015379484606773542,1.9316492323330417e-20,6.311879293555716e-20,5.646210706109481e-17
DYNLT3,5,-0.005653766674228838,0.011867011483741823,0.02495487378919234,1.0
EBAG9,1,0.002653685204093579,0.026808754282608756,0.04035117856234057,1.0
EBAG9,2,-0.0018568034916213935,0.17230442836806256,0.2508196434859795,1.0
EBAG9,3,0.0036012745720396134,0.03308113149891773,0.052324755071069554,1.0
EBAG9,4,-0.01830835625480782,2.327582828272886e-31,1.5859031718045794e-30,6.8035246070416455e-28
EBAG9,5,-0.006065032570672052,0.008268550637493448,0.018192427017835567,1.0
EBI3_IL27,1,0.01650137704599393,8.703522897914287e-44,6.071693897518725e-43,2.544039743060346e-40
EBI3_IL27,2,0.022122008632641202,4.0206448481564375e-65,4.572896844809832e-64,1.1752344891161268e-61
EBI3_IL27,3,0.021656848602768272,5.134292435982945e-41,5.6419311242023115e-40,1.5007536790378149e-37
EBI3_IL27,4,0.036594402298497926,1.6874553449809385e-135,7.588356882121974e-134,4.932431973379283e-132
EBI3_IL27,5,0.028534825627641352,7.393575202601832e-26,8.967394322491767e-25,2.1611420317205155e-22
ECE1,1,0.006222806897022967,4.547664428738856e-07,1.1095845680470513e-06,0.0013292823125203676
ECE1,2,0.0032930153871001096,0.016610335113884902,0.0316919122309958,1.0
ECE1,3,0.00868756379914636,1.7697787567798882e-07,5.451067761925831e-07,0.0005173063306067613
ECE1,4,0.0043355437834702495,0.003918791077423083,0.005865144044704389,1.0
ECE1,5,0.003414875959768894,0.17833443471520521,0.24447129878948143,1.0
ECHDC3,1,0.0020091221720104006,0.0928384475181176,0.12493866578980559,1.0
ECHDC3,2,0.0006922762926053573,0.6088591424076109,0.6970995978290038,1.0
