"Description",".sign","p.adjust","GeneRatio","subtype"
"autophagy","activated",0.000890497762994629,0.605263157894737,4
"process utilizing autophagic mechanism","activated",0.000890497762994629,0.605263157894737,4
"nucleotide metabolic process","activated",0.000890497762994629,0.587155963302752,4
"mitotic cell cycle process","activated",0.000890497762994629,0.546153846153846,4
"nucleobase-containing small molecule metabolic process","activated",0.000890497762994629,0.546762589928058,4
"protein localization","activated",0.000890497762994629,0.462450592885375,4
"intrinsic apoptotic signaling pathway","activated",0.000924161094249844,0.604395604395604,4
"regulation of molecular function","activated",0.00116064248953875,0.460154241645244,4
"regulation of catabolic process","activated",0.00131171574814661,0.486111111111111,4
"intracellular transport","activated",0.00143570979160685,0.48,4
"cellular macromolecule localization","activated",0.00147853719648741,0.463510848126233,4
"collagen-activated signaling pathway","suppressed",0.0015540647726156,0.5,4
"nucleoside phosphate metabolic process","activated",0.0015540647726156,0.552238805970149,4
"macroautophagy","activated",0.00173656794670168,0.605633802816901,4
"cell cycle process","activated",0.00173656794670168,0.487562189054726,4
"establishment of localization in cell","activated",0.00173656794670168,0.437142857142857,4
"macromolecule localization","activated",0.00173656794670168,0.453020134228188,4
"nucleic acid metabolic process","activated",0.0024060048880168,0.482112436115843,4
"mitotic cytokinesis","activated",0.00361423125803157,0.736842105263158,4
"regulation of primary metabolic process","activated",0.00443840971632545,0.401442307692308,4
"collagen-activated tyrosine kinase receptor signaling pathway","suppressed",0.00467317041655772,0.484848484848485,4
"mitochondrion organization","activated",0.00467317041655772,0.547945205479452,4
"cellular response to stress","activated",0.00467317041655772,0.476964769647696,4
"nucleobase-containing compound biosynthetic process","activated",0.00479834518775206,0.466666666666667,4
"small molecule metabolic process","activated",0.00492956626337571,0.471052631578947,4
"intracellular receptor signaling pathway","activated",0.00533857268797034,0.579710144927536,4
"purine-containing compound metabolic process","activated",0.00533857268797034,0.605504587155963,4
"macromolecule catabolic process","activated",0.00533857268797034,0.464150943396226,4
"protein-containing complex organization","activated",0.00533857268797034,0.458860759493671,4
"synaptic membrane adhesion","suppressed",0.00556837361307269,0.777777777777778,4
"regulation of intrinsic apoptotic signaling pathway","activated",0.00592258606737755,0.5,4
"fibroblast growth factor receptor signaling pathway","suppressed",0.00685859792385706,0.5,4
"vascular endothelial growth factor receptor-1 signaling pathway","suppressed",0.00688651310484416,0.466666666666667,4
"cytokinesis","activated",0.00688651310484416,0.727272727272727,4
"regulation of innate immune response","activated",0.00688651310484416,0.485294117647059,4
"cellular process","activated",0.00690689286727099,0.44722118612458,4
"establishment of protein localization","activated",0.00692976841529654,0.463855421686747,4
"RNA metabolic process","activated",0.00692976841529654,0.486486486486487,4
"insulin-like growth factor receptor signaling pathway","suppressed",0.00791050949533223,0.387755102040816,4
"purine nucleotide metabolic process","activated",0.00791050949533223,0.608695652173913,4
"regulation of catalytic activity","activated",0.00845394854023136,0.470588235294118,4
"platelet-derived growth factor receptor-alpha signaling pathway","suppressed",0.00881962440168172,0.454545454545455,4
"DNA conformation change","activated",0.00881962440168172,0.6,4
"chromosome organization","activated",0.00945368983341391,0.527027027027027,4
"protein-containing complex assembly","activated",0.00945368983341391,0.485815602836879,4
"protein metabolic process","activated",0.00945368983341391,0.401129943502825,4
"cell division","activated",0.00955206001572839,0.48780487804878,4
"endomembrane system organization","activated",0.0108282242075546,0.5,4
"oxoacid metabolic process","activated",0.0111574775189465,0.430769230769231,4
"modification-dependent protein catabolic process","activated",0.01427356668263,0.487179487179487,4
"modification-dependent macromolecule catabolic process","activated",0.01427356668263,0.487179487179487,4
"organic acid metabolic process","activated",0.0146668569240443,0.434343434343434,4
"homophilic cell adhesion via plasma membrane adhesion molecules","suppressed",0.0150218134100385,0.39344262295082,4
"nucleic acid biosynthetic process","activated",0.0151559260283832,0.465069860279441,4
"negative regulation of intracellular signal transduction","activated",0.0153889984979902,0.445859872611465,4
"post-translational protein modification","activated",0.0154298153984842,0.5,4
"mitotic nuclear division","activated",0.0164059595892807,0.60377358490566,4
"regulation of protein metabolic process","activated",0.0173930091766901,0.426636568848758,4
"protein folding","activated",0.0191356084884038,0.449275362318841,4
"positive regulation of defense response","activated",0.0192859618743919,0.447204968944099,4
"mitotic cytokinetic process","activated",0.0194838342598919,0.909090909090909,4
"monocarboxylic acid metabolic process","activated",0.0194838342598919,0.4609375,4
"post-Golgi vesicle-mediated transport","activated",0.0210462264045987,0.736842105263158,4
"protein modification by small protein conjugation or removal","activated",0.0210462264045987,0.510869565217391,4
"organelle fission","activated",0.0212022181959728,0.538461538461538,4
"negative regulation of catalytic activity","activated",0.0218925832780499,0.533333333333333,4
"localization","activated",0.0218925832780499,0.428716904276986,4
"biosynthetic process","activated",0.0218925832780499,0.407622203811102,4
"phosphorus metabolic process","activated",0.0219968435160792,0.444444444444444,4
"phosphate-containing compound metabolic process","activated",0.0219968435160792,0.444444444444444,4
"response to stem cell factor","suppressed",0.0220290802424295,0.451612903225806,4
"cellular response to stem cell factor stimulus","suppressed",0.0220290802424295,0.451612903225806,4
"Kit signaling pathway","suppressed",0.0220290802424295,0.451612903225806,4
"organophosphate metabolic process","activated",0.0220290802424295,0.50761421319797,4
"negative regulation of metabolic process","activated",0.0250048010659014,0.458413926499033,4
"cellular response to chemical stress","activated",0.0261803362853551,0.5625,4
"protein localization to organelle","activated",0.0261803362853551,0.49438202247191,4
"negative regulation of intrinsic apoptotic signaling pathway","activated",0.0262602695721191,0.457142857142857,4
"transcription by RNA polymerase II","activated",0.0266155951641346,0.466442953020134,4
"hepatocyte growth factor receptor signaling pathway","suppressed",0.0269050312576645,0.470588235294118,4
"cellular response to macrophage colony-stimulating factor stimulus","suppressed",0.0269050312576645,0.4,4
"response to macrophage colony-stimulating factor","suppressed",0.0269050312576645,0.394736842105263,4
"muscle cell development","suppressed",0.0269050312576645,0.391304347826087,4
"cytokinetic process","activated",0.0269050312576645,0.866666666666667,4
"small molecule catabolic process","activated",0.0269050312576645,0.593406593406593,4
"regulation of response to biotic stimulus","activated",0.0269050312576645,0.445121951219512,4
"RNA biosynthetic process","activated",0.0269050312576645,0.460905349794239,4
"protein catabolic process","activated",0.0269501341073881,0.480392156862745,4
"carboxylic acid metabolic process","activated",0.0282170312230871,0.421875,4
"negative regulation of response to endoplasmic reticulum stress","activated",0.028582554741437,0.692307692307692,4
"cytoskeleton-dependent cytokinesis","activated",0.0296808640219117,0.608695652173913,4
"positive regulation of mitotic metaphase/anaphase transition","activated",0.0296808640219117,0.5,4
"positive regulation of mitotic sister chromatid separation","activated",0.0296808640219117,0.5,4
"positive regulation of metaphase/anaphase transition of cell cycle","activated",0.0296808640219117,0.5,4
"positive regulation of chromosome separation","activated",0.0296808640219117,0.5,4
"regulation of nucleobase-containing compound metabolic process","activated",0.0296808640219117,0.459081836327345,4
"negative regulation of macromolecule metabolic process","activated",0.0300845463781694,0.455128205128205,4
"negative regulation of protein metabolic process","activated",0.0315063827229402,0.491428571428571,4
"macrophage colony-stimulating factor signaling pathway","suppressed",0.0318145655596892,0.424242424242424,4
"purine ribonucleotide metabolic process","activated",0.0318145655596892,0.594202898550725,4
"immune response-activating signaling pathway","activated",0.0318145655596892,0.459459459459459,4
"ubiquitin-dependent protein catabolic process","activated",0.0325291224741425,0.480519480519481,4
"nucleobase-containing compound catabolic process","activated",0.0325291224741425,0.602040816326531,4
"platelet activation","activated",0.0337326135524213,0.474576271186441,4
"Golgi vesicle transport","activated",0.0352443088371292,0.447368421052632,4
"negative regulation of protein modification process","activated",0.0352443088371292,0.478260869565217,4
"defense response to symbiont","activated",0.0352443088371292,0.536986301369863,4
"vascular endothelial growth factor signaling pathway","suppressed",0.036601842849221,0.408163265306122,4
"midbody abscission","activated",0.0372298029682055,1,4
"nuclear receptor-mediated signaling pathway","activated",0.0372298029682055,0.5,4
"regulation of protein modification by small protein conjugation or removal","activated",0.0372298029682055,0.5,4
"amino acid metabolic process","activated",0.0372298029682055,0.590909090909091,4
"regulation of defense response","activated",0.0372298029682055,0.4,4
"regulation of response to stress","activated",0.0372298029682055,0.39907192575406,4
"regulation of metabolic process","activated",0.0372298029682055,0.377777777777778,4
"membrane organization","activated",0.0400894463576738,0.486187845303867,4
"positive regulation of catabolic process","activated",0.0408169690187404,0.532710280373832,4
"positive regulation of innate immune response","activated",0.0410158645037709,0.57,4
"brain-derived neurotrophic factor receptor signaling pathway","suppressed",0.0414001657819744,0.4375,4
"protein transport","activated",0.0414001657819744,0.452961672473868,4
"nucleoside phosphate catabolic process","activated",0.0424972486362809,0.5,4
"microtubule cytoskeleton organization","activated",0.0454353028368569,0.474226804123711,4
"regulation of cell cycle","activated",0.0457861832123262,0.460732984293194,4
"regulation of peroxisome proliferator activated receptor signaling pathway","activated",0.0488890193512031,0.666666666666667,4
"sister chromatid segregation","activated",0.0498742874791511,0.628571428571429,4
"cell adhesion","activated",1.10466666666667e-07,0.563884156729131,5
"cell-cell adhesion","activated",1.10466666666667e-07,0.587765957446808,5
"negative regulation of multicellular organismal process","activated",1.10466666666667e-07,0.376657824933687,5
"response to stimulus","activated",1.10466666666667e-07,0.415688367129136,5
"cell surface receptor signaling pathway","activated",1.10466666666667e-07,0.466111771700357,5
"signal transduction","activated",1.10466666666667e-07,0.428466617754952,5
"cell migration","activated",3.26690631620395e-07,0.550695825049702,5
"immune system process","activated",3.26690631620395e-07,0.473557692307692,5
"cellular response to stimulus","activated",3.26690631620395e-07,0.416240409207161,5
"cell communication","activated",3.26690631620395e-07,0.419753086419753,5
"signaling","activated",3.26690631620395e-07,0.419821059876118,5
"regulation of multicellular organismal process","activated",8.21555103836418e-07,0.502331002331002,5
"cell motility","activated",9.21052429751496e-07,0.541108986615679,5
"regulation of cell adhesion","activated",2.14490289883382e-06,0.542483660130719,5
"multicellular organismal process","activated",2.17228189358675e-06,0.368654822335025,5
"response to external stimulus","activated",6.29104419101418e-06,0.467105263157895,5
"immune response","activated",1.69859968782676e-05,0.483359746434231,5
"positive regulation of response to stimulus","activated",1.95005196277902e-05,0.500707213578501,5
"response to stress","activated",2.1766504546193e-05,0.431969552806851,5
"regulation of cell activation","activated",3.14514743636489e-05,0.52191235059761,5
"regulation of multicellular organismal development","activated",5.02250494163122e-05,0.345882352941176,5
"anatomical structure development","activated",5.87368575936641e-05,0.440532081377152,5
"tube morphogenesis","activated",6.16494922507623e-05,0.534883720930233,5
"adaptive immune response","activated",6.31752068116456e-05,0.527093596059113,5
"locomotion","activated",6.31752068116456e-05,0.523364485981308,5
"regulation of cellular process","activated",6.31752068116456e-05,0.356109725685786,5
"regulation of leukocyte activation","activated",6.49949706968313e-05,0.526785714285714,5
"angiogenesis","activated",6.6321646089092e-05,0.434210526315789,5
"positive regulation of cell migration","activated",6.6321646089092e-05,0.565789473684211,5
"defense response","activated",7.90854982913313e-05,0.465798045602606,5
"regulation of lymphocyte activation","activated",8.01572398211538e-05,0.378238341968912,5
"leukocyte migration","activated",0.000120561046759674,0.619565217391304,5
"positive regulation of cell motility","activated",0.000120561046759674,0.562770562770563,5
"positive regulation of cell activation","activated",0.000121254107664521,0.409090909090909,5
"regulation of locomotion","activated",0.000121254107664521,0.5,5
"regulation of biological process","activated",0.000121254107664521,0.353846153846154,5
"developmental process","activated",0.000121254107664521,0.433482810164425,5
"positive regulation of locomotion","activated",0.000124003420951345,0.563025210084034,5
"blood vessel development","activated",0.00012950569878016,0.567669172932331,5
"regulation of lymphocyte mediated immunity","activated",0.000129660639240057,0.548780487804878,5
"vasculature development","activated",0.000129660639240057,0.6,5
"anatomical structure formation involved in morphogenesis","activated",0.000129660639240057,0.505494505494505,5
"regulation of mononuclear cell proliferation","activated",0.000135844829633532,0.421487603305785,5
"regulation of immune effector process","activated",0.000137912917216046,0.431952662721893,5
"positive regulation of leukocyte migration","activated",0.000144930009771879,0.626666666666667,5
"regulation of cell motility","activated",0.000146710691099862,0.504132231404959,5
"regulation of cell migration","activated",0.000147686544756639,0.511299435028249,5
"tube development","activated",0.000147686544756639,0.519886363636364,5
"positive regulation of leukocyte activation","activated",0.00014930195749218,0.409722222222222,5
"cell activation","activated",0.000178073832865026,0.486873508353222,5
"positive regulation of cell-cell adhesion","activated",0.000203493526000331,0.415384615384615,5
"regulation of cell-cell adhesion","activated",0.000206123737619196,0.540816326530612,5
"blood vessel morphogenesis","activated",0.000217214817047494,0.556,5
"positive regulation of multicellular organismal process","activated",0.000221635310045364,0.348148148148148,5
"regulation of leukocyte migration","activated",0.0002217503211408,0.684684684684685,5
"regulation of adaptive immune response","activated",0.000233862682256958,0.511627906976744,5
"leukocyte activation","activated",0.000233862682256958,0.501385041551247,5
"anatomical structure morphogenesis","activated",0.000233862682256958,0.477037037037037,5
"response to endogenous stimulus","activated",0.000272400304778562,0.474725274725275,5
"response to chemical","activated",0.000317252215450137,0.429936305732484,5
"positive regulation of lymphocyte activation","activated",0.000345455078882817,0.409448818897638,5
"chemotaxis","activated",0.000345455078882817,0.621212121212121,5
"taxis","activated",0.000345455078882817,0.621212121212121,5
"positive regulation of cell adhesion","activated",0.000345455078882817,0.552763819095477,5
"response to cytokine","activated",0.000345455078882817,0.484679665738162,5
"regulation of production of molecular mediator of immune response","activated",0.000350582881542525,0.448717948717949,5
"lymphocyte activation","activated",0.000379542333504454,0.53169014084507,5
"response to peptide","activated",0.000380698680889839,0.484764542936288,5
"leukocyte cell-cell adhesion","activated",0.000395101933263041,0.578651685393258,5
"regulation of alpha-beta T cell activation","activated",0.000429158504989916,0.531914893617021,5
"regulation of lymphocyte proliferation","activated",0.000442050868033066,0.415254237288136,5
"regulation of developmental process","activated",0.000486819761548651,0.506430868167203,5
"multicellular organism development","activated",0.000580573429525415,0.468105065666041,5
"regulation of response to stimulus","activated",0.000597494215846327,0.439138576779026,5
"negative regulation of immune system process","activated",0.000636147419810877,0.5,5
"negative regulation of response to stimulus","activated",0.000636147419810877,0.324267782426778,5
"regulation of leukocyte mediated immunity","activated",0.000675723285426091,0.477064220183486,5
"cytokine-mediated signaling pathway","activated",0.000702478389052627,0.385593220338983,5
"regulation of cell population proliferation","activated",0.000728556189882309,0.298892988929889,5
"system development","activated",0.000730960181692077,0.439232409381663,5
"regulation of leukocyte proliferation","activated",0.000790149056600676,0.395522388059701,5
"symbiont entry into host","activated",0.000802973518857041,0.534246575342466,5
"biological process involved in interaction with host","activated",0.000848773728704056,0.5125,5
"enzyme-linked receptor protein signaling pathway","activated",0.000948297779971464,0.492401215805471,5
"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","activated",0.00100214465830402,0.506172839506173,5
"production of molecular mediator of immune response","activated",0.00103332348335929,0.415730337078652,5
"positive regulation of T cell activation","activated",0.00105022725832368,0.424528301886792,5
"T cell activation","activated",0.00105022725832368,0.543269230769231,5
"regulation of immune system process","activated",0.00105022725832368,0.464351005484461,5
"cell-cell adhesion via plasma-membrane adhesion molecules","activated",0.00105912290743777,0.705882352941177,5
"positive regulation of leukocyte cell-cell adhesion","activated",0.00114917863518613,0.417391304347826,5
"regulation of cell differentiation","activated",0.00115680540644797,0.462871287128713,5
"symbiont entry into host cell","activated",0.00121095182421227,0.527777777777778,5
"positive regulation of biological process","activated",0.00121095182421227,0.3644128113879,5
"negative regulation of immune effector process","activated",0.0012628422521925,0.529411764705882,5
"lymphocyte mediated immunity","activated",0.0012628422521925,0.553846153846154,5
"positive regulation of Notch signaling pathway","activated",0.00140130347639505,0.6,5
"mononuclear cell proliferation","activated",0.00140130347639505,0.383458646616541,5
"cell population proliferation","activated",0.00140130347639505,0.295492487479132,5
"biological regulation","activated",0.00140130347639505,0.346460384435068,5
"positive regulation of adaptive immune response","activated",0.00143855356915303,0.568627450980392,5
"positive regulation of interleukin-10 production","activated",0.00151038436075707,0.571428571428571,5
"regulation of T cell activation","activated",0.00151038436075707,0.562091503267974,5
"regulation of leukocyte cell-cell adhesion","activated",0.00151038436075707,0.564102564102564,5
"cell differentiation","activated",0.00151038436075707,0.44290288153682,5
"cellular developmental process","activated",0.00151038436075707,0.44290288153682,5
"cell chemotaxis","activated",0.00154816176014732,0.619718309859155,5
"positive regulation of signal transduction","activated",0.00155096448278862,0.474468085106383,5
"regulation of response to external stimulus","activated",0.00157069611348171,0.487623762376238,5
"positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","activated",0.00164218745824785,0.583333333333333,5
"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","activated",0.00164430245536658,0.548148148148148,5
"circulatory system development","activated",0.00164430245536658,0.448979591836735,5
"regulation of alpha-beta T cell proliferation","activated",0.00173845971086241,0.631578947368421,5
"interleukin-10 production","activated",0.00173845971086241,0.612903225806452,5
"regulation of interleukin-10 production","activated",0.00173845971086241,0.612903225806452,5
"negative regulation of cell activation","activated",0.00173845971086241,0.403846153846154,5
"extracellular matrix organization","activated",0.00173845971086241,0.556451612903226,5
"extracellular structure organization","activated",0.00173845971086241,0.556451612903226,5
"external encapsulating structure organization","activated",0.00173845971086241,0.556451612903226,5
"lymphocyte differentiation","activated",0.00203052535343859,0.392592592592593,5
"tumor necrosis factor-mediated signaling pathway","activated",0.00203178916761131,0.333333333333333,5
"negative regulation of lymphocyte activation","activated",0.00203178916761131,0.428571428571429,5
"regulation of vasculature development","activated",0.00205502394959665,0.442748091603053,5
"response to growth factor","activated",0.00205502394959665,0.507575757575758,5
"response to tumor necrosis factor","activated",0.00209810340965937,0.511904761904762,5
"inflammatory response","activated",0.00219954642428659,0.517857142857143,5
"positive regulation of cell communication","activated",0.00229939200583343,0.467961165048544,5
"cellular response to vascular endothelial growth factor stimulus","activated",0.0023104903924037,0.525423728813559,5
"cellular extravasation","activated",0.00240792804746571,0.720930232558139,5
"positive regulation of MAPK cascade","activated",0.00253248203741104,0.323699421965318,5
"regulation of chemotaxis","activated",0.00254154698944644,0.647058823529412,5
"negative regulation of leukocyte activation","activated",0.00260683810922736,0.417582417582418,5
"lymphocyte proliferation","activated",0.0027830269533052,0.3828125,5
"positive regulation of immune system process","activated",0.00281778040850144,0.477922077922078,5
"positive regulation of mononuclear cell migration","activated",0.00285229048513582,0.545454545454545,5
"biological process involved in interspecies interaction between organisms","activated",0.00288629309418483,0.444639718804921,5
"alpha-beta T cell activation","activated",0.00302894760336685,0.457142857142857,5
"positive regulation of fibrinolysis","suppressed",0.00317653085789336,0.75,5
"cellular response to growth factor stimulus","activated",0.00330809954832426,0.509727626459144,5
"regulation of lymphocyte differentiation","activated",0.0033672283597677,0.424657534246575,5
"biological process involved in symbiotic interaction","activated",0.0033672283597677,0.4375,5
"positive regulation of cell population proliferation","activated",0.00339616819149171,0.313782991202346,5
"cortisol secretion","suppressed",0.00360093225216618,0.666666666666667,5
"regulation of cortisol secretion","suppressed",0.00360093225216618,0.666666666666667,5
"positive regulation of cortisol secretion","suppressed",0.00360093225216618,0.666666666666667,5
"positive regulation of glucocorticoid secretion","suppressed",0.00360093225216618,0.666666666666667,5
"positive regulation of T cell differentiation","activated",0.00360093225216618,0.454545454545455,5
"cytokine production involved in immune response","activated",0.00360093225216618,0.48936170212766,5
"regulation of cytokine production involved in immune response","activated",0.00360093225216618,0.48936170212766,5
"T cell mediated immunity","activated",0.00360093225216618,0.547169811320755,5
"positive regulation of leukocyte differentiation","activated",0.00360093225216618,0.364864864864865,5
"positive regulation of hemopoiesis","activated",0.00360093225216618,0.364864864864865,5
"positive regulation of mononuclear cell proliferation","activated",0.00360093225216618,0.434210526315789,5
"regulation of T cell proliferation","activated",0.00360093225216618,0.43010752688172,5
"regulation of angiogenesis","activated",0.00360093225216618,0.440944881889764,5
"negative regulation of cell adhesion","activated",0.00360093225216618,0.5546875,5
"leukocyte proliferation","activated",0.00360093225216618,0.366666666666667,5
"cellular response to cytokine stimulus","activated",0.00360093225216618,0.470769230769231,5
"positive regulation of signaling","activated",0.00360093225216618,0.468085106382979,5
"negative regulation of immune response","activated",0.00362158099886826,0.409638554216867,5
"positive regulation of lymphocyte differentiation","activated",0.00385237774677759,0.46,5
"positive regulation of production of molecular mediator of immune response","activated",0.00385237774677759,0.43859649122807,5
"mononuclear cell migration","activated",0.00385237774677759,0.666666666666667,5
"negative regulation of developmental process","activated",0.00385237774677759,0.325490196078431,5
"CD4-positive, alpha-beta T cell activation","activated",0.00405559725521479,0.444444444444444,5
"cellular response to tumor necrosis factor","activated",0.00421132795349453,0.5,5
"outflow tract morphogenesis","activated",0.00450458465422276,0.6,5
"aortic valve development","activated",0.00450458465422276,0.555555555555556,5
"myeloid leukocyte migration","activated",0.00450458465422276,0.64,5
"leukocyte differentiation","activated",0.00450458465422276,0.360975609756098,5
"T cell differentiation","activated",0.00452585605119441,0.375,5
"cytokine production","activated",0.0045869099816893,0.445945945945946,5
"positive regulation of developmental process","activated",0.00473412026895963,0.326478149100257,5
"regulation of T cell mediated immunity","activated",0.00479327565054541,0.534883720930233,5
"alpha-beta T cell proliferation","activated",0.00500018322947124,0.6,5
"regulation of CD4-positive, alpha-beta T cell activation","activated",0.00500018322947124,0.454545454545455,5
"humoral immune response","activated",0.00500018322947124,0.472972972972973,5
"animal organ morphogenesis","activated",0.00500018322947124,0.513888888888889,5
"positive regulation of cellular process","activated",0.00500018322947124,0.362042682926829,5
"regulation of leukocyte differentiation","activated",0.00505092138409559,0.380530973451327,5
"positive regulation of alpha-beta T cell proliferation","activated",0.00513748341813706,0.75,5
"vascular endothelial growth factor signaling pathway","activated",0.00513748341813706,0.591836734693878,5
"negative regulation of response to external stimulus","activated",0.00513748341813706,0.440677966101695,5
"positive regulation of immune effector process","activated",0.00543113639834345,0.425925925925926,5
"leukocyte chemotaxis","activated",0.00556423540373799,0.660869565217391,5
"negative regulation of cell population proliferation","activated",0.00561511173022476,0.316239316239316,5
"ossification","activated",0.00566544394482604,0.508620689655172,5
"regulation of leukocyte chemotaxis","activated",0.00579517287222122,0.758064516129032,5
"regulation of Notch signaling pathway","activated",0.00618677933159563,0.545454545454545,5
"regulation of cytokine production","activated",0.00660417032821443,0.503424657534247,5
"negative regulation of cell differentiation","activated",0.00664827035216523,0.343558282208589,5
"regulation of hemopoiesis","activated",0.00677017808970782,0.356060606060606,5
"negative regulation of T cell activation","activated",0.00681296100591068,0.442622950819672,5
"mononuclear cell differentiation","activated",0.00685530287075738,0.377906976744186,5
"positive regulation of lymphocyte mediated immunity","activated",0.00690410767980145,0.56,5
"mesenchyme development","activated",0.00693869044826206,0.573170731707317,5
"positive regulation of lymphocyte proliferation","activated",0.00728487199918057,0.424657534246575,5
"antimicrobial humoral response","activated",0.00758922751687099,0.552941176470588,5
"regulation of cell development","activated",0.00758922751687099,0.307692307692308,5
"osteoclast differentiation","activated",0.00779300161324931,0.435897435897436,5
"regulation of MAPK cascade","activated",0.00803926172282506,0.34703196347032,5
"positive regulation of B cell mediated immunity","activated",0.00833253882957047,0.611111111111111,5
"positive regulation of immunoglobulin mediated immune response","activated",0.00833253882957047,0.611111111111111,5
"regulation of bone remodeling","activated",0.0089494737301327,0.521739130434783,5
"homophilic cell adhesion via plasma membrane adhesion molecules","activated",0.0089494737301327,0.770491803278688,5
"negative regulation of cell development","activated",0.00916367230800618,0.433734939759036,5
"tissue remodeling","activated",0.00926531072543925,0.434782608695652,5
"negative regulation of cell-cell adhesion","activated",0.00936597189765708,0.56043956043956,5
"viral life cycle","activated",0.00961018110776488,0.432692307692308,5
"bone remodeling","activated",0.00986191674368626,0.5,5
"T cell activation involved in immune response","activated",0.010234797332423,0.456521739130435,5
"regulation of tissue remodeling","activated",0.0105357745816598,0.513513513513513,5
"positive regulation of cytokine production involved in immune response","activated",0.0105357745816598,0.46875,5
"T cell proliferation","activated",0.0105357745816598,0.41,5
"positive regulation of ERK1 and ERK2 cascade","activated",0.0107467757940391,0.662337662337662,5
"positive regulation of alpha-beta T cell activation","activated",0.0107589262885297,0.5,5
"negative regulation of leukocyte cell-cell adhesion","activated",0.0107589262885297,0.582089552238806,5
"cellular response to chemical stimulus","activated",0.0107589262885297,0.435008665511265,5
"endothelium development","activated",0.0108650027163381,0.422222222222222,5
"lymphocyte activation involved in immune response","activated",0.0108650027163381,0.407894736842105,5
"response to bacterium","activated",0.0108650027163381,0.395061728395062,5
"potassium ion homeostasis","suppressed",0.0110010210583816,0.857142857142857,5
"regulation of bone resorption","activated",0.0111050006396112,0.473684210526316,5
"regulation of osteoclast differentiation","activated",0.0115322322238579,0.444444444444444,5
"positive regulation of chemotaxis","activated",0.0115322322238579,0.68,5
"endothelial cell migration","activated",0.0115322322238579,0.393617021276596,5
"response to biotic stimulus","activated",0.0115322322238579,0.442125237191651,5
"negative regulation of mononuclear cell proliferation","activated",0.0123442411452796,0.44,5
"negative regulation of lymphocyte proliferation","activated",0.0123442411452796,0.44,5
"tolerance induction","activated",0.0124453652396429,0.692307692307692,5
"immune effector process","activated",0.0124866373019053,0.48314606741573,5
"cell-substrate adhesion","activated",0.0128233717272832,0.553956834532374,5
"positive regulation of CD4-positive, alpha-beta T cell activation","activated",0.01315355005071,0.545454545454545,5
"positive regulation of leukocyte chemotaxis","activated",0.01315355005071,0.804347826086957,5
"negative regulation of T cell proliferation","activated",0.0138339998192476,0.476190476190476,5
"type II interferon production","activated",0.0142158213861308,0.625,5
"regulation of type II interferon production","activated",0.0142158213861308,0.625,5
"Notch signaling pathway","activated",0.0143508512147817,0.444444444444444,5
"response to oxygen-containing compound","activated",0.0143508512147817,0.439583333333333,5
"positive regulation of leukocyte proliferation","activated",0.0147969211111623,0.406976744186047,5
"tissue development","activated",0.0157430564861037,0.448351648351648,5
"regulation of B cell activation","activated",0.0158791577563026,0.434782608695652,5
"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","activated",0.0158791577563026,0.468085106382979,5
"positive regulation of neutrophil migration","activated",0.0167453852414579,0.764705882352941,5
"response to other organism","activated",0.0187070578110697,0.352713178294574,5
"blood vessel endothelial cell migration","activated",0.0188966554367669,0.36,5
"epithelial tube morphogenesis","activated",0.0190471152059453,0.415730337078652,5
"regulation of neutrophil extravasation","activated",0.0190529042261553,1,5
"positive regulation of neutrophil extravasation","activated",0.0190529042261553,1,5
"regulation of nervous system development","activated",0.021246718037603,0.449275362318841,5
"negative regulation of leukocyte proliferation","activated",0.0226131678264447,0.415094339622642,5
"negative regulation of alpha-beta T cell activation","activated",0.0227967203908151,0.529411764705882,5
"cell-matrix adhesion","activated",0.0238740354275422,0.574468085106383,5
"macrophage colony-stimulating factor signaling pathway","activated",0.0240430556056962,0.696969696969697,5
"response to external biotic stimulus","activated",0.0241629004664,0.351351351351351,5
"animal organ development","activated",0.0244495967191016,0.419062027231467,5
"negative regulation of biological process","activated",0.0244495967191016,0.359511343804538,5
"semi-lunar valve development","activated",0.024452543301089,0.5,5
"viral process","activated",0.0256740038636578,0.390625,5
"regulation of cell killing","activated",0.0265137733990186,0.509090909090909,5
"regulation of T cell differentiation","activated",0.0268796483194826,0.426229508196721,5
"cell development","activated",0.027242730505756,0.379912663755459,5
"insulin-like growth factor receptor signaling pathway","activated",0.0279886042215969,0.428571428571429,5
"positive regulation of cell development","activated",0.0279886042215969,0.34,5
"epithelial cell development","activated",0.0291264361351388,0.338461538461538,5
"defense response to bacterium","activated",0.0291264361351388,0.405172413793103,5
"cell surface receptor protein tyrosine kinase signaling pathway","activated",0.0294743051052732,0.328888888888889,5
"CD4-positive, alpha-beta T cell proliferation","activated",0.0305635098591349,0.583333333333333,5
"regulation of CD4-positive, alpha-beta T cell proliferation","activated",0.0305635098591349,0.583333333333333,5
"collagen-activated signaling pathway","activated",0.0305635098591349,0.666666666666667,5
"negative regulation of leukocyte mediated immunity","activated",0.0305635098591349,0.538461538461538,5
"heart morphogenesis","activated",0.0305635098591349,0.464285714285714,5
