"Description",".sign","p.adjust","GeneRatio","subtype"
"plasma membrane bounded cell projection morphogenesis","suppressed",7.07294242553091e-05,0.380681818181818,3
"collagen-activated tyrosine kinase receptor signaling pathway","suppressed",7.2337206756206e-05,0.818181818181818,3
"neuron projection morphogenesis","suppressed",7.2337206756206e-05,0.385964912280702,3
"negative regulation of response to stimulus","suppressed",7.2337206756206e-05,0.338912133891213,3
"neuron differentiation","suppressed",7.90880319244545e-05,0.387096774193548,3
"vascular endothelial growth factor signaling pathway","suppressed",8.32854337123131e-05,0.73469387755102,3
"cell surface receptor protein serine/threonine kinase signaling pathway","suppressed",8.36174209571964e-05,0.463636363636364,3
"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","suppressed",8.51856764005679e-05,0.5,3
"hepatocyte growth factor receptor signaling pathway","suppressed",8.78217001891513e-05,0.823529411764706,3
"regulation of nervous system development","suppressed",8.78217001891513e-05,0.427536231884058,3
"cell projection morphogenesis","suppressed",8.78217001891513e-05,0.421348314606742,3
"regulation of lymphocyte activation","suppressed",8.78217001891513e-05,0.466321243523316,3
"neuron development","suppressed",8.78217001891513e-05,0.399317406143345,3
"positive regulation of leukocyte cell-cell adhesion","suppressed",9.8582777425118e-05,0.547826086956522,3
"mesenchyme development","suppressed",0.000110308150399749,0.573170731707317,3
"regulation of T cell activation","suppressed",0.000110308150399749,0.483660130718954,3
"cellular response to macrophage colony-stimulating factor stimulus","suppressed",0.000110557611895584,0.771428571428571,3
"immune response","suppressed",0.000122733773370772,0.465927099841521,3
"response to macrophage colony-stimulating factor","suppressed",0.000128220070665086,0.763157894736842,3
"positive regulation of biological process","suppressed",0.000131391635413142,0.35729537366548,3
"cell morphogenesis involved in neuron differentiation","suppressed",0.000138876172823662,0.4,3
"negative regulation of developmental process","suppressed",0.000157048942422839,0.388235294117647,3
"cell projection organization","suppressed",0.000174878868171941,0.361111111111111,3
"symbiont entry into host cell","suppressed",0.000179621505296421,0.652777777777778,3
"cell activation","suppressed",0.000186382310704008,0.429594272076372,3
"positive regulation of cell differentiation","suppressed",0.000199279086550465,0.39922480620155,3
"positive regulation of cell development","suppressed",0.000218185243512965,0.44,3
"response to wounding","suppressed",0.000240929714619959,0.390438247011952,3
"transforming growth factor beta receptor superfamily signaling pathway","suppressed",0.000242609419368302,0.451923076923077,3
"chemotaxis","suppressed",0.000242609419368302,0.535353535353535,3
"taxis","suppressed",0.000242609419368302,0.535353535353535,3
"positive regulation of lymphocyte activation","suppressed",0.000246308189498766,0.480314960629921,3
"leukocyte migration","suppressed",0.000246308189498766,0.58695652173913,3
"platelet-derived growth factor receptor-alpha signaling pathway","suppressed",0.000248606873497675,0.757575757575758,3
"fibroblast growth factor receptor signaling pathway","suppressed",0.000270830759598679,0.551724137931034,3
"positive regulation of T cell activation","suppressed",0.000270830759598679,0.537735849056604,3
"endocardial cushion formation","suppressed",0.000274545702900876,0.714285714285714,3
"regulation of anatomical structure morphogenesis","suppressed",0.000277688254021764,0.464566929133858,3
"regulation of response to stimulus","suppressed",0.000279159167066339,0.338014981273408,3
"regulation of cell activation","suppressed",0.000280606163574672,0.450199203187251,3
"symbiont entry into host","suppressed",0.00029308966065999,0.643835616438356,3
"biological process involved in interaction with host","suppressed",0.000294402064555634,0.6125,3
"regulation of leukocyte cell-cell adhesion","suppressed",0.000295693637222996,0.493589743589744,3
"vascular endothelial growth factor receptor-1 signaling pathway","suppressed",0.00030177027633225,0.833333333333333,3
"brain-derived neurotrophic factor receptor signaling pathway","suppressed",0.000314565868583091,0.78125,3
"regulation of mononuclear cell proliferation","suppressed",0.000314565868583091,0.462809917355372,3
"response to stem cell factor","suppressed",0.000327929649164135,0.806451612903226,3
"cellular response to stem cell factor stimulus","suppressed",0.000327929649164135,0.806451612903226,3
"Kit signaling pathway","suppressed",0.000327929649164135,0.806451612903226,3
"regulation of leukocyte activation","suppressed",0.000355781963306487,0.455357142857143,3
"cell morphogenesis","suppressed",0.000476546483727247,0.38671875,3
"positive regulation of response to stimulus","suppressed",0.00047982238614159,0.374823196605375,3
"regulation of T cell proliferation","suppressed",0.000483050115127148,0.559139784946237,3
"regulation of lymphocyte mediated immunity","suppressed",0.000492937250609621,0.573170731707317,3
"negative regulation of cell adhesion","suppressed",0.00049906468907561,0.5390625,3
"lymphocyte activation","suppressed",0.00049906468907561,0.433098591549296,3
"regulation of BMP signaling pathway","suppressed",0.000503067889763191,0.6,3
"homophilic cell adhesion via plasma membrane adhesion molecules","suppressed",0.000562206543449179,0.721311475409836,3
"positive regulation of cell activation","suppressed",0.000562206543449179,0.493506493506494,3
"central nervous system development","suppressed",0.000562206543449179,0.425531914893617,3
"ephrin receptor signaling pathway","suppressed",0.000564682860361176,0.675,3
"response to endogenous stimulus","suppressed",0.000567125021939646,0.410989010989011,3
"animal organ morphogenesis","suppressed",0.000651406425231827,0.49537037037037,3
"regulation of cellular response to growth factor stimulus","suppressed",0.000659537321187266,0.39622641509434,3
"mononuclear cell proliferation","suppressed",0.000692513086201074,0.443609022556391,3
"leukocyte activation","suppressed",0.000712652628933705,0.412742382271468,3
"extracellular matrix constituent secretion","suppressed",0.000730344790348527,0.666666666666667,3
"regulation of lymphocyte proliferation","suppressed",0.000764361043663126,0.457627118644068,3
"endothelium development","suppressed",0.000778508709752202,0.555555555555556,3
"regulation of adaptive immune response","suppressed",0.000778508709752202,0.546511627906977,3
"cell-substrate adhesion","suppressed",0.000821418631662243,0.460431654676259,3
"vascular endothelial growth factor receptor signaling pathway","suppressed",0.000899516782132953,0.615384615384615,3
"mesenchymal cell differentiation","suppressed",0.000905588233935918,0.567164179104478,3
"epithelial tube morphogenesis","suppressed",0.000905812836083164,0.49438202247191,3
"negative regulation of response to external stimulus","suppressed",0.000905812836083164,0.406779661016949,3
"ossification","suppressed",0.00092334437921229,0.551724137931034,3
"T cell activation","suppressed",0.000929115130355647,0.475961538461538,3
"negative regulation of T cell activation","suppressed",0.000969224111495698,0.524590163934426,3
"heterotypic cell-cell adhesion","suppressed",0.00103370164096966,0.685714285714286,3
"T cell proliferation","suppressed",0.00104796574157557,0.52,3
"regulation of cell communication","suppressed",0.00109787656184546,0.312646370023419,3
"negative regulation of immune system process","suppressed",0.00110241469524524,0.471153846153846,3
"negative regulation of extracellular matrix constituent secretion","suppressed",0.00111438757697943,0.666666666666667,3
"platelet-derived growth factor receptor signaling pathway","suppressed",0.00111438757697943,0.647058823529412,3
"platelet-derived growth factor receptor-beta signaling pathway","suppressed",0.00115988986713211,0.710526315789474,3
"morphogenesis of an epithelium","suppressed",0.00124087369847383,0.428571428571429,3
"adaptive immune response","suppressed",0.00126977043517826,0.487684729064039,3
"positive regulation of cell communication","suppressed",0.00126977043517826,0.384466019417476,3
"tissue morphogenesis","suppressed",0.00137028193971794,0.487341772151899,3
"lymphocyte proliferation","suppressed",0.00141852389759974,0.4375,3
"cellular response to endogenous stimulus","suppressed",0.00141852389759974,0.350828729281768,3
"regulation of alpha-beta T cell activation","suppressed",0.00147404475552182,0.574468085106383,3
"skeletal system development","suppressed",0.00148675790980558,0.535433070866142,3
"positive regulation of cell junction assembly","suppressed",0.00149090422987615,0.5,3
"cellular response to fibroblast growth factor stimulus","suppressed",0.00149090422987615,0.5,3
"positive regulation of leukocyte migration","suppressed",0.00157743760504469,0.72,3
"positive regulation of cellular process","suppressed",0.00157743760504469,0.356707317073171,3
"regulation of immune effector process","suppressed",0.00167125194608372,0.443786982248521,3
"positive regulation of leukocyte activation","suppressed",0.00168246247643669,0.486111111111111,3
"negative regulation of extracellular matrix organization","suppressed",0.00172525395832687,0.875,3
"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","suppressed",0.00174486114081575,0.54320987654321,3
"response to fibroblast growth factor","suppressed",0.00177555455377016,0.506849315068493,3
"regulation of leukocyte mediated immunity","suppressed",0.00178596324942604,0.513761467889908,3
"positive regulation of nervous system development","suppressed",0.00185580457942363,0.455555555555556,3
"lymphocyte differentiation","suppressed",0.00194464537097302,0.459259259259259,3
"negative regulation of leukocyte activation","suppressed",0.00199327014681205,0.472527472527473,3
"connective tissue development","suppressed",0.00202204093642396,0.605263157894737,3
"biological process involved in symbiotic interaction","suppressed",0.00205051048505217,0.520833333333333,3
"regulation of extracellular matrix constituent secretion","suppressed",0.00209417418353006,0.6,3
"pattern specification process","suppressed",0.00214521607081114,0.390625,3
"epithelial cell development","suppressed",0.00217261052692623,0.446153846153846,3
"response to cytokine","suppressed",0.00222656088521208,0.47075208913649,3
"positive regulation of signal transduction","suppressed",0.00222656088521208,0.382978723404255,3
"negative regulation of immune effector process","suppressed",0.00229099206706173,0.573529411764706,3
"regulation of response to wounding","suppressed",0.00234293945808654,0.425531914893617,3
"negative regulation of cell-cell adhesion","suppressed",0.00234293945808654,0.461538461538462,3
"response to peptide","suppressed",0.00240582238650236,0.470914127423823,3
"neuron projection regeneration","suppressed",0.0024358331846533,0.676470588235294,3
"regulation of extracellular matrix organization","suppressed",0.00249778157328119,0.67741935483871,3
"positive regulation of signaling","suppressed",0.00251725888961435,0.382978723404255,3
"positive regulation of leukocyte differentiation","suppressed",0.00254069132951446,0.472972972972973,3
"positive regulation of hemopoiesis","suppressed",0.00254069132951446,0.472972972972973,3
"positive regulation of MAPK cascade","suppressed",0.00254069132951446,0.46242774566474,3
"regulation of signaling","suppressed",0.00254069132951446,0.311398354876616,3
"sprouting angiogenesis","suppressed",0.00256434078470402,0.4,3
"negative regulation of lymphocyte activation","suppressed",0.00262345667114409,0.506493506493506,3
"regulation of leukocyte proliferation","suppressed",0.0028596235915571,0.477611940298507,3
"endothelial cell migration","suppressed",0.00298748876836471,0.393617021276596,3
"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","suppressed",0.00306450480288128,0.531914893617021,3
"regulation of neurogenesis","suppressed",0.00306450480288128,0.429906542056075,3
"negative regulation of cell differentiation","suppressed",0.00322447910905866,0.386503067484663,3
"defense response","suppressed",0.00324417829333781,0.436482084690554,3
"leukocyte proliferation","suppressed",0.00336730349701506,0.46,3
"interleukin-10 production","suppressed",0.00337389623004875,0.645161290322581,3
"regulation of interleukin-10 production","suppressed",0.00337389623004875,0.645161290322581,3
"cell recognition","suppressed",0.00337389623004875,0.432835820895522,3
"regulation of leukocyte migration","suppressed",0.00337389623004875,0.576576576576577,3
"Notch signaling pathway","suppressed",0.00356182365088515,0.644444444444444,3
"cell-matrix adhesion","suppressed",0.00361331603279904,0.382978723404255,3
"vasculogenesis","suppressed",0.00362609258279105,0.62962962962963,3
"endothelial cell differentiation","suppressed",0.00391963864920617,0.567567567567568,3
"viral life cycle","suppressed",0.00396495604822476,0.375,3
"outflow tract morphogenesis","suppressed",0.00399607177156872,0.6,3
"cytokine-mediated signaling pathway","suppressed",0.00399607177156872,0.449152542372881,3
"heart morphogenesis","suppressed",0.00404430473282449,0.607142857142857,3
"negative regulation of biological process","suppressed",0.00409211646896696,0.297556719022688,3
"regulation of vasculature development","suppressed",0.0042047003092514,0.404580152671756,3
"cell surface receptor protein tyrosine kinase signaling pathway","suppressed",0.0043812151738511,0.435555555555556,3
"regulation of MAPK cascade","suppressed",0.00442695657276215,0.374429223744292,3
"retrograde transport, endosome to Golgi","activated",0.00468676885743516,1,3
"regulation of angiogenesis","suppressed",0.00477356119386388,0.401574803149606,3
"epithelium development","suppressed",0.00481704920479125,0.382978723404255,3
"regulation of signal transduction","suppressed",0.00486016868555498,0.303896103896104,3
"negative regulation of leukocyte cell-cell adhesion","suppressed",0.00526030507973024,0.492537313432836,3
"regulation of plasma membrane bounded cell projection organization","suppressed",0.00526030507973024,0.39375,3
"negative regulation of cell activation","suppressed",0.00548922881277909,0.451923076923077,3
"alpha-beta T cell activation","suppressed",0.00628856061567553,0.528571428571429,3
"myeloid leukocyte migration","suppressed",0.00628856061567553,0.56,3
"cell chemotaxis","suppressed",0.00628856061567553,0.542253521126761,3
"positive regulation of lymphocyte differentiation","suppressed",0.00638669125326311,0.52,3
"determination of heart left/right asymmetry","suppressed",0.00644235085482588,0.5,3
"response to tumor cell","suppressed",0.00655579086300642,0.65,3
"cell adhesion involved in heart morphogenesis","suppressed",0.00661972825491558,0.75,3
"stem cell differentiation","suppressed",0.0066224556349093,0.543859649122807,3
"negative regulation of locomotion","suppressed",0.0066224556349093,0.495726495726496,3
"cartilage development","suppressed",0.0068379026447934,0.60655737704918,3
"morphogenesis of a branching structure","suppressed",0.00714358965325294,0.557377049180328,3
"morphogenesis of a branching epithelium","suppressed",0.00714358965325294,0.557377049180328,3
"regulation of cell projection organization","suppressed",0.00723482318435895,0.392638036809816,3
"endocardial cushion morphogenesis","suppressed",0.00725476266821632,0.545454545454545,3
"cell adhesion mediated by integrin","suppressed",0.00788969409313428,0.609756097560976,3
"regulation of lymphocyte differentiation","suppressed",0.00797692865966058,0.493150684931507,3
"regulation of Notch signaling pathway","suppressed",0.00816958018195387,0.590909090909091,3
"positive regulation of mononuclear cell proliferation","suppressed",0.00838387128666208,0.513157894736842,3
"regulation of T cell differentiation","suppressed",0.00858497681926124,0.491803278688525,3
"amyloid precursor protein catabolic process","suppressed",0.00860745774421559,0.470588235294118,3
"positive regulation of Notch signaling pathway","suppressed",0.0089891907129225,0.533333333333333,3
"heart looping","suppressed",0.0089891907129225,0.545454545454545,3
"regionalization","suppressed",0.00937404827728515,0.368421052631579,3
"response to mechanical stimulus","suppressed",0.00991130684196182,0.555555555555556,3
"osteoblast differentiation","suppressed",0.00998791030986727,0.584615384615385,3
"negative regulation of T cell proliferation","suppressed",0.0100639356525379,0.595238095238095,3
"CD4-positive, alpha-beta T cell activation","suppressed",0.0103659655922475,0.533333333333333,3
"renal system vasculature development","suppressed",0.0103836301029917,0.823529411764706,3
"kidney vasculature development","suppressed",0.0103836301029917,0.823529411764706,3
"regulation of apoptotic process involved in morphogenesis","suppressed",0.0104697825833318,0.6,3
"regulation of apoptotic process involved in development","suppressed",0.0104697825833318,0.6,3
"regulation of chemotaxis","suppressed",0.011175493405885,0.558823529411765,3
"positive regulation of apoptotic process involved in morphogenesis","suppressed",0.0114280910047106,0.75,3
"positive regulation of apoptotic process involved in development","suppressed",0.0114280910047106,0.75,3
"positive regulation of fibrinolysis","activated",0.0114716354300984,1,3
"regulation of CD4-positive, alpha-beta T cell activation","suppressed",0.0115024977795048,0.545454545454545,3
"tissue remodeling","suppressed",0.0115024977795048,0.550724637681159,3
"regulation of immune system process","suppressed",0.0115024977795048,0.446069469835466,3
"collagen metabolic process","suppressed",0.0118313924582595,0.613636363636364,3
"gliogenesis","suppressed",0.0118313924582595,0.48,3
"negative regulation of cell population proliferation","suppressed",0.0122217544620877,0.354700854700855,3
"specification of symmetry","suppressed",0.0126273746063276,0.421052631578947,3
"determination of bilateral symmetry","suppressed",0.0126273746063276,0.421052631578947,3
"cellular extravasation","suppressed",0.0131622742031648,0.744186046511628,3
"negative regulation of BMP signaling pathway","suppressed",0.0135319673648039,0.55,3
"response to stress","suppressed",0.0139199644865281,0.359657469077069,3
"negative regulation of mononuclear cell proliferation","suppressed",0.0139852656095322,0.52,3
"negative regulation of lymphocyte proliferation","suppressed",0.0139852656095322,0.52,3
"leukocyte differentiation","suppressed",0.0139852656095322,0.429268292682927,3
"positive regulation of synapse assembly","suppressed",0.0140492203766091,0.565217391304348,3
"nephron development","suppressed",0.0140492203766091,0.541666666666667,3
"ERBB signaling pathway","suppressed",0.0140492203766091,0.5,3
"lymphocyte activation involved in immune response","suppressed",0.0144159467336158,0.513157894736842,3
"negative regulation of cell migration","suppressed",0.0147801700444248,0.490740740740741,3
"regulation of neuron projection regeneration","suppressed",0.0150609062865741,0.736842105263158,3
"embryonic heart tube morphogenesis","suppressed",0.0154488403311647,0.583333333333333,3
"heart development","suppressed",0.0154488403311647,0.442857142857143,3
"response to axon injury","suppressed",0.0155484009977405,0.511111111111111,3
"T cell mediated immunity","suppressed",0.0155484009977405,0.641509433962264,3
"amyloid-beta formation","suppressed",0.0155701431807769,0.461538461538462,3
"regulation of amyloid-beta formation","suppressed",0.0155701431807769,0.461538461538462,3
"negative regulation of cell motility","suppressed",0.0155946520528325,0.482142857142857,3
"positive regulation of T cell differentiation","suppressed",0.0157435663884824,0.545454545454545,3
"positive regulation of T cell proliferation","suppressed",0.0158392231617593,0.543859649122807,3
"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","suppressed",0.0158392231617593,0.496296296296296,3
"regulation of B cell mediated immunity","suppressed",0.0160781886916122,0.692307692307692,3
"regulation of immunoglobulin mediated immune response","suppressed",0.0160781886916122,0.692307692307692,3
"regulation of amide metabolic process","suppressed",0.0162541405548156,0.476190476190476,3
"response to hypoxia","suppressed",0.0162541405548156,0.534653465346535,3
"eye development","suppressed",0.0171509984100341,0.407407407407407,3
"synaptic membrane adhesion","suppressed",0.0176928266750652,0.777777777777778,3
"wound healing","suppressed",0.0178196978545135,0.37037037037037,3
"sensory system development","suppressed",0.0179567081115492,0.4,3
"microtubule organizing center organization","activated",0.0179975110420022,1,3
"motor neuron axon guidance","suppressed",0.0179975110420022,0.6,3
"regulation of synapse organization","suppressed",0.0183625195632208,0.463414634146341,3
"epithelial to mesenchymal transition involved in endocardial cushion formation","suppressed",0.0191895338612442,0.6,3
"regulation of cardiac epithelial to mesenchymal transition","suppressed",0.0191895338612442,0.6,3
"positive regulation of cardiac epithelial to mesenchymal transition","suppressed",0.0191895338612442,0.6,3
"regulation of leukocyte differentiation","suppressed",0.0191895338612442,0.433628318584071,3
"negative regulation of neurogenesis","suppressed",0.0192112352425304,0.487179487179487,3
"glial cell differentiation","suppressed",0.0195306102767917,0.328767123287671,3
"glomerulus vasculature development","suppressed",0.0196817741615141,0.866666666666667,3
"viral process","suppressed",0.0197865529237183,0.3203125,3
"cardiac epithelial to mesenchymal transition","suppressed",0.0200049844335442,0.75,3
"negative regulation of adaptive immune response","suppressed",0.0200178710837787,0.645161290322581,3
"cytokine production","suppressed",0.0200178710837787,0.476351351351351,3
"positive regulation of ERK1 and ERK2 cascade","suppressed",0.0205983203853009,0.545454545454545,3
"regulation of cytokine production","suppressed",0.0205983203853009,0.472602739726027,3
"sensory organ development","suppressed",0.0211471632941857,0.385964912280702,3
"mononuclear cell differentiation","suppressed",0.0211471632941857,0.441860465116279,3
"positive regulation of immune system process","suppressed",0.0211471632941857,0.402597402597403,3
"negative regulation of cell communication","suppressed",0.0218167868313674,0.316076294277929,3
"mesenchyme morphogenesis","suppressed",0.022055737377081,0.461538461538462,3
"cardiac chamber morphogenesis","suppressed",0.0225050067389387,0.566666666666667,3
"granulocyte migration","suppressed",0.0227115428363962,0.592592592592593,3
"negative regulation of nervous system development","suppressed",0.022937976686893,0.466666666666667,3
"negative regulation of leukocyte proliferation","suppressed",0.022937976686893,0.490566037735849,3
"epidermal growth factor receptor signaling pathway","suppressed",0.0232302647230562,0.491803278688525,3
"regulation of axonogenesis","suppressed",0.023601435142636,0.392156862745098,3
"positive regulation of lymphocyte proliferation","suppressed",0.023601435142636,0.506849315068493,3
"camera-type eye development","suppressed",0.023601435142636,0.405797101449275,3
"leukocyte activation involved in immune response","suppressed",0.023601435142636,0.464912280701754,3
"positive regulation of intracellular signal transduction","suppressed",0.023601435142636,0.379710144927536,3
"axon regeneration","suppressed",0.0236509629978579,0.620689655172414,3
"mononuclear cell migration","suppressed",0.0238174599861905,0.737373737373737,3
"axonal fasciculation","suppressed",0.0239619401423353,0.7,3
"neuron projection fasciculation","suppressed",0.0239619401423353,0.7,3
"epithelial to mesenchymal transition","suppressed",0.0239619401423353,0.543478260869565,3
"negative regulation of cell development","suppressed",0.0241728190725468,0.44578313253012,3
"regulation of response to external stimulus","suppressed",0.0241728190725468,0.400990099009901,3
"multi-multicellular organism process","suppressed",0.0251443913654684,0.486486486486487,3
"negative regulation of neuron projection regeneration","suppressed",0.025314603693685,0.888888888888889,3
"regulation of amyloid precursor protein catabolic process","suppressed",0.025314603693685,0.4375,3
"forebrain generation of neurons","suppressed",0.02574475154935,0.5625,3
"forebrain neuron differentiation","suppressed",0.02574475154935,0.5625,3
"type II interferon production","suppressed",0.02574475154935,0.535714285714286,3
"regulation of type II interferon production","suppressed",0.02574475154935,0.535714285714286,3
"regulation of inner ear auditory receptor cell differentiation","suppressed",0.0257966980503449,0.666666666666667,3
"regulation of mechanoreceptor differentiation","suppressed",0.0257966980503449,0.666666666666667,3
"regulation of inner ear receptor cell differentiation","suppressed",0.0257966980503449,0.666666666666667,3
"cellular response to cytokine stimulus","suppressed",0.0257966980503449,0.412307692307692,3
"sequestering of extracellular ligand from receptor","suppressed",0.0262529435423068,0.5,3
"insulin receptor signaling pathway","suppressed",0.0262529435423068,0.482142857142857,3
"response to oxygen levels","suppressed",0.0262529435423068,0.509090909090909,3
"lymphocyte costimulation","suppressed",0.0263463652411893,0.64,3
"T cell costimulation","suppressed",0.0263463652411893,0.64,3
"regulation of axon regeneration","suppressed",0.026557005383605,0.722222222222222,3
"visual system development","suppressed",0.026557005383605,0.404761904761905,3
"negative regulation of cellular process","suppressed",0.026557005383605,0.338827838827839,3
"axon extension","suppressed",0.0271242714415888,0.454545454545455,3
"T cell differentiation","suppressed",0.0271242714415888,0.447916666666667,3
"developmental cell growth","suppressed",0.0276517803462174,0.35,3
"response to decreased oxygen levels","suppressed",0.0278293961442615,0.514285714285714,3
"humoral immune response","suppressed",0.0278293961442615,0.608108108108108,3
"heart formation","suppressed",0.0281841892794276,0.857142857142857,3
"negative regulation of interleukin-10 production","suppressed",0.0298496909360445,0.916666666666667,3
"glomerulus development","suppressed",0.0300483264724825,0.571428571428571,3
"positive regulation of cardiac muscle tissue growth","suppressed",0.0306619144370382,0.7,3
"positive regulation of heart growth","suppressed",0.0306619144370382,0.7,3
"response to cAMP","suppressed",0.0307470386064726,0.379310344827586,3
"centrosome cycle","activated",0.0307902488605573,1,3
"regulation of hemopoiesis","suppressed",0.0310706222802229,0.401515151515151,3
"vitamin transmembrane transport","activated",0.0313208527539985,1,3
"neuron migration","suppressed",0.0315428172077199,0.657894736842105,3
"apoptotic process involved in development","suppressed",0.0316837898439319,0.538461538461538,3
"negative regulation of signaling","suppressed",0.0316947509630304,0.314363143631436,3
"response to bacterium","suppressed",0.0318451184167237,0.477366255144033,3
"hemopoiesis","suppressed",0.0318451184167237,0.4,3
"negative regulation of immune response","suppressed",0.0323922093424924,0.530120481927711,3
"chloride transport","activated",0.0324197057463478,1,3
"positive regulation of alpha-beta T cell activation","suppressed",0.0324197057463478,0.566666666666667,3
"positive regulation of B cell mediated immunity","suppressed",0.0326500471163283,0.722222222222222,3
"positive regulation of immunoglobulin mediated immune response","suppressed",0.0326500471163283,0.722222222222222,3
"negative regulation of developmental growth","suppressed",0.0326500471163283,0.533333333333333,3
"regulation of synapse structure or activity","suppressed",0.0326500471163283,0.452380952380952,3
"tolerance induction","suppressed",0.0327389774358747,0.846153846153846,3
"heart valve development","suppressed",0.0334058749008671,0.727272727272727,3
"positive regulation of mononuclear cell migration","suppressed",0.0335039215141655,0.863636363636364,3
"regulation of cell killing","suppressed",0.0345597223939034,0.527272727272727,3
"regulation of developmental growth","suppressed",0.0345597223939034,0.355555555555556,3
"neural crest cell differentiation","suppressed",0.0347512709829628,0.666666666666667,3
"positive regulation of leukocyte proliferation","suppressed",0.036213637025715,0.488372093023256,3
"cell migration involved in sprouting angiogenesis","suppressed",0.0363698935144251,0.333333333333333,3
"neuron projection extension","suppressed",0.0363698935144251,0.377777777777778,3
"positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","suppressed",0.0363698935144251,0.625,3
"regulation of production of molecular mediator of immune response","suppressed",0.0363698935144251,0.474358974358974,3
"negative regulation of cellular component organization","suppressed",0.0363698935144251,0.433526011560694,3
"response to chemical","suppressed",0.036880419922742,0.395966029723992,3
"outflow tract septum morphogenesis","suppressed",0.037103273809471,0.8,3
"neuronal ion channel clustering","suppressed",0.0371993098878219,0.8,3
"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","suppressed",0.0372651156389704,0.766666666666667,3
"cell-cell junction assembly","suppressed",0.0372651156389704,0.545454545454545,3
"negative chemotaxis","suppressed",0.038616556234509,0.533333333333333,3
"regulation of SMAD protein signal transduction","suppressed",0.038616556234509,0.714285714285714,3
"cell activation involved in immune response","suppressed",0.038616556234509,0.46551724137931,3
"neuron recognition","suppressed",0.038991154400712,0.565217391304348,3
"embryonic heart tube development","suppressed",0.0395239375087059,0.533333333333333,3
"skeletal muscle cell differentiation","suppressed",0.0395239375087059,0.5,3
"regulation of development, heterochronic","suppressed",0.0395279864260197,0.5,3
"regulation of timing of cell differentiation","suppressed",0.0395279864260197,0.5,3
"positive regulation of leukocyte mediated immunity","suppressed",0.0395279864260197,0.524590163934426,3
"leukocyte chemotaxis","suppressed",0.0395279864260197,0.71304347826087,3
"lymphocyte mediated immunity","suppressed",0.0395279864260197,0.492307692307692,3
"immune effector process","suppressed",0.0395279864260197,0.449438202247191,3
"regulation of cardiac muscle cell contraction","suppressed",0.0395287427158367,0.428571428571429,3
"regulation of alpha-beta T cell proliferation","suppressed",0.0395464383017489,0.684210526315789,3
"aorta development","suppressed",0.0395464383017489,0.333333333333333,3
"alpha-beta T cell proliferation","suppressed",0.0396616172117736,0.65,3
"embryonic morphogenesis","suppressed",0.0396616172117736,0.409448818897638,3
"circadian regulation of gene expression","activated",0.0403572960580852,0.923076923076923,3
"MAPK cascade","suppressed",0.0422920155588159,0.392712550607287,3
"cardiac atrium development","suppressed",0.0422948413561509,0.636363636363636,3
"negative regulation of axon regeneration","suppressed",0.0424836567371586,0.875,3
"positive regulation of chemotaxis","suppressed",0.0431271657695639,0.733333333333333,3
"cardiac muscle cell myoblast differentiation","suppressed",0.0452700837726678,0.666666666666667,3
"positive regulation of neutrophil migration","suppressed",0.0453525175662042,0.647058823529412,3
"dendritic cell differentiation","suppressed",0.0453525175662042,0.48,3
"interleukin-2 production","suppressed",0.0453525175662042,0.46875,3
"regulation of interleukin-2 production","suppressed",0.0453525175662042,0.46875,3
"tumor necrosis factor-mediated signaling pathway","suppressed",0.0453525175662042,0.384615384615385,3
"forebrain development","suppressed",0.0453525175662042,0.4,3
"aortic valve development","suppressed",0.0453599656156759,0.722222222222222,3
"antibacterial humoral response","suppressed",0.0453599656156759,0.84,3
"negative regulation of cellular response to growth factor stimulus","suppressed",0.0453599656156759,0.368421052631579,3
"renal system development","suppressed",0.0453599656156759,0.394230769230769,3
"cardiac septum morphogenesis","suppressed",0.0457143954117239,0.578947368421053,3
"positive regulation of cellular extravasation","suppressed",0.0468995754844987,0.916666666666667,3
"amyloid precursor protein metabolic process","suppressed",0.0468995754844987,0.428571428571429,3
"positive regulation of acute inflammatory response","suppressed",0.0483141925134598,0.461538461538462,3
"determination of left/right symmetry","suppressed",0.0495291575538552,0.411764705882353,3
"left/right pattern formation","suppressed",0.0495291575538552,0.388888888888889,3
"negative regulation of signal transduction","suppressed",0.0495291575538552,0.308383233532934,3
"negative regulation of complement activation","suppressed",0.0495928897524484,0.9,3
"semi-lunar valve development","suppressed",0.0495928897524484,0.7,3
"sympathetic neuron projection extension","suppressed",0.0495928897524484,0.75,3
"organelle organization","activated",3.316e-07,0.513745704467354,4
"primary metabolic process","activated",3.316e-07,0.426086956521739,4
"catabolic process","activated",5.32745239047765e-06,0.454219030520646,4
"nucleobase-containing compound metabolic process","activated",5.32745239047765e-06,0.483357452966715,4
"metabolic process","activated",5.32745239047765e-06,0.465301478953356,4
"cellular localization","activated",7.24462037533009e-05,0.46177370030581,4
"cell cycle","activated",0.000343155871863109,0.458015267175573,4
"mitotic cell cycle","activated",0.000486728182347665,0.539473684210526,4
"intracellular signal transduction","activated",0.000486728182347665,0.483063328424153,4
